#I, J,  Distance,  diameter
720,2096,19.944,2.4227
3140,3464,7.8342,2.135
123,656,22.53,3.3877
459,490,14.277,3.4338
1114,1938,15.48,1.8564
1736,1979,10.997,0.79354
128,179,14.219,4.4574
938,2599,10.279,2.8383
1114,3265,18.211,2.8325
608,3265,8.7768,3.0782
288,868,22.336,3.8717
288,376,12.505,4.3668
1100,1899,14.91,3.5041
2025,2585,7.4142,3.3949
896,1899,11.662,3.7133
1233,1733,18.077,2.4674
854,1220,7.9438,4.3243
854,2176,10.134,4.0031
1220,3273,15.72,2.4791
482,3563,12.379,3.1603
837,2725,13.869,3.6766
1446,2725,9.8738,2.2977
1446,3467,11.588,2.9441
298,3467,17.716,2.0324
3084,3878,9.5016,1.6765
1057,3567,10.213,2.5943
1297,2792,17.998,1.9268
1057,1232,21.241,2.3689
75,3585,19.698,2.688
1681,2510,7.2806,3.493
2985,3296,9.1028,1.5775
1179,3430,12.051,3.3662
1979,3856,15.256,2.0445
938,1617,15.595,1.9406
938,1485,6.5441,4.1382
1076,1736,14.308,2.1239
462,1485,7.8979,4.161
1007,2025,13.136,3.2939
749,2725,16.144,2.4552
1899,3286,13.502,2.4088
1233,2668,9.4411,3.5394
3467,3742,8.0664,2.4369
1232,3001,14.711,2.3615
1000,3568,11.158,0.95093
124,3568,13.03,3.1016
2282,3600,13.583,2.5591
2735,2985,9.5345,3.1197
2839,3604,11.065,2.9516
1562,3852,15.949,2.2733
666,881,11.302,3.8012
881,1467,9.5148,3.6593
123,658,25.477,3.4485
2599,3290,16.442,2.4032
490,735,12.521,4.0236
299,1076,17.741,1.8201
299,314,26.826,2.1609
314,3130,16.32,2.7333
376,868,23.282,1.8963
453,1792,16.594,2.8831
579,1899,16.254,2.8586
298,2176,14.062,3.8414
485,3838,16.858,2.0565
1380,3567,10.602,2.5658
284,2841,21.104,2.4552
2839,3260,7.2856,3.216
312,2607,16.772,3.5681
2790,3556,10.195,2.5813
1562,3569,17.366,2.299
1114,1734,9.9833,3.8486
1617,2599,10.653,2.6164
1802,2840,15.641,2.9202
1220,2865,10.234,3.7182
1524,3727,12.457,2.3859
485,3699,18.828,1.6975
1297,3084,13.441,2.6581
1036,3001,17.717,2.3072
1478,2180,13.049,2.5472
1052,1707,20.558,2.1837
3423,3490,13.358,2.1796
2282,3466,12.123,2.0775
312,1195,12.557,4.4407
2621,3489,14.847,2.1939
3430,3697,8.4534,2.5532
403,1912,13.615,3.2922
1734,1938,11.381,3.3055
128,1531,17.771,4.2754
128,3375,20.323,2.1395
3084,3888,9.0676,0.64037
1524,3567,13.615,2.3079
2479,3699,12.209,2.5697
1036,3685,11.685,1.8329
264,2216,16.769,3.6848
6,39,12.525,5.8999
6,94,20.877,2.889
2675,3104,10.647,2.4117
2599,3280,18.135,2.9818
403,2705,21.726,2.818
490,2705,15.91,2.1916
1485,2599,11.391,2.6918
1617,2324,10.591,3.7532
1114,2674,15.842,3.4055
453,3067,14.002,1.9256
1733,1802,12.948,3.1566
1214,3871,9.4883,2.2239
1057,1524,17.598,3.4938
1375,1716,9.9717,4.1286
124,1000,15.6,1.354
284,349,8.1486,5.4124
3423,3600,10.665,1.8052
1195,2411,14.091,3.6617
2394,3154,14.845,2.4123
1229,2064,11.376,3.1174
530,2790,12.91,3.002
658,3464,18.748,2.8406
459,3459,19.473,2.2196
3105,3280,12.528,3.0593
1912,3459,12.832,2.1714
3280,3290,14.218,3.3208
1736,3130,17.184,2.866
64,376,8.6286,6.1024
482,896,8.4091,3.4262
911,3286,10.603,2.4419
63,124,12.188,6.2207
21,124,21.234,5.5292
284,3423,18.577,2.4639
349,1226,11.586,4.4806
2735,3423,7.7153,2.2798
2972,3830,13.851,2.0672
1951,3830,11.701,1.9494
530,1229,19.08,3.4891
528,720,10.381,5.14
658,1938,20.955,2.3501
123,868,16.868,3.9464
2160,2674,6.9583,2.9992
64,749,10.837,4.4038
1527,2473,15.214,2.1047
2574,3001,15.134,2.2868
312,2411,19.472,3.4808
2841,3423,18.382,1.7601
2282,2735,13.734,2.5419
2786,3260,11.95,3.2809
2786,3604,18.201,2.4203
3117,3289,8.8982,3.2901
1562,3697,14.543,2.1219
376,1220,16.236,2.1802
2852,3879,15.513,0.28036
2852,3878,12.81,1.5325
485,2792,22.642,2.785
485,2479,24.882,2.497
1000,1716,11.048,2.6438
3296,3423,11.651,2.5779
20,94,14.053,5.6377
312,2972,18.075,2.8969
2275,2621,10.666,3.0551
2233,2790,22.64,3.1709
1996,2276,10.839,3.428
64,198,13.978,5.5006
462,2025,15.813,3.36
871,3067,11.312,2.9182
765,2473,16.367,1.0721
1446,3742,9.0756,2.9015
1025,3567,12.412,2.4537
1188,2155,8.154,3.866
1168,3030,10.327,2.9437
2985,3154,13.46,1.8197
500,880,24.42,3.782
3117,3430,7.9201,3.5345
530,2124,23.98,1.6977
887,2096,18.102,2.0499
741,1996,15.298,3.0611
123,1786,11.976,4.0397
2599,3384,10.946,2.408
1114,2066,20.308,2.1074
288,2865,18.547,3.2112
911,1899,16.303,2.6838
911,2473,12.529,3.2805
765,3286,13.423,1.5359
765,1034,8.6027,4.7509
1025,2225,15.912,2.3998
974,3568,12.517,2.349
2839,3030,12.38,2.4385
2064,2233,14.644,1.61
2064,3556,14.406,2.9888
2372,2385,11.437,4.3257
887,1912,14.761,2.9196
459,3856,13.176,1.3043
1866,1979,15.333,2.8819
1943,3375,17.904,1.8047
1485,3384,8.4048,2.9757
1617,3375,18.503,2.3171
1485,1617,14.244,2.3441
631,1076,14.357,3.8474
631,1736,13.142,4.139
608,1495,15.253,2.6508
896,911,10.777,3.8573
298,2725,16.42,2.9282
2852,3084,9.6401,3.3481
1415,3585,10.68,2.5744
20,39,17.482,6.5912
3030,3604,6.6166,2.9306
1519,2396,25.434,3.1824
17,500,21.459,1.931
2621,2786,16.985,2.4705
2482,3489,12.53,0.28036
881,2096,14.206,3.8619
2066,2674,11.296,2.0311
961,2925,13.534,3.5115
749,1495,14.288,2.9856
516,749,13.22,4.4687
288,1220,19.084,2.9157
871,2585,13.26,1.8067
1025,1380,7.8528,3.8063
1380,1524,10.732,3.8673
1025,1057,15.419,2.8668
974,2129,15.633,3.5514
349,1519,16.974,3.3268
2735,3296,16.367,2.3381
3260,3604,10.965,2.1166
3104,3334,13.16,0.71432
2275,3420,11.262,2.2905
2064,3830,11.707,2.8933
580,3117,15.228,2.0282
1044,2385,12.603,3.4313
2563,3246,9.0614,3.1815
1617,1943,12.618,3.1001
453,1518,16.323,2.8386
516,608,23.301,3.648
1025,1524,16.644,3.3961
1232,1524,21.138,2.9508
1232,2574,18.369,1.5465
264,2155,14.576,3.3376
1607,2180,15.235,1.9093
875,1607,23.076,1.4717
1052,2413,14.621,0.65944
1995,2413,8.5445,3.3459
2735,3154,13.295,3.0498
530,720,18.082,4.656
1617,3280,12.861,3.0136
2563,2639,11.882,1.8945
314,1076,20.656,3.3699
198,1495,12.704,3.8
376,474,12.918,5.5865
474,854,12.453,1.6464
765,911,11.91,3.7145
1188,2225,17.783,2.7603
1297,2479,17.399,2.2183
2887,3001,13.853,2.8734
1478,1889,11.38,3.2071
1889,2180,8.8952,3.0336
1889,2129,20.959,1.4792
1478,1607,9.2755,3.2822
1415,2180,15.437,2.4499
312,3161,9.6471,3.4608
2482,2786,14.523,1.6922
2621,3641,13.962,2.0914
2482,3641,10.299,2.9404
1179,3117,13.475,3.0026
528,887,17.828,3.8409
3290,3384,18.889,2.2947
1333,3246,17.04,2.1197
1734,3246,15.198,1.7475
128,631,25.888,3.4392
128,1403,23.799,2.1997
462,1617,19.301,2.0112
462,1518,19.255,2.6405
1518,1792,14.551,0.92802
1265,1840,12.247,4.0297
1220,2176,11.54,3.6582
1243,2176,14.009,3.0373
1036,2574,12.424,2.4303
34,75,12.169,5.8258
6,34,18.073,4.9366
2282,3030,10.967,3.0045
2675,2972,12.581,3.0346
3030,3420,10.46,1.7998
2786,3503,10.422,2.8749
3019,3503,12.186,2.13
403,741,19.741,3.471
403,2903,18.907,3.1527
735,1866,14.85,4.6059
1333,1938,22.881,1.0745
1531,1617,21.365,2.4688
608,1333,11.562,3.4112
936,1114,20.215,1.1938
936,2276,12.112,3.7117
936,2066,7.8324,4.181
608,3392,11.292,2.03
871,1518,16.337,3.3603
579,896,16.715,1.3043
474,1220,8.6891,4.794
1733,2668,11.432,3.8497
446,3043,12.829,2.9982
1127,1995,10.244,2.9427
1681,1995,12.286,4.1427
2607,3161,12.852,3.6505
2282,3154,8.5887,2.883
3556,3716,13.522,2.2544
2790,3716,17.598,3.1903
666,1044,10.095,4.1149
3464,3534,12.079,2.8553
128,1866,22.342,2.3317
1333,1734,18.732,3.698
128,2686,14.415,3.2437
1403,2686,12.636,4.0552
314,2925,17.464,2.9195
2898,3685,13.42,1.8544
124,974,14.913,5.165
1707,2020,12.924,2.7231
3138,3795,18.741,0.28187
2282,3420,9.1874,2.7901
2972,3334,9.6191,3.0497
230,880,22.965,3.0438
230,1179,15.487,3.3165
1093,2233,18.67,1.7968
462,2379,15.784,3.6418
288,474,11.618,4.0484
1034,1527,14.101,3.5372
2574,2887,17.069,2.25
974,1716,11.205,4.544
1052,1127,14.757,1.8696
1127,1570,7.4273,4.0743
39,94,13.673,4.334
3138,3296,12.347,2.8768
2675,3334,12.286,2.9141
230,2510,20.212,2.8032
2482,2621,10.036,3.6271
94,1093,18.04,2.1807
1429,3641,17.045,0.93667
1943,3280,10.539,3.3777
1617,3384,11.551,2.5711
1525,3375,18.582,0.9642
128,1525,14.481,3.5881
64,516,9.1066,4.5672
2002,2840,14.157,2.7238
64,837,16.501,1.7621
871,3429,17.045,2.7079
482,1043,10.484,3.882
2176,2725,14.031,2.4061
404,485,18.472,3.4633
404,2479,9.8485,3.6265
1167,1415,14.479,3.8042
658,3496,11.997,2.7947
1525,1617,21.206,2.9216
1333,3265,13.071,2.7325
2563,3392,12.516,2.9971
936,2674,18.039,1.7144
453,2536,23.254,1.0919
631,3130,15.176,2.563
516,1495,13.847,3.6793
2155,2225,16.355,2.2256
1418,3043,10.267,3.719
1052,1570,7.3991,4.5702
1052,1681,20.184,3.093
2607,2972,16.31,1.2286
20,500,17.152,4.6744
3154,3420,8.7994,1.7792
1649,2233,13.097,3.1591
1429,2482,8.7133,3.4333
2064,3716,15.552,2.7056
1562,3430,21.059,0.99224
720,887,16.801,3.8732
403,887,17.377,3.6877
658,3534,19.893,2.6589
1734,3265,14.231,1.9426
123,2464,11.463,2.9565
868,2464,15.135,2.0392
314,631,11.261,4.2998
1518,2585,13.009,2.839
1518,3067,9.9257,2.5147
1733,1840,17.678,2.6045
765,896,7.6959,4.5283
911,1034,14.635,3.668
298,1446,19.187,3.5953
404,2792,18.243,2.933
2008,2479,14.954,3.2793
2020,3281,14.062,1.8426
1415,1607,14.863,2.2104
39,55,15.398,4.914
2607,3690,15.997,2.5234
2841,3138,20.897,2.1376
1195,3503,15.639,2.2001
2621,3604,9.3069,2.094
2233,3716,12.732,2.6129
1064,2372,7.7571,3.8426
741,881,11.554,2.6549
2237,3868,24.362,1.102
844,2160,8.6776,3.3649
1007,2002,14.857,3.5301
1802,2002,9.2421,3.8415
3596,3742,7.1527,2.644
860,2792,19.297,2.4437
1036,2898,10.035,3.5848
1036,2887,13.099,2.7849
1707,2334,18.833,3.6644
284,1282,14.502,3.7261
1607,2411,26.882,2.5774
2620,3260,17.506,1.1981
2620,3019,11.614,2.2162
882,1229,11.649,2.9831
1562,3117,19.212,1.8382
459,2175,19.941,2.3566
2563,3496,11.504,3.2352
963,1369,5.4082,4.2034
264,963,19.294,2.0387
63,1716,18.436,2.6852
63,974,14.833,4.0994
974,2318,9.4527,4.5785
2129,2318,16.941,1.3085
875,2640,11.276,2.7655
1478,2640,12.729,3.3054
1052,2020,11.891,2.843
526,2415,16.196,4.046
1167,3690,15.454,3.5025
20,303,21.714,2.9571
1195,3161,13.543,3.8184
94,3330,11.847,3.4661
1673,2124,20.834,2.1611
2124,2175,13.605,2.8873
123,3496,20.655,1.2428
1786,2464,8.7797,3.3947
1403,1525,19.173,2.6059
1525,2686,15.717,3.3029
1495,3392,8.8464,3.493
64,1495,13.79,3.8649
911,1100,13.936,3.2977
516,2725,17.078,2.9358
1265,1671,16.995,3.3464
1220,1243,16.888,3.3957
441,2216,19.645,1.0977
1025,1188,21.767,1.7053
1418,1716,12.186,3.2616
1707,3010,11.912,2.8634
1607,1889,10.684,2.9537
312,1406,24.061,2.258
2972,3161,13.512,3.2048
783,3420,20.934,1.5441
783,3030,16.15,2.8928
2621,3030,10.741,2.029
3313,3830,12.302,2.3736
128,1943,21.45,1.5776
936,1996,7.8229,3.805
608,2563,14.344,2.1908
198,2464,16.967,2.8993
1076,2925,19.108,1.9279
516,1446,19.273,2.6855
3084,3165,7.8901,3.231
1297,3165,13.117,3.0262
441,963,17.979,0.87444
441,1188,11.209,3.3616
264,1188,10.057,4.5837
63,1375,17.376,1.0934
1124,3281,18.964,2.6805
1124,2020,15.867,3.5371
303,421,9.9618,5.503
2685,3423,21.857,1.8906
820,2510,20.711,2.7081
1298,1562,12.603,2.8158
476,656,21.125,2.1772
658,2371,25.14,3.2216
1938,2371,23.8,1.9067
2242,2276,13.478,2.338
128,1617,27.046,2.8705
2674,3265,14.589,1.9864
314,340,9.3108,5.2966
441,1369,12.202,4.4131
2020,3010,12.161,2.6961
526,1127,11.906,4.0913
312,3690,15.778,2.4584
500,2510,25.585,2.028
1407,2786,15.663,0.77107
1407,2482,14.517,3.086
1748,2385,17.888,1.8673
887,2175,17.932,0.99878
844,2066,13.52,4.7668
551,1899,25.768,2.1125
1518,2025,16.01,2.8594
1106,1671,11.632,4.4086
1106,2406,17.19,2.5554
269,1707,19.112,1.9515
269,3281,18.298,2.1746
1406,2411,19.866,3.7709
34,94,22.638,2.5354
820,1681,19.889,4.1083
783,2621,14.72,3.4112
783,2275,10.286,3.6222
1064,1429,16.579,2.9401
882,2064,12.146,2.6774
881,917,18.625,3.9506
887,1673,13.857,3.5875
403,1996,23.909,1.9046
3124,3384,11.121,2.9306
1114,2242,18.43,1.86
551,579,21.307,3.2354
2002,2025,21.895,2.3751
340,1840,26.006,2.4727
474,2176,13.736,2.5459
2620,2786,18.648,2.5329
2685,2735,19.175,2.573
2411,2620,14.089,2.4289
500,820,11.838,4.6197
1407,3503,10.211,2.4171
265,3830,31.653,2.325
1093,1649,8.7925,4.123
230,3117,13.541,3.4935
819,1229,14.315,1.3904
530,1673,12.25,3.2862
528,917,10.242,4.9062
3290,3324,13.823,2.8039
658,2184,21.436,3.6973
123,2184,20.445,2.9287
3124,3290,16.343,1.2969
1734,2371,20.687,2.2497
658,2563,20.08,2.2526
1333,2563,13.661,2.3414
288,487,12.968,3.7767
198,474,19.207,4.0081
896,1100,12.394,2.8172
595,837,21.061,2.9145
929,1733,12.206,4.2191
765,1043,9.7422,5.0787
83,1188,27.199,2.8059
209,2887,12.849,3.5193
1889,3141,12.068,2.2741
1406,1607,19.429,3.2602
1674,3503,6.9977,3.0028
1195,1674,13.506,2.7376
720,882,14.657,3.7277
917,2096,19.644,0.69632
1673,2175,9.1857,3.9183
2464,3496,11.386,2.646
844,2674,7.6846,3.5673
64,474,17.689,4.0998
83,2225,27.126,2.4785
2008,2334,8.0729,3.7662
2318,3141,10.94,3.7662
209,1282,19.003,2.9856
1415,3690,13.712,3.5086
2675,3161,10.895,0.93138
2841,3227,20.335,2.3905
3167,3604,13.354,2.6364
530,819,11.524,3.7388
720,1673,13.907,4.9885
3392,3496,14.035,2.9348
1403,1617,21.205,2.5397
487,868,11.563,3.6873
579,2115,15.231,2.5791
579,1402,10.56,4.5693
64,595,16.296,2.363
595,1220,15.549,2.6342
595,2176,11.398,1.9879
1671,1840,7.3556,4.5697
1446,3596,12.523,2.7579
1300,1380,11.887,4.4975
1188,2461,21.844,1.6792
860,1297,8.667,4.1329
1297,2852,17.611,4.0634
264,1369,17.204,3.5364
446,2808,19.98,2.4681
404,860,9.988,3.6732
1889,2640,16.521,2.4987
1669,3281,16.65,2.002
927,1415,12.846,3.7814
34,39,20.787,4.5487
3138,3227,11.518,2.6013
1093,3330,10.921,3.6876
449,2385,17.442,0.92502
3124,3324,6.6192,2.7188
1617,3124,13.809,1.7762
1333,3392,12.862,2.2426
844,2115,14.773,4.11
516,1333,23.256,2.6622
595,1243,18.443,2.3975
446,2572,36.046,2.1912
875,3076,15.763,3.1351
1415,1889,13.687,2.279
349,1282,12.942,3.5398
421,1669,13.966,2.7602
55,60,10.781,6.648
60,421,15.026,3.8438
2685,3296,19.911,2.1266
1519,3227,24.599,2.2204
1930,2510,14.121,1.369
476,2237,15.807,3.0353
3290,3318,14.591,2.3959
3280,3318,6.0374,3.4731
123,476,8.3346,5.2108
631,1866,17.345,3.5727
766,961,24.776,2.7836
314,1178,9.9053,4.4775
551,1100,15.181,3.8528
482,531,16.501,4.1054
531,896,16.059,3.1311
929,1802,12.581,3.546
474,595,12.561,4.0689
2393,2668,15.365,1.2317
1025,1300,12.08,4.5803
485,860,15.948,4.1445
83,1025,17.878,3.2271
828,1036,12.926,2.9323
269,2020,16.132,3.5968
1406,3690,8.9642,3.2206
1052,1995,14.564,1.8379
3161,3690,11.263,2.3168
2685,3138,14.495,2.8589
3227,3296,19.22,2.2308
1674,3019,12.338,1.7605
2275,2282,17.871,2.4554
2275,3154,16.256,2.5671
3094,3117,13.135,1.2417
580,3094,13.587,3.2988
666,741,23.526,3.8777
128,3683,13.322,3.2773
1525,1943,13.322,3.865
1734,2242,16.769,1.703
2464,3392,18.324,2.9543
2379,2536,6.0496,2.8928
1114,1731,27.104,1.4279
1315,3429,22.755,2.3558
1243,2931,13.46,2.9291
894,1446,12.819,3.5862
860,3165,17.582,2.9543
2852,3165,8.6402,2.7614
1025,2461,10.676,3.1549
828,2898,11.123,3.9042
349,2767,16.902,3.3409
1124,1669,7.2389,4.4513
60,303,16.991,4.3069
3423,3564,13.066,1.2771
1195,3690,16.006,2.8958
303,500,16.958,3.965
3030,3167,14.488,1.7881
1195,2972,25.163,2.6585
230,1930,17.671,3.7093
230,3094,14.734,3.2082
819,882,9.9497,4.5686
1996,2242,10.288,2.4293
2066,2115,12.968,3.7305
844,1114,24.533,1.3358
766,1100,22.685,3.7579
1731,3265,19.507,2.0539
896,1043,10.939,2.1694
516,837,22.16,0.82996
1315,1921,14.397,3.1523
1034,1116,14.22,3.6902
83,2461,13.551,3.7729
3010,3281,15.587,2.1868
927,1406,12.447,3.3445
284,3564,16.576,2.411
526,1995,17.654,3.4402
783,2282,21.824,2.9188
1681,1930,11.652,3.1599
3313,3334,7.7435,2.4549
580,2209,18.774,2.4967
1748,3534,18.883,2.1183
1298,3324,21.115,2.6214
936,2242,9.8904,2.5393
2563,3854,8.2619,2.3006
551,2115,19.479,4.504
531,1043,17.165,4.3541
516,595,19.691,3.8688
1217,1733,13.342,3.8963
911,1116,9.7995,3.6252
2931,3273,9.1131,2.9226
298,894,24.659,2.9041
309,1214,22.316,3.7213
2808,3043,12.892,3.3864
404,2008,15.445,3.6639
269,1124,20.561,3.5357
2786,3167,17.366,2.4903
1519,3262,25.887,2.0814
2275,2482,15.005,3.4898
1044,2372,11.685,2.36
3318,3324,9.2044,2.3852
2184,3496,10.69,2.843
631,1178,10.116,3.7147
844,1731,11.5,3.5577
871,1315,23.133,1.3295
1217,1840,20.088,3.4373
894,1243,26.742,3.3014
1043,3799,28.232,2.0239
441,2461,14.083,2.7101
1300,1524,10.212,3.8195
2428,3043,8.0948,3.2755
404,1297,16.63,2.4216
1716,3541,12.44,2.6025
2334,3010,11.952,3.5518
1607,2640,13.975,2.5551
55,303,21.973,1.1754
1406,1415,15.817,2.4455
265,2972,25.733,2.8856
530,882,17.042,1.3835
2371,3534,15.775,2.7724
403,766,19.202,3.954
1485,2379,15.371,1.7216
1403,2002,17.366,1.4618
474,487,16.524,4.3394
871,3039,17.206,1.8293
1733,1901,11.553,3.6346
765,1116,13.257,3.3885
121,485,14.352,5.8373
1300,2461,12.147,2.5716
446,2428,17.222,2.8756
1418,2808,14.658,2.3144
1418,3541,11.212,2.4866
1674,2620,8.109,3.0696
3167,3503,9.0906,2.7011
783,3167,15.966,3.1619
265,1195,28.243,3.429
2396,3262,9.8182,2.9705
2822,3117,11.594,1.9454
1562,2822,15.7,2.8573
449,1044,9.2459,4.5861
2124,2269,12.491,2.9618
1333,3854,12.461,2.4938
482,1402,18.889,3.9968
1518,3622,13.816,2.8671
2025,3622,13.434,1.5654
531,579,23.789,3.4372
579,1043,21.324,2.6724
929,1840,14.593,3.1694
1315,3039,14.35,3.1768
1802,1901,14.491,3.6469
1733,2393,11.541,3.5274
1221,1369,12.434,3.3308
138,1036,15.626,4.2754
264,3076,19.283,2.2959
2640,3076,10.716,2.7744
927,1607,10.568,3.1088
63,75,28.546,4.6409
1195,1406,20.058,4.0125
783,3604,18.985,2.4063
666,917,17.526,2.9208
1617,3318,13.193,2.9755
894,2176,20.467,1.6243
1214,2428,18.342,1.9444
264,1221,13.851,4.1694
138,2574,13.198,2.8793
269,3010,15.476,2.445
34,3330,17.796,3.1176
2685,3154,9.5282,3.4615
880,2964,19.483,1.0462
230,2964,13.375,3.6941
1649,3313,16.82,1.2165
530,3716,13.566,2.7899
528,882,20.342,2.4886
1866,3683,12.265,3.3327
3392,3854,10.346,1.6501
551,1402,21.223,3.658
871,3622,16.928,1.5003
828,2887,14.949,1.8721
21,60,24.012,2.3142
421,1800,14.359,4.541
303,1669,13.517,4.6893
1154,2411,24.842,2.9868
2735,3138,15.435,1.7463
9,20,16.99,4.5842
2620,3167,6.956,2.9157
230,2822,15.137,3.4159
128,1905,11.401,4.5194
1525,1905,9.8283,3.7253
961,1583,25.763,3.6789
1100,1583,25.883,3.3083
1390,1518,12.249,3.2071
