#I, J,  Distance,  diameter
240,267,18.465,5.6209
52,1555,28.049,2.8829
52,834,21.508,2.3428
2969,3666,7.6729,2.9196
3747,3770,7.7395,2.3697
426,1569,20.318,3.2311
1390,3653,21.044,1.3241
551,2386,12.188,3.8967
551,2426,13.345,2.2181
1367,1708,7.8835,4.2786
905,1583,20.792,1.1611
1825,2911,18.774,1.0173
309,686,26.74,3.5788
309,1045,12.483,4.31
1514,3581,16.775,3.3316
2,1135,12.036,4.7001
3368,3516,12.866,2.0442
1550,2695,20.214,2.5261
1299,1778,12.71,3.219
1299,2481,14.19,3.6181
1503,1590,10.539,1.9666
160,3669,9.8155,2.5817
1,19,13.368,6.3977
3223,3499,8.9708,3.1583
1523,3499,11.585,2.4588
1523,3230,8.8046,2.9198
494,715,13.133,3.5052
1033,3593,16.716,1.7768
426,3747,8.618,3.1152
1885,2893,20.482,2.0425
876,2803,17.421,1.7173
395,2907,25.378,2.1795
538,2386,11.414,2.1301
281,3773,13.766,2.4869
626,2980,23.769,2.1713
1217,3798,11.873,2.7956
1883,2892,15.26,2.7782
1019,2217,12.976,2.1771
1626,2193,16.144,3.6981
1299,3381,13.804,1.3121
384,2144,19.56,2.9637
384,3230,14.134,2.303
553,2551,12.551,3.792
834,1542,17.388,3.8376
1298,2893,27.541,2.1755
1482,2223,12.376,2.2201
1569,3653,16.927,2.9168
395,1708,23.176,2.4236
1299,3017,7.9128,3.4253
3448,3589,12.467,2.0581
1508,2724,16.585,0.50967
1508,3499,11.329,3.3949
1523,2681,8.9308,2.7434
195,2278,12.463,3.2136
195,217,8.5669,5.834
1067,1072,7.8759,4.1414
994,1067,14.07,3.5248
287,2187,11.897,3.3806
1542,1555,17.323,3.1975
2017,3029,14.892,3.0437
1885,2803,23.003,2.0719
1482,1952,13.734,1.8906
2386,2426,9.5053,3.4025
1552,3798,15.434,2.3741
945,2217,14.452,3.3745
1536,2990,15.386,1.4219
83,2440,12.727,3.7468
686,3581,9.6003,3.4905
1667,3368,12.198,2.3746
2501,2967,20.583,2.3619
160,2922,18.302,1.7569
19,926,22.457,3.9848
940,2681,15.479,3.8278
195,2144,17.376,1.6964
715,1072,14.299,2.6941
443,548,28.057,2.9051
287,1864,19.342,2.802
155,660,17.546,4.7161
395,2591,27.071,2.8811
2018,2907,9.87,2.759
1326,2018,10.96,4.1965
1363,1425,12.455,3.351
662,2386,14.226,2.997
252,2341,24.469,3.1189
626,1825,12.03,4.3472
1217,3606,14.242,2.2176
1299,3516,19.575,2.798
160,2158,21.972,2.7041
1327,1870,9.1392,3.3487
604,1709,10.375,3.5312
940,3223,15.212,3.1539
2681,3223,7.6031,2.9697
384,2681,10.767,2.5961
1693,2582,13.34,2.8451
2018,2582,11.235,2.5291
36,1363,17.625,3.0595
36,1425,14.651,4.339
1425,2386,14.217,1.5754
945,1667,16.656,1.3695
2762,2768,16.74,2.1989
2481,2578,12.724,3.0317
1590,1907,12.672,3.5461
494,1439,20.842,3.9686
195,204,21.366,1.4294
553,1759,23.341,1.9717
652,1067,13.869,3.3704
443,1223,13.249,3.6466
155,548,17.515,4.0994
426,3300,17.026,2.8929
395,1326,24.191,2.389
2063,2892,17.286,2.7309
626,2892,13.381,3.7142
83,1340,23.083,0.28268
1299,2967,12.239,3.3432
1550,3448,9.3322,3.0428
2172,3050,11.999,3.1032
558,1870,12.34,3.6178
1112,2951,18.866,2.9479
985,2951,14.62,3.9555
1,160,25.506,2.7201
384,1523,13.247,3.6018
1851,2783,10.777,3.5488
2530,2783,7.6102,3.3394
548,2187,21.79,3.9851
52,1542,8.9961,4.9939
3655,3790,8.6886,2.8096
2070,3653,12.22,3.1648
662,2426,14.216,2.2842
905,1367,17.003,2.7069
48,252,25.292,3.3975
138,1588,24.138,0.51053
2712,2768,12.14,1.8991
1902,1907,15.939,3.0559
1046,1154,21.608,3.5807
553,1198,12.48,4.5296
2969,3222,13.824,0.28519
1774,2017,19.343,2.385
660,1318,11.576,4.2601
1476,2019,11.253,3.1807
662,2054,17.255,3.6665
2054,2656,13.247,2.0342
905,2656,10.82,2.1632
916,1588,8.9043,3.7715
1471,3269,12.374,3.0758
2202,3626,14.556,1.2259
1797,2172,12.307,3.4055
1522,1717,13.538,1.9202
489,1508,12.191,3.9803
1702,1709,8.6877,4.0267
217,343,19.306,2.8904
1122,1759,22.256,1.7646
195,240,14.2,4.8842
652,1198,11.547,3.7352
1859,2187,9.2006,3.1435
267,1860,26.199,3.564
1555,2562,17.144,3.2908
1553,1860,16.605,3.3125
773,1553,14.581,3.9323
773,2371,28.697,2.2451
2945,3770,11.41,2.2599
1885,3300,12.061,2.3583
876,1693,8.4377,4.4453
1952,2633,12.698,3.324
3636,3649,6.329,3.2155
3658,3773,9.8305,2.2537
1296,3606,17.459,2.2394
589,1881,17.342,2.0326
1626,1856,13.379,2.9062
1410,1471,17.716,0.96332
269,566,21.494,3.0634
1483,2863,12.763,3.5677
1135,1426,18.79,1.9977
1299,1797,13.771,1.1565
604,2730,12.217,2.423
940,2783,11.62,3.7592
652,1439,13.916,2.952
287,1198,17.889,3.2347
1223,2187,13.54,4.2724
52,2551,13.584,3.5624
3222,3666,9.327,2.4804
2017,3222,12.305,2.5889
773,2223,23.545,2.1549
1693,2907,14.163,2.511
1326,1476,14.407,2.8034
2915,3636,9.9156,2.4204
551,1020,18.749,1.7971
1020,2386,13.421,3.3467
662,1575,11.707,4.1477
1825,1874,25.303,3.3715
589,905,14.104,2.2478
1416,2422,18.076,1.8974
1416,2656,18.632,2.1499
121,3112,18.576,2.1963
1340,2440,17.563,2.5173
1019,1667,15.349,1.5899
1626,2762,12.778,2.9612
705,2105,17.736,3.5432
1667,2105,11.624,3.8375
1410,3269,13.456,2.893
1299,2578,10.881,3.4176
831,2158,20.167,2.7066
831,2203,20.67,2.4815
1209,2806,14.378,2.3375
533,1717,13.432,2.7439
558,1717,15.218,3.8997
865,1046,19.896,4.0154
195,384,22.322,3.9476
553,1439,19.335,3.931
553,2562,18.613,3.0222
1066,2562,17.29,2.5445
287,1859,17.35,1.95
2283,2562,10.555,2.6759
2945,3771,12.298,1.9566
2945,3747,11.156,2.1107
2945,3790,12.536,1.5213
2591,2907,18.306,1.9332
1569,3655,8.182,2.5969
2633,3636,10.554,2.5179
36,196,11.956,4.9241
1476,3806,13.033,2.8787
683,2217,20.411,1.449
1340,1588,16.067,2.8993
566,2863,13.764,4.103
1907,2712,14.102,3.3402
1209,1907,16.163,2.7331
1327,2730,14.107,0.97097
19,160,29.331,1.9373
1709,2730,8.8458,4.3661
1578,1851,17.575,2.2078
145,1439,32.786,3.5572
548,1223,25.234,4.0707
3666,3707,8.627,2.459
834,1198,25.873,1.3037
287,548,16.456,3.5802
196,1318,14.811,3.2949
1693,2019,12.287,1.4359
2018,2019,11.11,2.1821
2212,2957,13.622,1.3797
663,3112,18.555,3.4256
1045,2768,15.733,2.9659
2762,3626,15.204,1.636
1797,2710,8.2825,3.8424
326,3589,18.873,2.274
1,326,22.14,3.6255
1,582,23.149,1.2354
1502,1824,17.27,3.6858
321,1502,19.459,4.0983
1067,1439,11.897,4.7303
2551,2562,10.264,2.3642
834,2551,23.104,1.6379
1298,1769,24.504,2.2374
876,1885,16.047,1.8895
196,1020,11.908,4.5898
1020,2915,16.103,2.6233
1020,1425,15.743,2.4278
1708,2383,10.105,2.787
1575,2386,13.248,3.629
1059,3284,16.993,2.8558
1463,2426,7.4541,4.2527
1155,1536,14.152,2.9018
1155,2990,10.711,3.7336
916,1155,20.258,2.1578
683,1019,15.591,3.1723
2142,2440,11.446,2.5723
566,1410,21.907,1.2966
2768,3626,6.3031,3.0809
2712,3626,10.55,2.3498
2158,2863,11.347,2.4484
2172,3017,25.08,2.2387
251,1508,15.528,2.667
1067,1859,14.581,3.5681
1223,1859,8.2758,4.114
1198,2551,17.143,3.3211
1553,1774,12.667,3.8768
1693,2018,9.6081,4.9001
691,2633,15.27,1.9958
1305,1326,12.446,2.4442
1575,2426,10.333,3.9148
1059,3212,10.629,3.0373
1874,2161,21.758,1.0937
121,2920,12.825,3.5234
683,2090,17.184,3.4086
1536,1588,10.632,3.6456
2090,2105,14.076,3.1429
566,1121,24.68,3.1611
2193,3626,16.736,1.8517
1299,2710,14.787,3.0869
558,2806,19.552,2.6768
326,676,24.641,0.41575
1508,3223,10.852,2.7121
1067,1198,17.768,2.4515
287,311,19.161,4.8217
660,834,18.112,2.2257
1482,2460,8.1813,4.0119
1482,2633,13.331,2.1223
1305,1476,10.229,4.672
340,2383,16.624,1.1649
1367,2383,13.533,2.8299
1874,3193,17.807,2.7372
2212,3710,13.728,2.4798
905,1416,20.855,2.7132
1881,3107,14.801,3.0984
1588,2990,14.496,2.9314
2,1588,17.821,4.2454
824,2424,20.645,2.0445
1,513,22.402,4.203
1122,1709,10.835,3.3639
217,2144,20.612,1.0458
145,715,8.0222,4.928
548,2119,16.467,3.0985
395,2383,17.434,2.9261
589,3107,16.473,2.8644
2422,3156,9.0941,2.5325
1019,2105,12.281,3.1284
1276,1426,20.667,1.7644
1503,2806,9.1188,2.3491
558,2424,18.242,3.772
1327,2424,13.413,1.3048
1870,2730,13.039,2.75
1285,3410,10.459,2.9633
1046,1285,17.667,1.3024
1523,3223,11.236,1.8697
217,384,24.325,2.9173
52,553,20.023,3.2504
52,1198,14.602,3.3854
691,2460,15.082,2.5742
2460,2633,11.282,3.275
2070,3591,15.919,2.4667
1059,1874,15.671,3.2764
3704,3710,13.825,2.2759
589,3156,12.156,3.6233
1626,2768,15.004,1.9475
566,3269,18.791,1.7163
2481,2710,6.973,2.9079
700,1112,23.749,2.7146
489,1119,9.6965,5.063
326,507,13.793,5.055
1870,2424,11.465,2.7816
940,1578,15.501,4.0783
195,1784,17.285,3.3337
3193,3284,17.895,2.8959
1552,3107,19.334,2.3772
2062,2501,22.96,2.3731
1626,2062,24.468,2.2082
831,2863,16.59,3.4952
1299,2172,21.145,1.8034
831,1907,22.215,2.8071
826,1276,16.106,2.9998
1902,2806,15.002,0.71638
1717,1870,12.284,1.7109
826,1119,10.297,4.8825
507,582,16.097,2.9052
1508,1523,14.534,3.6771
32,1198,14.579,4.7528
1305,2018,12.587,4.0258
2957,3591,10.913,1.6548
2,1536,20.562,3.8784
1135,1276,15.578,2.7405
1,676,15.091,4.8227
985,1578,20.743,4.5975
1578,2783,17.689,2.9761
184,195,9.945,5.7631
1769,2185,10.823,3.2021
834,1756,21.688,1.5402
1542,1756,13.766,4.4483
1756,2121,23.973,1.5484
899,2907,24.207,2.1845
3403,3606,7.4269,2.3184
3606,3798,6.9688,2.2106
2920,3112,16.016,2.9223
683,945,23.073,3.0625
686,2920,11.301,3.7842
1626,3626,14.243,2.0099
1121,3581,12.137,3.0402
1907,2806,9.5715,2.3376
559,1046,20.568,3.6327
1046,3410,11.982,2.9825
1702,2730,10.501,2.4762
184,240,11.219,5.8425
1759,3630,14.698,1.8433
1198,1439,14.09,3.0315
32,1067,16.438,4.4375
32,1859,19.748,3.7453
32,287,19.731,1.9742
3048,3707,13.968,2.2347
1763,2185,14.831,2.8928
660,1756,11.919,2.9318
2945,3655,7.5151,2.6153
252,1296,16.347,4.147
905,3156,12.533,2.0773
1883,3450,18.042,2.3567
1155,1588,12.404,4.2677
1907,2768,24.095,2.4589
97,3017,24.247,2.8659
1,507,20.328,4.2525
865,3410,14.186,1.7321
9,1502,27.606,0.93132
1072,1439,17.921,1.6424
855,1223,20.643,1.0145
1774,3222,15.554,2.2581
1769,3300,16.472,2.4541
1774,2690,15.77,2.8858
899,2591,13.791,2.3447
2212,3106,15.521,2.3011
1416,3156,8.4543,2.9191
1471,1755,21.978,2.9187
1755,2695,21.264,0.82689
1907,2576,20.076,3.2035
97,2172,23.346,3.0904
13,384,11.512,4.8832
2013,3630,11.956,3.1286
2633,2915,14.75,1.8538
1463,3212,12.235,2.2178
1296,3403,13.904,2.6157
2892,3450,7.7914,2.739
48,3403,15.778,2.9474
945,3114,12.155,2.8199
1155,1340,9.64,5.0229
1379,2142,17.516,2.2476
1336,3581,7.6202,2.8927
1856,2062,19.499,2.5114
1121,2863,12.777,3.0386
566,1755,17.512,3.5956
5,676,25.585,3.3124
3666,3862,7.4679,2.2083
899,2560,17.873,2.4851
1257,3636,18.042,1.7778
1874,3284,14.571,3.2813
1410,3443,9.3884,2.3564
1461,2863,8.7796,4.2418
160,1483,25.299,4.1475
2172,2710,16.656,3.3238
251,2951,13.827,3.1889
2530,3781,11.75,2.2903
32,311,10.148,6.2009
311,1198,15.652,3.1406
426,1769,19.757,3.2676
2119,2460,13.273,2.6412
1476,2018,13.674,1.8465
395,3202,14.539,3.9646
1708,3457,20.647,2.0783
83,3533,20.325,2.471
2440,3533,10.27,2.9927
683,2105,11.719,4.1235
686,1336,7.8162,4.1693
1755,3269,10.238,3.1694
97,1299,23.273,3.3298
559,2172,21.64,3.2524
217,2518,24.983,1.0927
1824,3630,19.168,0.8837
3048,3781,9.7094,1.9359
724,3300,23.206,3.5497
2255,2386,13.62,2.5862
3590,3773,7.6162,2.1358
252,307,21.236,3.5517
1045,1626,22.04,2.3628
1336,1514,20.081,0.28265
361,533,24.271,3.0265
826,2951,19.971,2.7713
1702,2424,15.857,2.6607
2424,2730,12.739,2.4034
940,2530,13.157,3.2551
3,195,21.861,5.6479
267,1223,17.907,2.4436
2690,3222,11.889,2.2898
2017,3521,18.782,2.4446
790,2591,14.795,2.3491
3106,3591,11.607,2.0838
2572,3545,17.209,2.0304
1410,3112,20.565,1.0138
1121,1461,11.243,4.4426
361,1717,15.569,4.3837
558,2645,19.635,3.5905
533,2710,15.631,1.5882
1730,2710,9.4468,3.3317
1730,1797,10.798,3.0684
489,751,11.633,3.7507
13,940,18.157,3.5438
240,1860,21.276,3.2233
52,2562,10.803,4.4746
1555,2760,15.276,2.2112
2017,2690,17.93,2.0206
3029,3521,19.398,2.0382
790,2560,13.157,2.9366
724,1885,16.779,3.6824
1569,2813,17.08,2.3737
395,3457,18.16,2.5866
2070,2709,24.949,2.3071
1463,2386,11.819,0.87665
281,3590,17.288,2.6926
307,2341,16.55,3.79
3106,3710,13.386,2.4618
1340,1379,7.0633,3.775
1856,3545,16.87,1.0998
686,1121,19.565,1.605
878,3626,12.537,2.5285
1550,2584,10.276,2.9492
97,3368,20.4,2.6094
878,2712,14.495,2.0907
831,2576,15.099,3.7762
361,2481,17.575,3.8141
700,826,9.0804,4.6231
2560,2760,10.379,2.8111
395,1305,22.929,1.5242
2709,3653,8.7583,2.5493
1296,1475,18.311,2.338
454,589,12.728,3.8741
1379,2440,17.115,2.8043
878,1907,17.962,2.0019
251,751,12.961,2.4675
384,2559,7.9925,3.6896
267,850,24.155,3.3935
850,1223,13.54,3.5655
977,1763,14.011,2.8407
3222,3707,18.103,1.8329
196,2649,15.272,3.6751
2383,3457,13.391,2.7627
1182,2386,14.062,3.6768
1296,2739,19.392,2.1637
2739,3606,13.067,1.702
281,2400,19.581,2.476
309,2920,27.211,1.5777
683,3114,17.207,3.3806
1191,1856,17.557,2.7286
2576,2819,15.607,2.4028
831,1461,10.19,4.8629
2,1276,21.961,4.292
2645,2806,10.936,2.6542
1717,2710,15.917,2.1396
3,384,22.273,5.5939
32,1439,10.084,4.6749
548,836,21.191,3.5343
876,1476,17.447,1.8311
1182,2255,11.907,4.4518
2739,3403,13.221,2.2207
3112,3443,15.642,1.6879
2090,3533,20.25,2.3422
1191,1626,11.126,2.1516
1121,2433,17.352,3.812
2768,2819,14.631,3.1072
1730,2172,7.8184,3.1171
751,2951,10.683,3.7031
5,19,21.898,7.2493
251,1578,15.654,2.8431
2559,2681,14.97,0.44366
3,184,18.899,6.1972
723,3222,18.38,2.183
1542,1799,10.869,4.1338
426,3153,16.449,3.6458
1257,3284,8.8661,3.2609
1463,2255,9.7655,3.3379
3590,3658,12.881,1.2187
3099,3450,14.428,3.3555
1019,3114,10.688,2.1403
1045,1191,17.815,3.3745
751,1119,10.095,3.9312
507,513,23.356,1.5061
745,1502,19.098,3.3589
745,3630,16.555,3.0343
3110,3707,10.736,2.3818
1159,2283,17.54,2.493
723,2690,20.209,3.5307
3222,3862,11.8,1.7723
426,1885,19.088,2.8521
724,876,18.05,2.5261
1257,2915,17.442,2.8998
307,2070,24.047,2.1447
1463,1575,14.35,3.9348
905,2246,24.423,2.2906
454,3156,11.833,2.4438
2693,2920,10.017,1.7356
2693,3112,9.9211,2.5565
1336,3443,10.835,2.9742
686,2433,21.502,1.8939
1471,2584,22.224,2.7479
831,2819,12.219,2.2382
3048,3110,16.274,2.6688
548,2516,20.286,1.61
2945,2953,6.3099,3.0367
1020,1182,20.622,2.8712
1476,1762,14.484,2.8918
1475,2419,9.0832,3.8664
1825,2532,15.197,3.641
1416,2246,26.48,2.465
686,2693,12.127,3.3177
683,3533,15.129,2.7515
1461,2433,7.3815,3.4775
1150,1907,16.401,3.342
286,2730,21.501,2.8783
2559,3223,14.083,1.1462
940,2559,20.147,2.974
1122,1770,15.269,3.6601
1223,2516,14.382,2.8451
836,2516,10.929,3.9784
723,1774,17.184,2.4519
876,1644,8.7294,3.8692
3212,3284,12.037,2.188
252,2419,11.958,4.1927
1883,3099,19.272,1.6741
1191,3545,14.162,2.4883
2433,2819,10.448,3.1926
831,2433,8.2835,4.186
361,2710,17.698,2.6835
217,859,12.674,4.8426
926,951,23.697,3.5601
19,951,19.633,4.3427
548,660,19.821,3.3732
1318,2649,9.6945,3.5404
1476,1957,10.735,2.6857
36,1020,23.054,2.6334
252,1475,21.766,2.0202
1045,3626,22.274,2.1733
286,1870,19.801,2.7897
1237,1523,14.76,3.9175
1237,3223,12.376,1.3625
384,859,26.612,3.1503
13,2559,13.68,3.5054
899,2760,12.664,2.519
660,2649,12.852,2.3856
395,988,24.067,2.3595
876,1957,19.376,2.6202
2190,2915,12.965,3.3218
1182,1425,19.051,2.162
1874,3212,12.412,2.7176
2693,3443,11.023,2.828
2584,3448,14.03,1.2452
1907,3305,11.737,2.8191
339,2172,19.511,3.1722
1255,2710,13.132,2.4594
1255,1717,15.599,3.3567
1237,1508,12.288,3.8624
1702,3203,12.118,3.39
769,1046,10.313,4.4828
145,1201,15.498,4.8862
3,13,12.442,5.0285
19,2737,24.621,3.5815
223,1439,11.927,4.4043
52,311,15.799,5.7529
836,2119,12.731,4.138
548,1616,15.866,2.6863
1616,2119,17.368,3.3487
426,2953,18.067,2.8851
2945,3594,10.949,2.3533
3594,3655,10.388,0.83919
626,2532,12.539,2.6317
1336,2693,16.36,3.815
2,1155,24.392,3.2814
1299,2035,12.265,3.8862
1119,2951,12.358,1.3231
1122,1201,19.413,4.1084
3521,3862,14.001,2.2338
1799,2560,15.048,2.2708
660,1616,18.557,1.435
2813,3153,9.162,3.4985
662,1182,22.848,2.1899
2054,2246,21.897,1.6944
454,3107,13.419,2.2894
454,1416,7.7462,5.086
363,683,12.506,3.8667
363,3533,10.483,2.8081
1121,1336,14.19,2.8109
1410,1755,19.258,0.92662
878,1626,22.095,1.3444
110,2578,17.123,2.8088
1694,2863,12.991,3.707
831,1694,16.592,3.3418
831,1483,26.502,0.83083
2645,3305,10.282,2.6656
286,2424,18.397,3.2012
1396,2730,13.875,2.2419
251,928,17.334,0.42278
1658,1709,18.222,3.9824
1237,2559,9.6602,3.0472
1523,2559,11.677,2.2328
1153,3630,15.76,2.9103
223,1067,15.127,1.8747
1763,2476,15.713,2.4063
977,2185,9.5759,3.9896
753,3593,22.203,2.4024
3110,3222,22.063,1.5191
773,1860,12.433,2.4585
1693,3314,10.863,2.9063
2190,2633,15.108,1.9895
196,2190,16.728,2.5914
36,1323,15.176,4.6246
1323,3457,11.587,3.3538
281,3099,20.23,2.0266
1330,2892,23.014,2.3975
1143,1626,15.557,2.4769
2,58,13.966,4.9688
878,1150,10.625,2.5157
1150,2576,7.5514,4.2038
361,1255,13.479,4.0772
2424,2645,14.758,2.7242
1396,1709,15.943,3.5541
928,985,23.182,2.0199
1122,1658,13.577,3.6063
231,951,22.442,3.1398
32,223,12.15,5.3771
823,1553,18.912,2.6712
823,1860,14.849,3.3744
3222,3521,15.011,1.492
1254,2560,9.9217,2.9319
790,899,13.612,3.7355
740,2460,16.175,4.0124
1644,1693,10.118,4.0063
988,3202,18.045,2.1485
730,2915,9.3265,4.0182
36,1182,22.349,3.432
2212,3808,14.761,1.8616
1330,3450,19.445,2.9514
626,2439,8.5054,3.1036
1552,3481,27.658,1.211
30,3443,29.552,3.0585
1143,1191,9.8365,3.355
1143,1856,19.011,1.9801
1150,2768,17.149,2.1051
97,2035,11.978,3.3014
2035,2710,16.896,1.9335
1483,1694,21.443,4.1886
3389,3410,8.8149,3.2386
751,928,7.9003,4.6492
2001,3862,13.759,1.6514
740,2119,16.488,3.2605
2953,3594,9.4505,2.7278
36,2649,15.156,3.7838
1296,2419,15.072,1.8764
1874,2532,16.169,2.7915
626,1330,20.525,2.6709
281,3317,20.055,2.7123
3107,3481,14.22,2.4191
3481,3798,26.013,0.83903
30,2693,30.211,3.4494
878,3305,16.375,2.3144
361,2578,20.114,3.286
339,559,10.917,4.5593
751,985,21.805,0.91513
769,3410,13.678,1.714
1709,3203,11.885,1.5674
321,1417,22.74,3.1697
231,1502,18.157,4.0434
267,3647,22.913,2.2673
1223,1699,10.045,4.5361
723,3110,21.887,2.484
72,287,21.53,0.50928
72,548,17.678,3.2176
2001,3222,18.24,1.9833
1318,1616,14.225,4.4848
1475,1762,12.597,3.1111
3710,3808,14.007,2.3947
2400,3317,9.8702,2.7542
2400,3099,8.3898,3.6262
1379,3533,15.106,2.8882
1379,2086,7.568,3.7802
1045,1143,25.818,2.9569
878,2768,13.51,2.5854
566,1815,20.68,3.3762
1225,2481,21.791,1.9002
97,339,15.684,5.4826
751,1508,16.763,4.1281
186,217,23.727,3.6908
1658,1770,8.8512,3.9697
1417,1702,20.46,2.3375
195,859,15.308,5.0336
850,1699,7.83,4.0977
1699,2516,16.988,3.6282
836,1616,13.825,4.6614
2460,3437,17.998,2.364
740,2633,18.542,2.9558
1543,3636,10.6,1.425
1182,1575,14.432,4.0312
1182,1463,12.957,4.2449
878,2062,16.815,2.7889
110,2062,15.503,2.8963
1225,2710,19.979,3.1726
361,1225,15.898,4.6238
826,946,8.9349,4.3057
1255,1730,13.152,3.1274
700,1119,15.03,2.3669
1046,3389,10.181,3.5591
1417,1502,9.8048,3.8617
823,1774,17.577,2.3948
351,660,15.435,3.6866
724,1644,9.1589,4.305
1543,2915,8.8957,3.6722
2173,3212,15.387,2.0068
1339,3798,20.767,1.9644
30,1336,30.409,4.305
1588,2086,18.275,3.2831
2035,2578,15.314,2.8087
1396,2424,13.691,2.9658
330,1859,27.396,2.0293
32,330,23.991,5.3533
3110,3498,6.0975,3.1674
1159,2760,18.556,2.3608
1305,1693,18.522,2.5843
730,1257,9.8354,3.9669
2383,3202,15.503,2.5121
307,2709,28.165,2.4519
1463,2173,16.442,1.309
1451,3212,17.334,2.0032
478,589,29.016,2.5549
48,2739,27.415,2.514
1461,1694,11.863,2.6594
1150,3305,17.413,3.0021
566,1694,21.214,3.3624
2035,2172,18.288,1.7221
1225,1255,21.674,3.6695
339,1730,16.167,2.1317
1717,2005,16.497,2.511
751,946,22.086,3.4396
32,52,18.774,2.8943
2001,3110,6.4028,2.9728
85,773,15.999,4.6102
1756,1799,9.1783,3.9334
1254,1799,12.192,3.4356
876,3045,15.272,3.3915
1305,3045,15.728,3.3191
1257,1543,13.178,3.2736
1388,2383,11.547,3.198
1451,1463,12.403,4.0899
30,1410,29.269,0.28064
1225,2578,19.123,1.7975
1225,2035,11.938,4.0588
1225,1730,19.45,3.629
946,1119,13.802,1.631
751,826,22.766,1.1115
1396,3203,17.235,3.0906
1396,1658,24.762,3.4579
3,1472,19.963,4.2151
184,1472,28.422,1.6186
823,1472,16.004,3.5171
2185,2476,15.385,2.3183
72,311,10.592,5.2075
351,1318,14.303,3.0859
1756,2649,13.898,3.1743
426,2072,19.056,2.8021
1885,2072,13.605,2.2177
1693,3045,12.606,3.6116
2813,3594,12.664,1.3533
790,988,15.698,4.1208
876,1493,19.188,0.28136
740,2190,14.613,2.9203
1305,1957,15.499,2.7415
1762,1957,13.441,4.0631
730,2255,11.592,2.824
626,3450,17.119,1.8614
1143,2062,10.237,3.0091
1907,2645,17.403,2.658
286,1396,8.5491,4.0707
1201,1770,9.4332,3.4623
184,217,14.339,3.1026
745,1153,18.828,3.3783
723,3048,18.535,2.768
1479,1769,13.143,3.3195
2001,3521,20.525,2.2596
1493,1885,8.6283,4.0396
1493,1957,20.08,2.9168
1543,2633,14.693,3.0123
395,2912,20.279,0.54825
1305,2378,9.4701,3.7811
730,1543,8.1795,3.7828
1388,3202,13.229,4.0224
454,478,20.711,2.405
30,1755,15.113,3.5295
1461,2526,12.771,2.4101
169,1730,15.412,2.6667
131,145,17.793,4.1041
13,1472,16.382,4.3245
1699,1859,20.157,1.6023
240,3647,19.126,2.4142
3048,3498,8.6829,2.1495
723,823,12.146,3.9101
1479,2185,12.693,3.0452
85,3437,21.787,2.9518
899,3314,13.982,1.9462
1644,3314,12.627,2.4279
472,1318,12.314,3.7676
2709,2813,13.41,2.3042
1257,2173,12.999,3.0101
1155,2086,12.948,3.6837
2433,2526,12.885,3.5629
1121,2526,11.033,3.5712
110,2645,30.629,3.2146
946,1276,17.432,1.5743
169,559,11.939,5.5289
131,769,14.577,4.8799
745,1417,9.1069,3.709
145,223,17.853,3.7902
709,2476,12.719,3.038
850,2516,12.702,3.6418
790,1254,14.779,4.2741
2728,3594,9.1951,2.0793
196,472,20.336,2.7644
2912,3202,10.147,3.1723
2173,2255,9.4286,3.4601
1340,2086,12.699,3.1522
1755,1815,15.615,3.1416
831,2526,14.458,3.3118
700,1276,14.788,2.8276
110,361,16.333,4.041
928,1578,9.3616,3.1548
1709,1770,19.374,1.045
95,186,22.222,3.9829
184,859,14.034,3.7906
709,2737,11.372,3.171
1159,2682,8.8013,3.3223
850,3647,12.349,2.5746
724,1479,26.044,1.4649
351,1756,15.146,3.4025
2183,3029,22.803,2.2208
2072,3153,12.945,1.673
472,2190,17.996,4.1186
36,1318,18.291,1.8274
3106,3808,8.0404,2.835
1483,1815,24.841,2.393
1255,2005,9.2798,4.2065
769,3389,15.339,1.5754
186,384,29.354,0.28366
186,859,13.234,4.4217
335,1502,16.007,2.9392
1037,2185,10.19,3.5406
1454,1479,19.657,4.1983
1254,2760,10.519,4.0289
740,1616,13.05,3.078
730,2173,19.244,2.4892
2439,2532,9.9228,2.5949
1121,1694,17.336,2.6393
110,3305,23.086,2.485
928,2951,12.611,1.1811
1396,1770,22.299,2.1
335,745,16.404,3.5276
951,2737,9.2177,3.597
1037,1763,16.599,2.3997
52,3339,12.69,3.3889
1542,3339,16.763,2.825
753,2953,18.784,2.3012
1454,1769,22.695,1.0631
426,1729,19.44,3.9731
2690,3521,15.091,2.4255
2728,3153,11.025,2.8555
2728,2813,5.2895,3.1144
393,2633,19.729,0.28231
393,2190,12.216,3.3522
393,2915,18.61,2.9255
893,3202,16.6,1.4287
1451,2255,15.337,2.0197
232,2419,15.163,2.7985
3099,3317,8.1203,2.6727
1874,3297,17.923,2.601
1825,3297,22.445,2.5256
1825,2439,20.209,2.7415
1339,3481,24.037,2.343
1121,1815,14.895,4.0805
58,1276,16.313,4.8534
361,2005,10.782,3.9671
723,1472,16.446,2.5804
1774,2313,10.251,4.3858
2183,3521,10.65,2.578
351,472,11.593,3.6144
814,1305,23.256,3.3591
988,3457,14.986,2.4707
1451,1874,24.575,0.28226
307,3808,11.013,3.07
1155,2301,9.585,4.588
367,3533,13.068,2.6766
2526,2863,14.691,1.5064
110,1225,18.156,4.4932
700,946,12.269,3.1669
169,1255,15.579,4.3167
