#I, J,  Distance,  diameter
310,2151,13.421,3.3086
1131,4611,11.778,2.0155
2613,2865,17.924,2.5853
2617,4960,16.041,0.28107
3368,4812,18.136,2.0515
2418,2683,11.771,2.5695
520,1897,14.467,2.356
1254,2418,25.054,2.2258
106,1773,14.656,1.6057
810,1910,15.648,2.0942
2955,2980,25.789,0.28472
912,1423,20.947,2.1566
912,1243,21.005,2.2791
912,3328,13.977,2.0906
1562,4862,13.638,2.1125
3070,5596,12.565,1.3399
4467,5709,12.074,2.042
3070,3330,19.066,1.3538
391,5336,16.015,1.8164
2123,5336,10.74,2.3682
1256,4737,22.165,1.7743
1566,2123,10.871,2.9346
1148,4093,20.955,2.1281
1050,1558,13.962,2.2431
5851,6072,14.893,2.1416
504,4013,10.284,1.9011
2614,3920,12.647,2.2541
741,4013,14.362,1.74
611,2357,14.678,1.9244
1223,2357,12.039,3.0278
2683,5557,14.303,2.1118
1546,1750,21.383,2.1001
1641,3850,9.1509,3.013
5273,5986,7.3667,1.6044
3433,5302,10.155,2.0726
1968,5275,10.744,2.2791
4380,5014,17.054,2.8631
5687,5710,6.2919,2.3433
1954,3231,9.6548,2.8917
3829,4295,12.154,1.7512
4286,4703,11.494,1.679
131,2947,19.921,2.8939
892,3330,24.656,1.5654
1369,3917,18.463,2.23
3873,5903,15.312,1.2224
1174,1558,12.657,2.8067
3330,4779,16.315,2.2146
1402,5592,15.144,1.6647
5994,6081,6.5327,1.761
1566,2592,8.6258,2.73
2592,3527,15.717,0.92479
4917,6137,10.798,1.9031
2170,3843,13.256,1.7624
2737,3920,16.418,2.7753
2614,2737,22.349,1.7301
2903,3920,11.03,1.828
2865,3286,10.59,2.1354
1927,2613,14.366,2.4667
3852,5237,10.777,1.1135
3656,4124,10.045,1.6703
3656,5453,10.032,2.0704
1750,4127,21.278,1.2572
1785,4285,18.035,2.3613
671,1040,11.852,3.6497
1423,2839,9.1039,2.9261
2192,3237,11.964,2.4088
1243,2192,12.516,2.3469
1767,3328,9.006,2.8455
131,4295,13.729,2.4023
1209,1988,16.278,2.0905
2947,3829,11.809,1.7034
1148,3820,22.431,0.93128
2392,6158,8.4556,1.0127
1050,1324,9.1605,3.4306
3506,6137,12.949,0.36061
5807,6137,11.695,1.7635
1712,3843,11.431,2.0653
504,1712,21.383,1.8128
1106,5026,17.206,1.8373
2903,3574,16.626,2.302
4898,5716,8.2859,2.1338
1636,3452,8.9723,2.3912
4960,4965,13.546,2.5182
1779,4960,15.135,0.66099
1779,2617,18.609,2.3641
1636,1648,13.389,2.4454
1648,2945,9.4883,2.4643
372,4969,12.611,2.9015
1096,4969,9.2604,2.6222
520,4240,9.031,2.2019
840,2354,18.612,1.2511
2996,3850,8.8249,2.8005
2923,5195,16.041,0.58755
4285,5363,13.364,2.0719
5014,5986,6.8991,1.6652
4019,5172,8.4592,2.3553
1968,2081,14.477,3.0096
2839,4380,18.012,2.305
912,1765,17.088,2.2802
1988,5492,17.002,2.2081
82,4862,23.616,2.3541
1954,3345,12.18,1.6865
3070,3825,11.374,2.4897
3330,4105,20.637,1.7257
1258,2793,10.962,2.9884
1755,3330,13.837,2.8815
1148,3603,17.992,3.1968
5384,5737,12.031,1.7211
1597,2592,14.423,2.9033
2489,3574,12.438,2.4905
1131,4898,17.101,2.1451
4898,5356,10.129,2.231
4965,6003,7.84,1.9195
520,1927,8.5972,3.2199
2383,5871,13.935,0.52932
4127,4139,21.161,1.6892
2215,2246,19.868,2.1378
2923,3885,13.786,1.8053
815,5363,13.868,2.4743
5273,5881,13.043,1.8236
1968,4019,9.1507,2.9837
652,2955,29.365,2.4037
5210,5710,11.142,1.7588
131,5687,11.978,1.9675
912,4703,16.11,1.8236
405,4105,12.257,2.905
908,1322,15.848,2.0497
131,3825,27.545,0.28459
4105,4710,9.5491,2.2132
892,3825,16.721,2.3052
4105,5596,9.6473,1.3505
2326,2739,14.03,2.958
1542,5336,18.536,1.6327
5894,5903,11.678,1.7544
4779,5384,6.3416,1.9884
2592,3783,11.246,2.3249
1324,4977,27.44,1.6552
314,2737,15.71,2.7944
3587,5073,12.527,2.3971
5026,6072,11.996,1.2478
2489,2903,20.163,1.9506
4191,4879,14.217,1.7513
1065,1639,11.564,2.5698
683,4415,19.265,2.0711
683,1405,18.449,3.3506
1131,5716,12.093,2.6554
587,683,21.735,2.7827
3650,5356,15.034,2.4397
3853,4426,9.5614,2.0877
1488,2418,12.869,3.1176
4124,4965,13.132,2.4557
2607,3852,9.8152,2.7467
367,1101,26.616,0.77243
1750,6086,20.998,0.97442
1720,4687,18.102,2.0945
5478,6040,12.438,2.3682
1760,5054,10.424,2.6488
305,517,12.773,2.5081
106,226,16.561,4.0808
1920,5986,15.924,1.8991
1709,2313,15.422,2.6359
5014,5881,6.9354,2.074
1910,4447,12.834,2.2921
4019,5275,12.329,1.3169
1523,1865,16.163,2.5707
1767,2670,15.713,1.8768
912,2670,10.601,2.3607
892,2947,15.129,2.3318
573,3457,13.935,1.7925
892,2793,15.941,3.1045
3164,3236,17.124,1.4976
1566,1597,10.104,2.5759
4463,5974,7.6179,2.4374
314,4833,12.612,1.7331
6072,6137,9.4161,1.3121
4463,5983,16.586,1.1425
4611,4731,13.383,2.219
3853,4898,9.4894,1.798
2418,3852,12.22,2.6879
611,1223,11.877,2.2705
1254,3852,17.6,2.2785
4124,5453,9.8297,1.9299
1101,1254,26.385,1.7629
1165,2354,18.14,3.4318
4139,6031,16.976,1.4775
4881,4894,8.1522,2.6672
226,810,16.019,2.814
671,880,15.315,2.1997
3433,4447,13.439,2.0699
1865,2025,17.398,2.9421
5275,5389,7.3697,2.4227
2980,4685,14.842,2.2734
82,3128,28.408,2.081
1423,1765,14.271,3.6321
2670,3328,14.104,2.129
251,1322,16.991,1.6609
1542,4835,13.057,2.783
1174,2739,11.976,2.952
3321,4315,8.0535,2.4604
4779,5994,7.686,1.3121
314,4293,14.174,2.2387
3577,5519,12.974,1.7304
3577,5983,17.158,1.7023
1106,4140,20.382,1.4149
1534,5333,9.3923,2.2708
2407,4879,5.6099,2.2839
4013,4435,12.28,0.66848
2903,3123,17.022,2.0036
3853,5356,8.2529,2.1648
4413,5360,12.977,1.6054
2418,4426,15.093,2.2883
1779,4965,11.539,2.2678
4375,4969,9.8169,2.4279
1096,1411,17.929,2.2022
2940,4894,8.7119,1.9755
1086,2940,15.903,2.3617
1086,1910,12.795,2.6114
5107,5172,11.673,1.7276
652,4685,20.38,2.3308
1954,3328,8.4746,2.7463
405,4862,11.685,0.66157
3330,5151,10.31,2.3689
2123,3917,16.682,1.9721
1256,3236,21.312,1.9729
2981,4315,6.8117,2.7707
2393,3843,16.058,2.5281
3587,4977,10.061,2.7148
2687,2977,7.5107,2.9369
2281,2977,7.7465,3.6035
1065,2151,9.8088,3.1779
2903,3379,10.551,1.9943
2951,5716,10.811,1.9889
3853,4413,7.5245,2.0014
3162,3446,12.851,2.3146
865,1055,16.989,1.9982
2871,4346,15.772,2.2937
4127,6031,12.027,2.5187
2515,3850,9.6452,2.8605
2515,3375,20.262,2.9836
810,4881,14.297,2.2886
4871,5363,12.476,1.3733
4285,4871,9.2036,1.7305
3549,5792,16.881,2.1295
3912,5474,17.381,1.8209
5474,5522,14.79,1.7137
1616,2313,11.937,1.7287
1968,5107,12.136,1.7248
1040,1865,12.926,3.3238
1423,4380,8.3885,3.1146
5210,5687,7.9632,1.8315
912,5331,12.639,2.3221
1243,5331,17.588,2.476
1545,4105,18.281,2.1969
2290,3070,10.799,2.6131
908,2736,8.0936,3.0492
3174,3423,10.081,2.2255
3174,4467,11.131,2.4991
2205,3321,14.694,2.9796
1256,3350,9.3677,2.804
1174,3321,22.57,1.6478
3330,5384,16.861,1.9942
1339,5807,21.607,2.4881
2931,3577,19.203,1.9705
1534,3678,16.098,2.8458
307,1405,20.274,2.1776
2613,3286,10.984,2.0999
307,2151,15.106,3.0667
307,611,10.95,4.4215
1790,2357,15.085,2.2494
651,1282,15.525,3.0185
1720,3375,15.417,2.9842
12,517,26.904,2.4709
2923,5646,11.165,2.1694
1920,5363,20.812,1.391
1086,4881,17.399,2.1098
810,1086,15.829,3.3417
880,1709,12.333,2.3288
880,1865,13.774,2.5613
2025,2081,6.965,3.4517
4862,5710,9.693,2.4692
1545,5710,12.734,2.46
2290,2947,7.1799,3.0802
2030,3231,15.488,2.4799
1081,3174,19.955,2.9897
3330,5596,13.137,2.333
1148,6158,11.586,1.3559
1174,1541,8.2622,3.1422
5151,5903,17.967,1.8259
1402,3236,16.225,2.4968
1050,1597,13.613,2.7806
1402,4387,9.9932,2.7001
2792,4387,13.009,2.0431
5807,6081,6.5588,1.7997
1971,3577,18.218,0.28077
1106,6072,12.961,2.0282
3379,5552,6.1632,1.7106
2951,4898,12.686,2.1277
1131,3853,15.683,1.9003
4413,4426,8.9824,1.7793
865,2865,12.993,2.4619
2720,4346,17.539,0.82816
1488,4346,8.7695,2.4572
2683,4346,12.293,2.7609
1091,1223,8.0094,3.7135
2305,6040,15.261,1.7778
517,1272,16.208,2.9117
1641,3375,15.866,2.1561
3549,5522,22.913,1.1433
1910,3726,8.7134,2.445
3726,5302,6.0141,2.3931
2451,4810,18.659,1.8155
4319,5389,14.54,1.5508
1243,1765,24.021,2.6067
251,1994,16.358,2.3012
4703,5331,10.921,2.7387
1433,3237,13.426,2.4922
3231,3512,9.8291,2.1053
1755,2793,10.968,3.1603
1256,3874,17.717,2.7858
3254,3874,13.436,2.1275
4835,5336,5.7579,2.4745
1106,5851,18.937,1.7294
1106,2491,19.037,2.7279
174,2596,12.635,2.784
683,2632,17.447,2.5659
571,3446,21.299,2.0189
372,5783,13.97,0.8326
1091,2357,8.5588,3.0711
2274,2608,6.7006,2.8066
31,1223,11.752,3.6899
4127,6086,11.263,1.366
840,1165,11.919,3.5146
2515,4687,6.6995,2.4538
12,1173,33.102,2.1466
1920,4871,16.632,2.4843
226,1773,14.153,3.6262
5474,5968,14.335,1.4364
5881,5986,8.0777,1.6888
5226,5881,15.259,1.8319
1910,5302,12.526,1.9516
1785,4810,15.079,1.603
4447,5302,9.196,2.0434
4878,5014,10.002,2.3938
4380,4878,7.8436,2.5255
4019,4319,17.366,1.3106
1765,4380,15.346,3.175
3237,4151,17.785,1.2691
1466,2477,20.113,1.7193
986,3512,19.944,0.28185
1545,2637,11.785,1.6819
1433,3061,20.744,1.7845
2637,3070,9.7662,2.4086
3825,4105,11.431,1.2688
1369,2736,13.325,2.2855
1369,5336,10.479,2.7813
1541,1558,10.885,2.2152
3140,5116,11.365,0.64148
1402,1742,17.585,2.08
4463,5693,7.8368,2.1371
1324,2624,14.759,2.5177
504,3843,18.359,3.4085
1971,3279,7.608,2.5604
3574,3920,15.696,2.2655
1661,2903,13.069,1.3452
1131,2951,13.014,2.0257
872,5552,21.742,2.3465
571,4346,24.155,1.3467
2607,4821,14.394,1.1132
3452,5783,12.629,2.1739
2660,2945,13.747,2.0805
1516,1648,14.096,2.5134
840,2305,11.96,3.1153
106,278,19.315,2.7363
468,4894,14.755,1.8687
844,2955,10.77,2.9722
950,1466,15.468,0.28222
1988,3372,12.004,1.741
2030,4324,15.892,3.1355
2739,3174,13.371,2.9803
2205,2326,16.601,2.3771
1369,4835,7.2788,2.485
833,1256,18.812,2.9913
1339,6081,14.5,2.4263
5693,5974,9.5066,1.6286
2624,5662,15.312,0.51094
2624,5073,15.881,0.66052
1661,3123,13.811,1.78
2407,2951,18.134,1.5799
2899,4411,14.543,1.8032
872,3446,16.583,2.3255
865,2613,16.408,2.8354
872,1863,10.091,2.6496
1863,3162,15.506,1.7435
3260,4821,14.744,2.3047
2660,3452,12.292,1.9876
2274,2945,13.164,2.6531
3368,4768,11.907,1.5652
1101,2418,24.357,2.1792
4030,4768,6.7725,2.664
2515,2996,9.63,2.8841
651,1336,16.382,0.78868
278,1336,15.702,0.93041
1750,5198,7.8294,2.0791
3885,5646,10.927,2.4911
3549,5968,21.913,1.6897
5273,5474,13.356,2.2897
1465,2940,22.876,2.4896
2441,3726,14.047,0.96987
2451,5947,15.363,1.8999
4019,5389,11.181,2.1928
2477,3627,7.9778,3.1483
1988,3964,12.606,2.4885
251,3964,19.449,1.2245
251,3372,16.971,2.3119
2947,4295,9.6509,2.1343
831,4467,17.744,2.0117
1209,3874,20.342,2.2261
1339,4779,15.351,2.2714
5384,6081,11.195,1.7614
4093,5116,10.504,2.3839
422,2393,15.301,2.2686
4508,5693,12.895,1.9054
422,1324,8.2061,3.6774
2624,4977,16.546,1.8256
1534,3112,10.98,2.5471
4211,5375,16.857,2.1071
2977,5375,14.588,1.6497
174,1716,11.806,3.3059
1131,3123,11.512,1.7741
2977,3286,14.553,1.7658
1131,4426,11.996,2.1769
571,2899,26.844,1.773
4969,5783,12.376,1.9229
3368,4240,9.2273,2.5336
2418,4346,13.734,2.5145
31,611,9.0811,4.6098
1091,1790,18.501,1.7013
1165,1272,11.714,2.5822
1750,5600,8.3351,1.6249
2764,3375,14.302,0.87134
1773,3726,12.966,2.6362
5226,5474,17.289,0.77323
671,1616,16.792,1.4514
4019,5107,8.6676,1.2603
4023,5210,8.8013,2.4375
4023,5710,6.6598,2.7462
405,3464,19.383,1.1828
1545,3464,17.229,1.9242
2637,4105,8.9124,3.0075
2571,4286,18.829,1.4345
2571,4350,16.157,1.6245
2793,3330,19.762,2.1081
2392,2432,12.566,2.8366
3174,3457,17.912,0.66022
1339,5151,17.769,2.4056
1597,3917,23.003,0.28266
4779,5551,13.105,2.02
1339,5551,15.233,2.7593
1050,1541,12.1,2.9097
3603,5116,13.163,1.8961
2123,2592,12.611,1.9553
422,1050,15.252,1.7264
1330,1534,14.765,2.3382
1405,1716,12.288,2.1187
3123,4611,12.781,1.8771
177,307,10.484,4.0262
3852,4821,9.7401,2.6019
4240,4768,7.8132,2.33
3656,4608,10.463,2.2536
1790,1897,6.7494,3.3831
2782,6040,12.736,2.2532
2996,5871,12.351,1.5487
1546,4127,10.337,2.6245
1546,5600,6.4674,2.0369
12,305,17.926,5.5825
226,278,11.367,4.5624
1709,3885,16.462,1.9165
3549,5474,26.589,1.8017
1785,4624,19.463,1.4505
3508,5986,10.583,1.8514
5474,5881,8.53,2.1061
662,1616,15.02,2.2862
2451,3926,20.626,1.5581
2955,4685,17.031,2.1376
4151,5981,9.0984,2.1774
3128,5210,21.992,2.4538
3353,4151,18.957,0.88251
2192,3353,12.835,2.1484
82,4023,21.934,2.3821
2477,5390,13.384,2.0437
950,3627,17.056,3.118
3580,4137,13.046,2.0939
3464,4105,15.964,2.7927
1159,2030,10.633,2.6866
2290,3825,10.043,2.8026
4286,4350,13.76,2.6709
2030,2392,18.984,0.41605
1541,2739,10.377,3.3624
1339,5994,16.184,2.6725
2737,3587,20.169,2.5082
2931,5519,12.985,2.1811
2491,4211,7.2939,2.6724
2687,4211,12.532,2.2439
587,1582,13.737,2.3964
1661,3379,13.177,2.7577
748,1405,18.705,3.4554
1863,3446,7.9183,3.5738
1488,4426,14.749,1.8389
571,2159,25.499,0.54574
1927,4263,10.006,2.4453
520,4263,14.033,2.2221
4486,4608,8.4933,2.8435
521,1411,14.963,3.0384
1282,2468,21.616,1.063
5871,6031,15.081,1.1248
1546,6086,13.587,1.8946
5054,5478,7.7265,2.4329
2215,3375,7.3374,3.5563
815,2215,8.1847,2.4484
4066,4285,9.2718,1.7423
1920,3508,11.704,2.05
1423,4878,10.252,2.8998
4685,5390,13.901,1.145
3964,5492,14.373,2.2542
4023,4862,11.732,2.2619
131,3509,19.041,1.9482
2030,3512,13.552,2.315
332,1322,15.371,2.1252
3512,4324,13.312,2.2111
1433,4467,21.894,2.5039
1322,2736,7.8241,2.247
573,2736,18.131,1.726
1258,5526,9.5076,2.0178
781,4105,19.303,1.9824
781,3330,22.378,2.3337
781,5596,21.759,1.314
3771,5336,15.969,2.468
1339,5903,11.257,2.1112
2931,5974,17.081,1.7635
504,741,10.362,4.1328
748,4415,17.739,1.0085
174,2151,15.394,3.5852
683,748,13.174,3.4301
587,1595,20.722,2.3054
1595,2632,8.8305,3.1437
307,2865,18.626,2.0372
2505,2632,6.8869,3.3511
1355,1595,13.54,3.6307
1595,1636,11.83,3.5447
2418,4413,15.462,2.1698
872,3468,10.9,2.9007
2159,4346,17.517,2.7135
865,2357,14.588,2.3954
1411,4969,13.224,2.4779
521,5783,14.812,1.0481
2215,4285,17.489,1.7804
815,4871,12.181,2.6955
1465,4894,18.816,2.4836
4624,4810,7.4236,2.2183
3926,5947,15.599,1.2689
2139,2955,24.139,1.3554
3128,4540,15.15,2.3816
131,5710,16.863,0.52966
3627,4137,12.305,2.7226
1954,3512,9.5313,2.4335
1159,3512,8.4004,2.5616
1433,2192,17.792,2.3641
1209,3372,18.218,1.8191
1209,2733,17.585,2.7115
2123,3771,19.033,3.0823
833,3236,16.825,2.9559
2417,2792,11.167,3.4365
1016,2170,14.556,2.9128
504,1016,21.805,2.9497
1971,5519,6.9647,2.5121
1661,2614,17.548,1.2478
1661,3920,11.976,2.4114
2617,3468,12.856,2.2771
1648,2632,16.185,2.9168
177,611,12.24,4.1463
2660,5783,9.9747,1.7595
5198,5451,13.705,1.6977
1920,5082,13.727,2.3761
4871,5082,7.9934,2.8397
1086,3726,8.8167,2.3633
1616,1709,14.15,2.6106
880,1040,15.006,1.8856
3926,4151,17.281,1.639
1040,5492,14.963,2.5436
950,1830,12.844,3.001
1994,3964,11.757,1.9148
5710,6035,9.2109,1.6815
2290,6035,11.141,2.0655
2290,3509,14.341,1.8946
3464,4862,12.03,2.8089
1159,1925,15.122,2.4518
2637,3825,8.3732,3.2567
2793,5526,8.0565,2.662
1369,2733,15.535,2.596
833,3350,8.0738,3.0942
2574,2592,12.018,1.8239
2967,6072,15.933,1.7163
2931,5983,13.341,1.6862
2270,2737,10.956,1.9891
2489,3279,12.539,2.4509
2596,3112,9.7874,2.8077
683,2505,14.266,2.9128
1595,3452,12.3,2.4327
1101,3852,15.747,2.2545
278,651,12.011,3.3908
12,106,24.452,0.28454
226,305,16.409,2.499
4285,4624,13.622,1.7177
369,4380,11.327,2.339
3448,5210,15.621,2.2401
82,3448,22.62,2.2119
1180,1767,6.8281,3.097
2477,3580,16.853,2.618
2670,5331,7.7405,2.1333
1994,3372,6.4794,2.8133
2947,3509,13.888,3.6787
2637,3464,13.464,2.8917
2793,3825,8.3254,2.6257
1597,3732,10.502,2.6748
1148,5116,15.253,1.7058
3236,4387,10.619,2.0405
3220,4977,12.727,1.4758
2270,3574,19.856,1.9139
2489,3379,22.021,1.4537
1582,4415,17.406,0.6409
1177,4073,9.9229,2.5068
748,1330,10.22,4.0342
2951,3853,12.157,2.4187
2159,3446,12.001,2.4953
520,3368,10.666,2.467
2274,2660,16.291,2.7404
2608,5783,14.177,1.5523
4124,4608,10.546,1.722
4030,4240,5.7905,3.1403
5038,5478,8.263,1.9017
12,226,16.884,4.2485
1086,4894,17.219,2.4088
1465,5107,14.432,2.9086
2081,5107,11.003,2.4143
4540,5389,8.2043,2.3273
1102,1243,23.39,2.285
2290,2637,10.422,3.3184
2030,2432,15.369,3.3049
3711,4467,16.118,1.6857
5384,5551,7.2698,2.0387
2205,4315,10.209,2.1806
1541,3732,9.7324,2.4992
3603,4641,14.216,2.3393
4641,6001,15.47,1.1295
2624,3220,8.3068,2.6177
2967,6137,14.167,1.7933
314,2270,13.884,3.6384
1078,2491,9.8939,3.1682
587,1177,15.638,2.5886
3123,4824,11.957,1.6919
4611,4824,14.631,1.7849
2617,3200,16.375,2.2532
872,3200,15.062,1.5886
1516,2274,10.177,2.9104
2782,5478,6.4738,2.4583
5038,6040,15.669,2.0224
4066,4871,9.7758,2.1472
1086,1773,12.719,2.5781
4066,4624,14.703,2.3801
810,3726,16.597,1.885
1785,6094,12.063,1.7792
844,1037,20.124,0.96117
3926,4810,7.4581,2.346
4447,4540,12.375,2.1997
3353,5981,10.201,2.1383
1102,1765,7.1613,3.1227
3448,4023,8.3958,2.1446
1180,2670,13.299,2.8587
2947,5710,19.401,1.7769
2192,3411,12.928,2.3635
3411,4286,12.657,0.28249
3359,4286,11.621,2.3614
2793,2947,10.759,2.4969
831,1433,26.203,2.4255
5151,5551,11.758,2.2526
3174,3732,11.231,2.5363
2739,3732,11.403,2.1801
833,1542,26.003,2.4856
1016,2574,8.5255,2.937
2393,2624,14.156,1.3511
1016,3843,11.565,2.2306
2270,3920,15.356,2.3421
1405,2445,16.376,1.5716
2899,4611,20.1,1.9011
307,2445,12.603,2.9806
1779,4124,9.6202,2.5402
2274,5783,12.129,2.0004
1897,4263,5.3615,2.9577
611,1091,19.151,2.6623
31,6135,10.077,1.6402
3375,3850,15.145,2.3913
815,3375,13.371,2.3228
815,1920,14.785,1.3149
1920,2693,13.792,2.693
369,3508,8.9992,2.3063
4540,5210,23.03,2.4068
2268,4151,11.66,1.4302
2477,4685,17.225,2.3117
1180,2839,10.036,2.3523
1180,3328,12.42,2.8217
332,1994,15.401,2.9204
781,3825,11.664,3.1606
831,3711,10.943,2.4288
781,2793,8.7842,3.5405
1542,3771,22.999,0.71567
1339,5384,12.125,2.5582
5384,5994,10.046,1.7446
3754,4293,15.038,1.9154
2547,5782,13.321,2.3455
1078,1106,12.273,1.9661
1131,4235,9.4494,2.9935
3123,4235,12.401,1.8134
683,1595,23.906,2.7035
2151,2445,11.198,3.1799
1595,2505,10.886,3.2469
3909,4411,10.151,2.3769
1779,3468,18.807,0.28265
1927,2304,12.062,1.9646
31,177,13.022,3.46
792,1516,32.844,1.4136
1709,2923,17.054,2.0744
3885,4823,11.551,2.3132
305,1086,16.843,1.7157
226,1086,15.949,3.1041
1920,5474,23.236,1.839
1910,3884,12.177,2.5809
1040,1616,14.448,1.6945
1180,1765,16.184,2.4806
3509,4295,10.02,1.791
1788,1954,10.691,3.4889
1788,3512,10.648,2.3981
2947,3825,11.431,2.1742
831,4350,19.945,2.626
1174,2205,16.751,1.4771
167,6001,21.088,1.7807
167,2981,14.531,2.4174
3279,5240,9.6957,2.1313
504,4879,15.413,2.2707
1065,2596,14.746,2.9262
1330,1582,9.8387,3.405
3379,4824,13.064,2.845
4824,5552,12.914,1.3874
4235,4611,18.663,1.3904
1265,3452,16.519,1.6427
1488,3909,8.1819,2.1871
3909,4426,13.577,2.4032
2418,3909,15.86,2.0067
1265,1636,18.302,0.98165
520,2304,9.5945,3.5501
2617,4486,15.291,1.9869
520,2913,13.294,2.5346
3726,3884,7.7159,2.4276
2451,2955,13.631,1.5797
2268,3926,11.985,2.9714
2139,4685,18.573,2.3322
2268,5981,6.7071,2.6404
1102,2192,20.41,1.5804
1433,3411,15.459,2.8557
3359,3411,7.3069,3.2982
1081,4137,19.738,1.6817
3174,3711,13.768,2.5439
3330,5551,12.728,1.89
1148,2432,13.618,1.9282
3350,3874,9.0685,2.8784
2592,5727,9.5902,2.0798
1742,2417,13.617,1.4149
2981,3754,16.281,1.6395
2792,3074,16.184,2.1643
4093,5693,15.125,2.0344
1106,2967,17.411,2.2942
1716,2596,9.2975,2.4332
1065,2687,18.626,1.1301
2951,4879,16.423,1.7979
872,5202,17.44,1.8211
5198,5600,8.4924,2.5714
4418,4823,18.851,1.4523
815,2693,10.181,2.5759
4559,4894,13.472,1.4848
4066,5082,16.596,2.0004
1086,3884,16.328,2.8787
4810,6094,9.8036,1.9057
2947,5526,15.194,2.2729
2432,3603,16.461,1.6905
833,3771,14.764,3.3548
2123,5727,9.9467,2.5529
3074,4387,8.6757,2.0997
314,3587,11.773,2.3851
3220,3587,7.5014,3.4713
2491,2977,12.717,1.2658
177,683,23.588,2.9615
4821,5356,14.594,1.8331
2163,2505,14.039,3.4633
2163,2632,14.46,1.6235
3200,3468,8.5834,2.0862
1648,2163,11.953,3.395
1265,1648,13.824,3.5512
865,3938,11.474,2.3226
31,1091,12.474,3.6522
1897,2913,15.407,1.9573
543,5453,12.342,2.1825
4624,5082,16.656,1.2497
880,1616,12.528,1.648
880,1980,14.748,1.9475
2451,3539,11.156,3.2652
3128,3448,13.586,2.431
1102,3353,15.465,1.6707
1788,3328,11.556,2.7494
2947,6035,14.797,1.577
3372,3964,10.907,2.853
1433,3423,19.445,1.7364
4105,5037,12.053,1.7607
5037,5596,12.767,1.8814
3330,5037,12.807,1.8705
1742,3522,18.654,2.4885
3767,4293,13.685,1.2963
314,5240,11.797,2.143
2977,4211,12.233,1.7469
174,2445,15.87,2.921
1800,2505,20.185,0.28068
5030,5356,6.6642,3.0503
361,1779,19.345,1.3678
2875,4821,11.661,2.4276
520,3318,9.7544,2.9747
543,4124,13.02,2.6583
1779,4608,11.935,3.6613
521,885,17.79,1.7798
885,2608,17.01,2.4676
520,4030,18.033,2.3713
2305,5038,13.948,2.3409
1709,4823,12.309,2.4126
1465,4559,17.341,2.9801
3508,5082,16.314,2.0621
3884,4447,12.976,2.3473
962,2081,13.947,3.4542
1980,2025,12.245,3.0991
3926,4624,8.3558,2.4396
1102,4380,17.613,1.3638
5171,5492,12.117,2.3686
875,4467,21.133,1.2141
1433,3711,23.656,2.4835
875,2739,15.267,3.3888
875,3174,18.542,2.5472
1541,3174,18.319,2.1102
875,1174,22.003,2.0195
833,3874,8.1646,3.3069
314,3767,10.078,2.8243
2547,3678,19.482,2.9386
174,552,14.082,3.5834
872,4824,27.899,1.3493
872,3256,13.878,2.2929
2899,3446,14.464,2.323
1800,2163,7.5246,2.7406
1863,3200,14.711,1.391
543,4965,16.874,1.9444
3318,3368,8.0662,2.5817
1516,2660,10.452,2.1934
885,5783,12.563,2.3026
1790,3938,7.0216,2.8893
4035,4486,11.722,1.8787
1370,6006,12.384,1.4683
2923,5054,11.863,1.2601
1086,1465,28.643,1.33
3539,4810,8.3674,1.8059
4151,5680,7.7424,1.6797
831,3359,13.246,1.7661
875,1433,28.09,1.735
690,1209,22.462,2.4043
3330,4843,11.213,2.0006
875,2326,22.191,0.92781
833,4835,19.82,2.3938
2792,4630,15.787,2.5922
2792,3678,26.463,1.2724
504,849,17.025,2.8622
1534,2911,10.111,2.4765
2491,3109,13.179,0.97204
741,4073,20.896,1.9592
552,1065,17.654,2.9132
5202,5552,12.557,1.7282
845,2613,12.753,2.3197
2899,3909,9.9379,2.2316
1779,4402,13.505,2.3452
1863,3468,11.876,1.5795
2613,3938,16.506,2.2757
2875,4969,12.175,1.1985
4035,4608,7.4203,2.3692
12,278,13.782,3.9727
1709,4873,9.7447,3.0793
880,4873,10.274,2.201
4624,6094,9.7059,1.9765
3508,5154,9.6406,2.5093
1920,5154,13.423,2.5712
623,662,17.446,3.8246
962,5107,16.76,2.2301
2870,3508,18.603,2.3282
2081,4019,15.263,2.1936
1865,5245,11.552,1.8292
4230,4878,7.9855,2.7027
4230,4380,8.5888,1.8077
5680,5947,9.1267,1.7313
3964,5171,10.612,2.6204
3448,4862,14.372,1.5796
1765,5331,13.545,2.745
3464,4023,11.911,1.546
332,4137,20.514,1.7874
2472,4295,13.693,1.6931
3359,4350,7.6091,2.3775
2733,2736,15.416,2.2567
690,2733,16.656,2.708
2739,3711,10.208,1.7152
875,1541,18.773,3.4698
3522,5903,21.316,2.1342
1754,2981,16.105,2.2295
2792,3680,12.887,1.1086
849,3843,8.9433,2.8956
849,1016,8.4919,3.0113
683,1800,18.81,1.7567
4413,5356,12.887,1.7279
4413,5030,11.911,2.8823
885,4969,16.205,1.8644
1667,4030,9.9783,2.916
1370,5939,15.265,1.4675
651,1984,14.867,3.1043
4569,5054,11.06,1.4207
2215,4871,15.099,2.3627
2693,4871,11.78,2.021
3539,6094,8.4596,1.6974
844,1683,22.868,0.28152
1037,1683,22.912,0.28247
3291,4624,8.7264,1.5387
1865,3785,12.022,2.402
369,4230,8.639,3.371
3926,3977,10.355,2.1021
1765,3413,24.454,1.8337
