node, diameter, xcor, ycor, zcor, component, path_density, path_diameter, path_radius, shorest_path_length, path_local_efficiency, path_global_efficiency, degree, strength, triangle, clustering, weighted_clustering, knn, weighted_knn, degree_centrality, closeness_centrality, betweenness, weighted_betweenness,eigenvector_centrality, weighted_eigenvector_centrality
11,   9.26320000,  85.48800000, 186.13000000, 124.61000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  42.11790000,  22.00000000,   0.40000000,   0.17558724,   9.54545455,   9.53774286,   0.00282922,   0.10646804,   0.00257063,   0.00048092,   0.00089131,   0.00000766
12,   9.12900000, 115.34000000,  74.63400000,  74.72800000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  47.16240000,  18.00000000,   0.32727273,   0.16553789,  10.00000000,  10.07805794,   0.00282922,   0.11254233,   0.01523771,   0.00087040,   0.00033941,   0.05919496
13,   9.00240000, 102.74000000,  43.92500000,  27.54100000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   5.00000000,  21.28540000,   6.00000000,   0.60000000,   0.27248905,  11.20000000,  11.50662896,   0.00128601,   0.09395389,   0.00128372,   0.00000000,   0.00005800,   0.01050432
14,   8.93090000,  83.70500000,  65.66300000, 111.50000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  15.00000000,  60.33145000,  28.00000000,   0.26666667,   0.11392251,   9.40000000,   9.28614098,   0.00385802,   0.11189455,   0.02173101,   0.01172514,   0.00174679,   0.11268346
15,   9.08030000,  29.66000000,  88.63300000, 195.69000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  10.00000000,  44.18540000,  19.00000000,   0.42222222,   0.20272823,   9.80000000,  10.12171668,   0.00257202,   0.08670056,   0.00125498,   0.00000000,   0.01443442,   0.00003117
16,   8.81610000,  54.28700000,  67.11900000,  76.39000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  10.00000000,  45.24990000,  17.00000000,   0.37777778,   0.20815490,  10.20000000,  10.60331183,   0.00257202,   0.10037434,   0.00253097,   0.00065812,   0.00046635,   0.19724565
17,   8.77090000,  85.99400000,   0.14125000, 166.44000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   3.00000000,  13.94480000,   2.00000000,   0.66666667,   0.39547636,  10.00000000,  10.00000000,   0.00077160,   0.08614158,   0.00001678,   0.00008999,   0.00283546,   0.00020764
18,   8.82180000, 108.33000000, 113.28000000,  65.65300000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  13.00000000,  48.58320000,  22.00000000,   0.28205128,   0.12065188,   8.30769231,   8.39724637,   0.00334362,   0.11652580,   0.01413634,   0.01103843,   0.00004707,   0.00322497
19,   8.54950000,  88.56000000,  39.14100000, 199.56000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  14.00000000,  53.51560000,  26.00000000,   0.28571429,   0.12462571,  10.07142857,  10.37579323,   0.00360082,   0.09367997,   0.01070549,   0.00617099,   0.03520060,   0.00017254
20,   8.73810000,  83.67800000,   8.64650000, 163.81000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  10.00000000,  45.53640000,  19.00000000,   0.42222222,   0.21048644,   8.90000000,   8.38058564,   0.00257202,   0.09093035,   0.00129847,   0.00045432,   0.00926106,   0.00064009
21,   8.80210000,  59.19000000,   3.41170000, 149.43000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   8.00000000,  33.14080000,  10.00000000,   0.35714286,   0.17383864,   9.87500000,  10.07921655,   0.00205761,   0.08787831,   0.00138630,   0.00098580,   0.00243618,   0.00112110
22,   8.65540000,  93.86400000, 171.03000000, 117.56000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  15.00000000,  55.25384000,  30.00000000,   0.28571429,   0.12004641,  10.53333333,  10.62979333,   0.00385802,   0.11527172,   0.02477317,   0.00528220,   0.00165402,   0.00001922
23,   8.54240000, 107.26000000, 123.58000000, 121.66000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   9.00000000,  33.14536000,  13.00000000,   0.36111111,   0.14567451,   9.88888889,  10.59904312,   0.00231481,   0.12209138,   0.01253095,   0.00643871,   0.00065970,   0.00011435
24,   8.64990000,  75.24100000,  83.51800000, 214.16000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  19.00000000,  75.70970000,  43.00000000,   0.25146199,   0.10849445,  10.21052632,  10.05912452,   0.00488683,   0.09831589,   0.00737864,   0.00129229,   0.17269117,   0.00009409
25,   8.51100000, 123.85000000,  70.46600000,  64.50700000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   9.00000000,  37.26260000,  14.00000000,   0.38888889,   0.17737262,  10.22222222,  10.10232512,   0.00231481,   0.11227260,   0.01029821,   0.00030888,   0.00012396,   0.02462664
26,   8.71130000,  96.90000000,  71.25700000,  39.00500000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  17.00000000,  67.43660000,  39.00000000,   0.28676471,   0.12858604,  10.35294118,  10.37370953,   0.00437243,   0.10508960,   0.01540789,   0.00062292,   0.00036930,   0.06814453
27,   8.49640000,  36.93300000,  79.80300000, 218.74000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   9.00000000,  38.33720000,  19.00000000,   0.52777778,   0.26692008,   9.33333333,   9.40264547,   0.00231481,   0.08547309,   0.00020412,   0.00002951,   0.01888100,   0.00003315
28,   8.58760000,  92.02000000,  75.50900000,  67.27700000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  12.00000000,  52.73890000,  22.00000000,   0.33333333,   0.17177564,  10.25000000,  10.12496848,   0.00308642,   0.10977159,   0.00938849,   0.00096872,   0.00052731,   0.11905665
29,   8.48320000,  89.98000000,  67.29900000, 197.31000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  49.58030000,  23.00000000,   0.41818182,   0.20630372,  11.09090909,  11.24359877,   0.00282922,   0.09670920,   0.00136671,   0.00014663,   0.09288860,   0.00014672
30,   8.43320000,  27.77100000,  57.77900000, 201.34000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  17.00000000,  58.55274000,  30.00000000,   0.22058824,   0.08878256,   8.88235294,   8.74611914,   0.00437243,   0.08740025,   0.00836479,   0.01399979,   0.01471229,   0.00002706
31,   8.58540000, 157.62000000, 139.77000000, 178.32000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  12.00000000,  41.52775000,  21.00000000,   0.31818182,   0.12898157,   9.25000000,   8.90179145,   0.00308642,   0.10588235,   0.00630552,   0.01582581,   0.01062296,   0.00000064
32,   8.41700000, 125.31000000,  42.48800000, 101.06000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   9.00000000,  39.41030000,  15.00000000,   0.41666667,   0.20068460,  10.33333333,   9.88081542,   0.00231481,   0.10096341,   0.00066640,   0.00002435,   0.00019159,   0.00852331
33,   8.40490000,  38.24300000,  72.43200000, 197.40000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  17.00000000,  61.23446000,  31.00000000,   0.22794118,   0.10447534,   9.17647059,   9.54201082,   0.00437243,   0.09306111,   0.01200993,   0.00928943,   0.02933715,   0.00005213
34,   8.41910000,  76.43600000,  16.33800000, 134.29000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  13.00000000,  51.34670000,  23.00000000,   0.29487179,   0.13154635,   9.23076923,   9.34580022,   0.00334362,   0.09326872,   0.00244409,   0.00003917,   0.00403187,   0.00179342
35,   8.54750000, 121.25000000, 171.21000000,  20.86300000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  15.00000000,  48.57275000,  23.00000000,   0.21904762,   0.07415468,   9.20000000,   9.37394527,   0.00385802,   0.09915838,   0.01154960,   0.00406838,   0.00000333,   0.00000289
36,   8.37400000, 179.79000000,  42.47600000, 107.85000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  12.00000000,  37.16859000,  20.00000000,   0.30303030,   0.11536154,   9.08333333,   8.75926932,   0.00308642,   0.09719514,   0.00715387,   0.01173004,   0.00004524,   0.00006562
37,   8.44630000,  52.85000000, 177.26000000, 192.29000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  15.00000000,  47.01887000,  29.00000000,   0.27619048,   0.09812388,   9.93333333,   9.93957745,   0.00385802,   0.09165488,   0.00491004,   0.00810195,   0.00423295,   0.00000021
38,   8.36770000,  87.43400000, 180.90000000, 115.03000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  52.56170000,  17.00000000,   0.30909091,   0.16667995,   9.90909091,  10.21782400,   0.00282922,   0.10843373,   0.00731412,   0.00032635,   0.00076602,   0.00001104
39,   8.24760000,  74.78000000,  10.56300000, 150.12000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   8.00000000,  35.90890000,  13.00000000,   0.46428571,   0.24579036,   9.37500000,   9.41712222,   0.00205761,   0.08937520,   0.00010846,   0.00001270,   0.00427141,   0.00088063
40,   8.17800000,  10.28400000,  60.85900000,  62.52800000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   9.00000000,  35.75770000,  12.00000000,   0.33333333,   0.15226914,   7.33333333,   7.61032729,   0.00231481,   0.08776524,   0.00280201,   0.00054074,   0.00002631,   0.00502766
41,   8.36780000,  44.00900000,  74.28700000, 210.29000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  13.00000000,  56.87880000,  28.00000000,   0.35897436,   0.18264295,   9.53846154,   9.75051513,   0.00334362,   0.08721204,   0.00090601,   0.00047245,   0.02847139,   0.00005219
42,   8.29010000,  54.82500000,  80.62600000, 213.69000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   8.00000000,  42.09410000,  13.00000000,   0.46428571,   0.27826806,  11.12500000,  11.42436589,   0.00205761,   0.09044805,   0.00088743,   0.00000132,   0.04327539,   0.00005032
43,   8.09290000,  25.00800000,  76.13400000, 214.24000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  12.00000000,  52.93990000,  25.00000000,   0.37878788,   0.19239788,  10.00000000,   9.54221107,   0.00308642,   0.08684581,   0.00226391,   0.00057541,   0.01750658,   0.00003789
44,   8.29920000,  53.14100000, 112.21000000, 123.91000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   9.00000000,  30.09750000,  13.00000000,   0.36111111,   0.14821358,   8.66666667,   8.82775314,   0.00231481,   0.11070930,   0.01007517,   0.01159876,   0.00070187,   0.00110536
45,   8.10550000, 127.51000000, 172.22000000, 147.93000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  22.00000000,  48.72512000,  37.00000000,   0.16017316,   0.04131882,   8.27272727,   8.04511123,   0.00565844,   0.11112064,   0.04093169,   0.07537378,   0.00220064,   0.00000073
46,   8.13660000,  99.87700000,  94.41200000,  36.25700000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  14.00000000,  34.39672000,  20.00000000,   0.21978022,   0.05659163,   9.14285714,   8.63353744,   0.00360082,   0.10682199,   0.02927929,   0.08206579,   0.00008066,   0.01219828
47,   8.11810000,  79.50700000,  90.35300000, 125.29000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  30.53136000,  15.00000000,   0.27272727,   0.08094688,   9.09090909,   8.95061864,   0.00282922,   0.11757590,   0.02890274,   0.02453586,   0.00304574,   0.00487284
48,   8.19760000, 215.35000000,  27.13700000, 185.46000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  31.19610000,  14.00000000,   0.25454545,   0.09038428,   7.54545455,   7.81378121,   0.00282922,   0.07823725,   0.00288255,   0.00273678,   0.00005539,   0.00000000
49,   8.08200000, 198.74000000, 118.58000000,  59.80500000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  15.00000000,  50.27040000,  25.00000000,   0.23809524,   0.09447400,   8.86666667,   8.82114525,   0.00385802,   0.10818030,   0.02238619,   0.02378576,   0.00001695,   0.00001378
50,   8.15310000,  89.98400000,  76.29700000, 195.69000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  16.00000000,  50.31688000,  38.00000000,   0.31666667,   0.11910720,  10.81250000,  10.62989041,   0.00411523,   0.09961823,   0.00514646,   0.01591514,   0.15267772,   0.00008946
51,   8.01010000, 132.63000000, 162.07000000,  66.28200000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  10.00000000,  35.05150000,  14.00000000,   0.31111111,   0.12723639,   9.50000000,   9.75169394,   0.00257202,   0.11246420,   0.01369981,   0.00358706,   0.00000980,   0.00002744
52,   8.15700000, 136.07000000,  40.98300000, 115.47000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  13.00000000,  47.81610000,  22.00000000,   0.28205128,   0.11506246,   9.76923077,   9.29537122,   0.00334362,   0.10524606,   0.00935297,   0.00052473,   0.00027780,   0.00367703
53,   7.95770000,  66.27500000, 107.74000000, 157.21000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  14.00000000,  48.38309000,  22.00000000,   0.24175824,   0.09823255,   9.07142857,   9.38569033,   0.00360082,   0.10913072,   0.01606675,   0.03181757,   0.01041443,   0.00025547
54,   7.99430000,  84.03900000, 164.78000000, 191.40000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   8.00000000,  29.54710000,  11.00000000,   0.39285714,   0.15128392,   8.75000000,   8.78799950,   0.00205761,   0.09682480,   0.00100097,   0.00000159,   0.01326463,   0.00000022
55,   7.97840000,  63.44100000,  11.20800000, 157.21000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   7.00000000,  33.78340000,  12.00000000,   0.57142857,   0.29857401,   9.00000000,   8.86365789,   0.00180041,   0.08607483,   0.00026702,   0.00013657,   0.00513129,   0.00065334
56,   8.08720000,  47.05200000, 101.25000000,  16.91500000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  10.00000000,  38.03040000,  15.00000000,   0.33333333,   0.13957421,   7.40000000,   7.37659346,   0.00257202,   0.08787831,   0.00298178,   0.00049667,   0.00000735,   0.00042431
57,   7.90850000,  82.06500000,  76.41600000, 123.29000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   8.00000000,  26.84590000,  12.00000000,   0.42857143,   0.16171515,  12.50000000,  12.63441717,   0.00205761,   0.11363105,   0.00885912,   0.01997994,   0.00222482,   0.02282675
58,   7.93370000,  29.54700000,  49.34700000,   4.11890000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   6.00000000,  23.55680000,  10.00000000,   0.66666667,   0.29176921,  11.50000000,  12.04479386,   0.00154321,   0.07743632,   0.00014917,   0.00000225,   0.00000741,   0.00019146
59,   7.96630000,  37.65500000,  80.65100000,  56.01000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  41.14282000,  20.00000000,   0.36363636,   0.14944081,   8.90909091,   9.40006543,   0.00282922,   0.09459164,   0.00555432,   0.00089356,   0.00011784,   0.02742294
60,   7.99100000,  60.87800000,  19.16600000, 163.17000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  38.83710000,  18.00000000,   0.32727273,   0.14265317,   8.90909091,   8.92776752,   0.00282922,   0.09182155,   0.00244659,   0.00120522,   0.00890830,   0.00058926
61,   7.95750000, 158.02000000, 117.30000000,  87.71200000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  14.00000000,  39.71332000,  21.00000000,   0.23076923,   0.08193561,   8.71428571,   9.15132429,   0.00360082,   0.11638976,   0.01322848,   0.07006168,   0.00007997,   0.00003761
62,   7.88080000,   8.08230000, 150.42000000, 100.37000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  10.00000000,  28.47450000,  11.00000000,   0.24444444,   0.08110901,   6.50000000,   6.60089203,   0.00257202,   0.08845008,   0.00738870,   0.00564719,   0.00002148,   0.00003759
63,   7.95350000,  46.10200000,  10.82500000, 138.59000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  41.21070000,  16.00000000,   0.29090909,   0.12854389,   8.63636364,   9.04803849,   0.00282922,   0.08752617,   0.00244781,   0.00070828,   0.00120396,   0.00125128
64,   7.99080000, 197.80000000,   9.64010000,  28.09800000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   8.00000000,  32.66380000,  15.00000000,   0.53571429,   0.24405686,   9.50000000,   9.44372057,   0.00205761,   0.07345690,   0.00012859,   0.00000026,   0.00000020,   0.00000022
65,   7.92960000, 182.12000000,  59.54600000,  92.29400000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  39.58220000,  16.00000000,   0.29090909,   0.11455829,  10.09090909,  10.03991188,   0.00282922,   0.10412705,   0.01492549,   0.00094318,   0.00003144,   0.00011044
66,   7.94070000,  23.07100000, 144.16000000, 195.53000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  13.00000000,  44.21355000,  18.00000000,   0.23076923,   0.10020166,   9.00000000,   9.61938591,   0.00334362,   0.09114779,   0.00962624,   0.00587772,   0.00234865,   0.00000129
67,   7.80710000, 103.28000000,  79.76300000,  39.09800000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  45.95850000,  18.00000000,   0.32727273,   0.16267591,  10.45454545,  10.76363023,   0.00282922,   0.10606433,   0.01459184,   0.00368102,   0.00017289,   0.04188552
68,   7.75900000, 103.28000000, 212.60000000, 113.99000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  10.00000000,  30.99679000,  15.00000000,   0.33333333,   0.11545883,   8.20000000,   8.45413993,   0.00257202,   0.09720243,   0.00371658,   0.00636566,   0.00008876,   0.00000057
69,   7.85040000,   6.66710000, 219.59000000,  46.42000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   6.00000000,  22.10860000,   6.00000000,   0.40000000,   0.17168283,   5.16666667,   5.17072542,   0.00154321,   0.07335572,   0.00114541,   0.00074534,   0.00000026,   0.00000000
70,   7.80450000,  97.62500000,  91.12700000,  72.69700000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   8.00000000,  32.28241000,   8.00000000,   0.28571429,   0.14003767,   7.75000000,   7.61252614,   0.00205761,   0.11193965,   0.00965053,   0.00822026,   0.00014669,   0.03534461
71,   7.84050000,  18.22300000,  25.02600000,   8.42580000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,   9.00000000,  37.81820000,  15.00000000,   0.41666667,   0.19332789,   8.00000000,   8.44407455,   0.00231481,   0.07264845,   0.00106063,   0.00005108,   0.00000276,   0.00005767
72,   7.77140000, 140.22000000,  50.98400000,  96.23600000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  37.37798000,  15.00000000,   0.27272727,   0.10624876,  10.36363636,   9.85487231,   0.00282922,   0.10765908,   0.00901003,   0.01297879,   0.00020429,   0.00481156
73,   8.15330000,  35.31000000, 136.53000000, 184.75000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  12.00000000,  48.90230000,  21.00000000,   0.31818182,   0.13797114,   9.83333333,  10.08988125,   0.00308642,   0.09356725,   0.00656158,   0.00001191,   0.00308854,   0.00000375
74,   7.75080000,  32.57100000,  69.63100000,  88.85500000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  10.00000000,  42.93710000,  20.00000000,   0.44444444,   0.20724938,   9.70000000,   9.64449858,   0.00257202,   0.09908762,   0.00219663,   0.00000397,   0.00030465,   0.08295976
75,   7.90110000,  69.61400000,  11.68200000, 125.42000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  16.00000000,  56.13679000,  27.00000000,   0.22500000,   0.09222050,   8.75000000,   9.14613500,   0.00411523,   0.09112002,   0.00550547,   0.01085713,   0.00232218,   0.00275697
76,   8.05730000, 161.03000000, 142.68000000, 166.67000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  14.00000000,  55.01160000,  28.00000000,   0.30769231,   0.13339784,   9.78571429,   9.80273615,   0.00360082,   0.10939171,   0.03027794,   0.00105845,   0.00539845,   0.00000093
77,   7.88770000,  51.16800000, 109.84000000, 149.84000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  35.67850000,  18.00000000,   0.32727273,   0.12149251,   9.00000000,   9.12614880,   0.00282922,   0.10348132,   0.00829701,   0.00094093,   0.00524979,   0.00013801
78,   7.84230000,  59.92300000,  72.99300000,  81.18900000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  16.00000000,  63.18660000,  33.00000000,   0.27500000,   0.13396505,  10.37500000,  10.67730500,   0.00411523,   0.10680438,   0.01304033,   0.00191164,   0.00083334,   0.26049956
79,   7.62760000, 120.49000000, 128.94000000, 139.42000000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  11.00000000,  43.41920000,  19.00000000,   0.34545455,   0.15258454,   8.63636364,   8.54487646,   0.00282922,   0.11880099,   0.01050402,   0.00186519,   0.00180187,   0.00001863
80,   7.75090000,  54.96900000, 172.94000000,  43.36800000,   1.00000000,   0.00203936,  27.00000000,  15.00000000,  11.14578115,   0.67143522,   0.10797287,  19.00000000,  61.03430000,  39.00000000,   0.22807018,   0.08676209,  10.89473684,  10.65233320,   0.00488683,   0.09988439,   0.03567249,   0.01330527,   0.00003259,   0.00000719
