1. Degree distribution
0    0.00000000
1    0.00047710
2    0.00479610
3    0.02239855
4    0.05820611
5    0.09730313
6    0.12703395
7    0.12547710
8    0.11309763
9    0.09742869
10    0.08085577
11    0.06694456
12    0.04989454
13    0.03899658
14    0.03294496
15    0.02380474
16    0.01559361
17    0.01197770
18    0.00969265
19    0.00665428
20    0.00529831
21    0.00338992
22    0.00228505
23    0.00148152
24    0.00133086
25    0.00085376
26    0.00062776
27    0.00042688
28    0.00035155
29    0.00012555
30    0.00012555
31    0.00005022
32    0.00005022
33    0.00000000
34    0.00002511
2. Degree triangle
0    0.00000000
1    0.00000000
2    0.80104712
3    2.16479821
4    4.00776531
5    6.05187097
6    8.18066812
7   10.26696018
8   12.40741563
9   14.51005155
10   16.66708075
11   18.70180045
12   20.91243080
13   23.06181584
14   25.07088415
15   27.38607595
16   29.54750403
17   31.97274633
18   34.22279793
19   36.30188679
20   38.63507109
21   40.80000000
22   43.21978022
23   43.45762712
24   47.01886792
25   49.70588235
26   51.20000000
27   56.70588235
28   55.00000000
29   61.40000000
30   61.00000000
31   71.00000000
3. Degree clustering coefficient
0    0.00000000
1    0.00000000
2    0.80104712
3    0.72159940
4    0.66796089
5    0.60518710
6    0.54537787
7    0.48890287
8    0.44312199
9    0.40305699
10    0.37037957
11    0.34003274
12    0.31685501
13    0.29566431
14    0.27550422
15    0.26081977
16    0.24622920
17    0.23509372
18    0.22367842
19    0.21229174
20    0.20334248
21    0.19428571
22    0.18709862
23    0.17176928
24    0.17035822
25    0.16568627
26    0.15753846
27    0.16155522
28    0.14550265
29    0.15123153
30    0.14022989
31    0.15268817
4. Degree weighted clustering coefficient
0    0.00000000
1    0.00000000
2    0.29351860
3    0.25804685
4    0.23451785
5    0.20897948
6    0.18724774
7    0.16848624
8    0.15419329
9    0.14125525
10    0.13088194
11    0.12061261
12    0.11308445
13    0.10565248
14    0.09921276
15    0.09338306
16    0.08870841
17    0.08500282
18    0.08082056
19    0.07703089
20    0.07380855
21    0.07034022
22    0.06746296
23    0.06287779
24    0.06215482
25    0.05948478
26    0.05741108
27    0.05768528
28    0.05204953
29    0.05506233
30    0.05041863
31    0.05306834
5. Degree rich club coefficient
0    0.00022112
1    0.00022131
2    0.00022296
3    0.00022983
4    0.00024657
5    0.00027479
6    0.00031504
7    0.00036131
8    0.00041196
9    0.00046688
10    0.00052331
11    0.00058968
12    0.00064925
13    0.00070675
14    0.00077126
15    0.00086798
16    0.00094778
17    0.00100839
18    0.00113792
19    0.00130660
20    0.00139934
21    0.00137485
22    0.00166411
23    0.00225752
24    0.00219780
25    0.00281690
26    0.00289855
27    0.00000000
28    0.00000000
29    0.00000000
30    0.00000000
31    0.00000000
6. Dergree connectivity

7. Dergree weighted connectivity
17   10.32552134
23   10.03696297
10   10.59568492
8   10.70478237
20   10.33669177
16   10.37136488
19   10.19309995
25   10.09626588
22   10.03443699
24   10.13870816
21   10.26963658
13   10.50558149
14   10.40712713
11   10.53197739
26   10.34245675
18   10.26525523
27   10.38918626
28    9.82590215
15   10.31820315
12   10.49389443
9   10.64321442
32   10.20200527
6   10.76832770
7   10.76105317
5   10.81739013
30    9.97022393
3   10.35286626
29   10.09392197
4   10.67723189
34    8.39363014
31    9.92479988
2   10.24675263
1   10.88201729
