1. Degree distribution
0    0.00000000
1    0.00123788
2    0.00814937
3    0.02424180
4    0.04899938
5    0.07468537
6    0.11584485
7    0.13338147
8    0.13544460
9    0.12667629
10    0.09665773
11    0.07912111
12    0.05487931
13    0.03610481
14    0.02661440
15    0.01413245
16    0.00897462
17    0.00753043
18    0.00288838
19    0.00206313
20    0.00103157
21    0.00051578
22    0.00051578
23    0.00000000
24    0.00010316
25    0.00020631
2. Degree triangle
0    0.00000000
1    0.00000000
2    0.65822785
3    2.27234043
4    3.92000000
5    5.92127072
6    8.03739982
7   10.07579273
8   12.35262757
9   14.61563518
10   16.87513340
11   19.05215124
12   21.59398496
13   23.59142857
14   26.22868217
15   28.08029197
16   31.20689655
17   33.19178082
18   36.75000000
19   38.80000000
20   40.30000000
21   45.80000000
22   43.20000000
23    0.00000000
24   46.00000000
3. Degree clustering coefficient
0    0.00000000
1    0.00000000
2    0.65822785
3    0.75744681
4    0.65333333
5    0.59212707
6    0.53582665
7    0.47979965
8    0.44116527
9    0.40598987
10    0.37500296
11    0.34640275
12    0.32718159
13    0.30245421
14    0.28822728
15    0.26743135
16    0.26005747
17    0.24405721
18    0.24019608
19    0.22690058
20    0.21210526
21    0.21809524
22    0.18701299
23    0.00000000
24    0.16666667
4. Degree weighted clustering coefficient
0    0.00000000
1    0.00000000
2    0.19036840
3    0.23144242
4    0.20778784
5    0.19353436
6    0.18210828
7    0.16413757
8    0.15365471
9    0.13957743
10    0.13037985
11    0.11979543
12    0.11469708
13    0.10539472
14    0.09997620
15    0.09250314
16    0.08657835
17    0.08894016
18    0.07610530
19    0.07647898
20    0.07892030
21    0.07423604
22    0.06128900
23    0.00000000
24    0.05597174
5. Degree rich club coefficient
0    0.00087431
1    0.00087623
2    0.00088741
3    0.00091681
4    0.00097242
5    0.00105329
6    0.00118088
7    0.00134815
8    0.00154020
9    0.00175494
10    0.00199407
11    0.00225561
12    0.00253258
13    0.00270415
14    0.00302097
15    0.00346320
16    0.00407925
17    0.00402414
18    0.00442968
19    0.00395257
20    0.01282051
21    0.03571429
22    0.33333333
23    0.33333333
24    0.00000000
6. Dergree connectivity
7    9.53342172
12    9.70770677
9    9.74520449
10    9.70181430
17    9.56647865
15    9.54841849
6    9.51884832
20    9.73500000
11    9.67251393
14    9.63981174
16    9.59770115
19    9.45789474
5    9.24171271
21   10.20952381
8    9.71315689
13    9.67494505
18    9.52976190
4    8.79263158
22    9.32727273
25   10.22000000
3    8.88794326
2    7.22151899
24   10.54166667
1    7.25000000
7. Dergree weighted connectivity
7    9.55854726
12    9.76432826
9    9.77704938
10    9.76171411
17    9.58332203
15    9.60958389
6    9.56992560
20    9.79555793
11    9.70054355
14    9.67623507
16    9.58477689
19    9.50193202
5    9.23827346
21   10.20218799
8    9.76217878
13    9.70381270
18    9.59980188
4    8.79734270
22    9.34434983
25   10.04429866
3    8.83837073
2    7.32569689
24   10.53703818
1    7.44943478
