#ID, Diameter,  Xcor,  Ycor,  Zcor
70,3.0653,131.73,107.32,129.47
71,2.9571,66.646,187.18,202.78
72,2.9825,196.84,114.73,110.49
73,3.0227,96.079,145.55,88.991
74,2.9618,94.405,135.13,88.426
75,3.1542,73.294,226.26,107.34
76,3.0416,122.63,207.49,225.35
77,2.88,206.14,226.26,31.566
78,2.821,51.364,226.26,86.739
79,2.9808,141.03,3.6101,114.22
80,2.9282,18.519,202.22,184.15
81,3.123,57.686,212.56,117.23
82,3.0372,29.573,40.074,208.31
83,3.0176,88.532,138.49,85.076
84,3.0312,187.75,196.09,92.965
85,2.875,172.49,63.233,125.48
86,2.9563,199.96,215.5,66.006
87,2.8951,87.604,116.2,18.789
88,3.0654,7.9791,80.325,35.559
89,3.0805,29.459,42.677,40.893
90,3.0292,19.937,82.779,28.557
91,2.98,62.418,95.303,76.219
92,2.8898,125.82,168.21,55.329
93,2.9663,82.199,78.32,151.22
94,3.0227,70.592,2.1798,49.762
95,3.0289,37.512,2.0075,211.26
96,3.01,215.86,59.029,47.613
97,2.934,153.25,193.76,189.23
98,2.974,119.32,184.03,54.705
99,3.0079,76.776,3.2736,65.033
100,3.0242,100.22,180.98,135.74
101,2.9912,154.87,67.252,45.47
102,3.0187,190.5,19.704,30.097
103,2.9216,9.4791,150.07,10.315
104,2.9161,39.182,68.663,176.49
105,3.0288,78.25,71.343,85.873
106,3.1361,113.43,88.269,35.612
107,3.1164,176.57,176.5,27.695
108,3.0655,145.29,102.44,86.531
109,2.9009,119,201.92,117.23
110,3.0239,79.926,187.06,83.061
111,3.0571,180.19,168.95,43.763
112,3.0476,30.647,32.375,13.304
113,3.1376,188.2,25.37,24.341
114,2.8503,146.45,183.52,72.638
115,2.9574,6.9825,20.893,214.95
116,3.0296,165.96,17.654,172.63
117,3.0412,130.38,220.74,55.335
118,2.8336,186.9,68.638,218.58
119,3.0243,127.06,183.54,181.28
120,2.887,79.081,81.978,130.28
121,3.0433,27.919,206.21,210.27
122,2.9941,192.08,161.54,154.6
123,2.9309,56.233,88.222,216.9
124,2.9172,80.25,90.782,138.83
125,2.8119,85.622,173.92,103.98
126,2.956,121.89,31.222,81.006
127,2.9571,157.17,104.79,175.39
128,3.0257,136.97,60.702,151.29
129,2.8456,5.8189,74.247,55.625
130,2.8665,88.964,92.096,142.24
131,2.9582,75.487,157.51,74.368
132,2.8622,149.53,141.6,152.96
133,2.9302,128.09,70.965,149.24
134,2.8696,171.42,98.343,72.874
135,3.0282,112.78,139.06,176.03
136,2.9976,219.18,149.48,187.39
137,2.9231,59.338,167.63,17.912
138,3.0572,18.273,195.62,144.04
139,2.9449,46.032,118.22,44.348
140,2.8985,199.6,36.033,163.15
141,2.9221,88.402,13.505,118.67
142,2.8661,187.8,58.962,91.85
143,3.0328,20.939,126.32,118.74
144,2.9721,47.979,132.79,93.452
145,3.0409,184.71,58.182,7.3552
146,3.0512,7.2826,81.667,200.93
147,2.8508,40.004,164.3,220.33
148,2.8175,32.687,89.267,92.94
149,2.8625,169.09,151.23,165.37
150,2.9593,173.09,65.583,50.725
151,2.8179,131.15,199.91,85.901
152,2.8955,206.45,39.195,30.779
153,2.839,16.271,213.84,40.021
154,2.8946,61.209,88.134,165.45
155,2.8182,216.61,11.178,90.156
156,2.8984,198.57,117.27,144.15
157,2.8656,17.673,97.529,97.819
158,2.9022,88.676,127.8,175.83
159,2.9575,127.87,2.9248,159.49
160,2.8367,225.37,150.13,45.154
161,2.838,113.3,116.75,191.73
162,2.8159,45.705,28.466,182.37
163,3.0269,71.03,109.97,40.352
164,3.0264,80.206,109.52,70.306
165,2.9019,65.169,180.98,198.29
166,2.9354,207.24,4.936,219.26
167,2.8822,31.813,167.38,166.32
168,3.0503,222.07,40.008,65.659
169,2.8908,207.3,139.34,167.46
170,2.9187,210.2,47.667,217.73
171,2.8231,38.039,68.319,208.15
172,2.9337,30.483,9.5212,113.68
173,2.927,102.89,161.68,142.42
174,2.9104,157.54,58.957,57.83
175,3.0413,194.71,221.69,120.17
176,2.9016,35.233,36.401,164.78
177,2.9663,182.18,179.2,201.9
178,2.9753,111.11,116.66,155.44
179,2.9103,90.935,78.279,222.07
180,2.8992,111.3,169.66,61.221
181,2.9595,108.81,223.21,210.21
182,2.8683,61.512,49.4,70.931
183,2.8991,79.099,136.76,104.55
184,3.1378,142.63,3.3988,137.16
185,2.9082,220.94,83.017,1.2482
186,2.9493,177.03,225.8,177.26
187,2.8352,96.968,226.26,116.53
188,2.7902,98.363,226.26,129.13
189,2.8102,104.04,226.26,212.9
190,2.9427,15.047,221.83,160.66
191,2.9828,107.84,192.7,21.109
192,2.9216,96.161,200.41,139.88
193,2.8767,119.47,49.382,202.7
194,2.9797,78.155,119.1,114.58
195,2.9164,165.76,37.843,215.11
196,2.9722,114.99,137,54.645
197,2.8679,179.63,222.31,28.347
198,2.9232,36.318,216.99,11.86
199,2.8755,179.59,178.72,10.497
200,2.9633,142.82,127.38,43.05
201,2.6551,92.401,154.09,172.77
202,2.8448,193.18,198.51,13.821
203,2.8673,57.651,207.39,198.21
204,2.8892,29.362,180.96,185.33
205,2.7927,22.2,5.5171,13.233
206,2.7759,158.01,125.75,124.11
207,2.8916,53.533,131.81,196.87
208,2.7486,88.438,98.299,36.96
209,2.952,201.27,71.833,101.07
210,2.845,210.37,179.66,118.45
211,2.9598,218.5,53.231,168.25
212,2.9084,94.832,116.81,21.083
213,2.8933,166.32,196.15,74.57
214,2.869,198.05,18.599,224.55
215,2.8836,139.39,162.54,142.38
216,2.9186,192.6,112.66,47.483
217,2.9641,160.49,3.6307,23.704
218,2.7615,23.395,164.54,69.165
219,2.8769,155.73,174.14,13.535
220,2.8658,186.17,135.7,222.23
221,2.6844,28.725,131.18,28.144
222,2.7532,154.42,148.7,104.88
223,2.9978,119.12,58.831,169.28
224,2.7858,35.737,8.6052,32.096
225,2.9074,190.41,6.4029,129.57
226,2.7008,30.423,89.546,63.264
227,2.8422,104.06,187.73,207.09
228,2.8192,65.724,167.09,202.82
229,2.9093,153.08,124.39,176.66
230,2.7926,75.136,194.89,119.35
231,2.9186,165.04,89.498,135.21
232,2.9611,70.516,189.85,120.23
233,2.9608,10.237,101.62,31.766
234,2.7976,109.95,110.26,192.79
235,2.7329,103.74,180.09,224.84
236,2.8337,149,196.64,109.63
237,2.9253,187.25,88.269,87.515
238,2.8682,86.349,221.43,139.63
239,2.8897,115.11,4.5967,145.81
240,2.87,72.072,22.733,160.13
241,2.8907,6.5787,17.479,38.556
242,2.7831,160.33,98.379,105.48
243,2.9873,119.11,31.096,32.496
244,2.7576,79.629,86.216,197.41
245,2.9061,49.936,110.98,174.94
246,2.8025,170.73,162.34,213.56
247,3.2997,174.22,55.502,87.444
248,2.9842,82.588,22.36,19.27
249,2.9142,28.578,10.424,210.69
250,2.9297,153.43,101.03,172.53
251,2.9608,218.18,20.26,7.9212
252,2.9353,92.818,3.5385,210.01
253,2.9102,175.78,124.87,198.42
254,2.7504,0.99954,184.66,47.766
255,2.9448,46.132,95.332,130.38
256,2.8775,114.36,106.08,106.52
257,2.8326,97.541,224.28,3.6527
258,3.065,177.39,95.374,119.71
259,2.9408,91.092,158.29,22.637
260,2.8999,166.03,93.649,50.613
261,2.8863,45.813,105.88,91.568
262,2.9577,104.46,195.56,32.889
263,2.8931,17.499,47.235,178.95
264,2.9055,40.796,70.441,57.811
265,2.9882,126.22,150.88,8.7994
266,2.7739,63.585,209.61,82.558
267,2.8201,22.451,213.8,66.754
268,2.8944,203.47,82.434,141.12
269,2.8581,51.792,5.2355,83.343
270,2.8273,60.09,89.098,89.348
271,2.9263,61.458,168.86,218.76
272,2.773,193.95,87.652,37.167
273,2.8085,100.58,82.8,48.642
274,2.8214,165.43,5.2604,128.23
275,2.9075,200.36,46.184,116.47
276,2.8082,205.93,111.04,34.006
277,2.7932,211.62,41.681,90.375
278,2.8138,213.24,82.504,222.69
279,2.8689,1.6952,149.85,203.94
280,2.9717,55.182,166.69,48.848
281,2.8856,137.25,204.73,205.94
282,2.8337,40.087,124.05,34.843
283,2.8709,102.08,27.119,7.4035
284,2.852,145.52,164.77,177.23
285,2.678,107.72,224.26,192.86
286,2.858,215.64,86.457,4.6695
287,2.7094,12.042,39.704,137.97
288,2.8971,60.325,134.23,217.37
289,2.8405,139.29,156.07,173.72
290,2.8788,34.196,40.779,146.72
291,2.9432,73.836,209.24,64.238
292,2.9085,40.755,184.01,148.97
293,2.8649,17.678,85.18,201.1
294,2.7831,224.57,188.59,176.36
295,2.8507,9.1172,3.1468,7.4889
296,2.8971,89.745,36.279,116.53
297,2.8943,29.183,167.69,35.401
298,2.8083,61.381,184.66,213.79
299,2.9271,82.747,218.15,155.93
300,2.6324,155.81,133.72,206.45
301,2.7733,147.35,192.78,156.34
302,2.8257,50.855,17.512,181.26
303,2.8121,187.78,92.763,189.11
304,2.6899,27.61,180.66,13.184
305,2.6966,98.645,147.92,154.96
306,2.8191,205.27,99.931,172.49
307,2.6188,163.16,175.6,119.85
308,2.7745,97.827,51.93,140.71
309,2.8261,15.033,31.594,127.82
310,2.7168,190.95,195.4,223.15
311,2.7442,12.04,199.7,188.96
312,2.8958,63.961,208.07,171.33
313,2.6776,63.25,124.36,104.04
314,2.7449,73.365,190.34,64.402
315,2.8244,142.16,3.4288,224.3
316,2.9826,142.66,71.927,75.558
317,2.8557,48.491,9.9316,9.8248
318,2.8094,183.83,180.47,17.312
319,2.8181,148.48,170.44,136.07
320,2.7201,218.06,218.88,50.578
321,2.8741,164.68,59.274,41.648
322,2.8741,213.1,150.43,3.4897
323,2.671,215.51,208.11,117.59
324,2.6923,68.359,16.812,19.993
325,2.7525,179.28,3.233,80.433
326,2.8099,148.77,161.5,110.14
327,2.7587,223.2,64.056,9.1497
328,2.7685,210.93,218.33,212.88
329,2.8214,23.717,222.5,69.74
330,2.6744,31.259,196.02,31.555
331,2.7371,207.94,211.52,74.852
332,2.8879,42.411,187.94,80.811
333,2.7337,203.96,208.45,57.273
334,2.6772,164.85,124.92,0.95505
335,2.6923,200.78,207.53,207.28
336,2.793,29.479,63.49,28.726
337,2.701,66.339,194.03,190.36
338,2.7614,156.16,94.664,15.687
339,2.7162,208.76,94.074,82.528
340,2.6548,182.69,111.94,220.34
341,2.8219,172.83,109.7,24.575
342,2.901,22.686,95.724,218.79
343,2.8308,48.205,92.515,32.405
344,2.6448,145.58,13.141,142.49
345,2.7905,164.76,213.24,131.79
346,2.8505,48.332,199.65,73.546
347,2.7904,130.13,117.6,159.15
348,2.7309,200.24,138.75,199.33
349,2.7914,50.146,24.537,192.3
350,2.8112,38.406,111.84,119.9
351,2.8631,28.41,103.33,204.84
352,2.8638,188.36,101.38,75.817
353,2.7742,14.591,54.287,46.28
354,2.8509,117.08,56.261,77.486
355,2.6638,141.61,190.9,212.67
356,2.9822,167.58,100.47,78.982
357,2.81,167.36,105.13,165.87
358,2.9164,175.58,179.94,113.48
359,2.9464,204.04,222.53,78.135
360,2.7495,182.11,115.61,85.526
361,2.9089,66.342,6.5118,124.18
362,2.6977,133.15,105.44,117.82
363,2.8562,63.471,94.779,93.292
364,2.7885,123.28,178.34,147
365,2.8935,205.77,19.386,183.07
366,2.7552,125.71,46.836,154.12
367,2.7996,14.467,76.259,21.649
368,2.9047,198.34,93.634,43.243
369,2.9085,28.344,109.57,67.874
370,2.9451,74.746,131,168.71
371,2.9068,73.294,142.13,223.18
372,2.7339,220.32,91.895,161.98
373,2.8459,170.02,134.61,225.22
374,2.7971,43.063,47.638,102.86
375,2.8924,88.228,131.59,102.02
376,2.7665,67.976,100.29,21.932
377,2.7013,27.841,210.71,149.52
378,2.8988,225.41,195.3,91.719
379,2.7427,192.06,131.47,222.23
380,2.7634,125.55,71.538,54.748
381,2.7097,216.11,156.89,137.09
382,2.8381,12.271,175.78,178.21
383,2.6235,167.11,94.674,201.37
384,2.8219,103.91,34.141,35.294
385,2.8588,187.4,68.52,178.17
386,2.8057,39.654,197.42,16.849
387,2.9593,39.876,123.35,29.176
388,2.8189,13.335,214.04,152.4
389,2.8,94.722,85.411,32.716
390,2.7819,183.23,14.555,192.96
391,2.7601,180.4,82.211,124.86
392,2.8704,20.896,14.619,225.31
393,2.8263,188.17,105.09,135.68
394,2.8137,21.69,13.724,143.16
395,2.7836,115.98,109.11,123.56
396,2.8701,174.33,26.419,175.31
397,2.7528,173.66,149.6,106.2
398,2.7694,136.89,17.05,220.88
399,2.7741,194.89,138.47,27.252
400,2.8523,34.292,142.23,59.474
401,2.6706,57.555,26.755,207.6
402,2.7621,91.753,3.528,5.8357
403,2.8725,51.914,70.282,87.444
404,2.8254,67.388,164.82,183.29
405,2.9936,161.57,93.387,186.81
406,2.8354,122.71,25.673,85.783
407,2.9033,65.17,208.2,206.59
408,2.7592,218.87,10.249,44.84
409,2.8555,73.487,42.083,35.348
410,2.8304,125.17,134.96,40.877
411,2.737,128.11,4.9529,139.99
412,2.8438,192.97,101.39,118.2
413,2.7188,117.3,104.81,149.33
414,2.9553,104.96,29.471,107.23
415,2.7302,81.597,68.091,141.4
416,2.823,28.818,100.56,123.75
417,2.7244,170.53,165.17,188.39
418,2.9514,28.869,47.779,17.319
419,2.858,127.21,128.48,24.196
420,2.8588,43.168,2.2668,160.6
421,2.8208,63.826,154.56,225.34
422,2.7026,188.9,187.17,206.41
423,2.6953,196.03,199.1,67.233
424,2.8189,153.81,56.917,156.12
425,2.8341,2.4067,134.22,5.69
426,2.8896,45.843,115.55,204.99
427,2.713,119.63,9.7635,144.47
428,2.8233,68.943,0.75605,197.56
429,2.7583,153.84,226.26,164.09
430,2.7243,10.641,226.26,157.56
431,2.816,188.17,225.9,158.87
432,2.7708,131.62,225.97,204.18
433,2.8804,36.504,226.07,18.776
434,2.8314,26.177,40.777,25.708
435,2.9964,44.151,211.4,221.58
436,2.9147,185.79,116.88,138.39
437,2.8702,33.665,54.194,199.77
438,2.8047,193.43,35.799,178.86
439,2.8143,36.497,149,144.98
440,2.9351,115.47,19.454,152.82
441,2.9053,39.912,76.551,171.5
442,2.9592,151.12,52.395,147.16
443,2.821,52.213,43.389,52.358
444,2.9295,132.24,135.84,187.35
445,2.8078,77.966,187.63,160.63
446,2.8122,28.441,105.45,173.48
447,2.9124,17.688,31.693,209.14
448,2.9296,113.56,162.16,33.674
449,2.6879,153.3,45.138,32.454
450,2.9325,6.2232,78.423,27.701
451,2.8254,169.09,17.26,85.831
452,2.8255,206.51,201.92,217.35
453,2.8093,96.335,178.57,146.43
454,2.8956,132.66,1.4178,77.015
455,2.9951,161.88,100.46,167.53
456,2.8022,210.69,154.52,163.15
457,2.9324,153.67,90.527,42.135
458,2.9111,35.089,54.194,141.78
459,2.7737,119.46,212.11,128.84
460,2.8752,11.606,74.395,210.39
461,2.7791,31.73,151.31,151.59
462,2.8048,108.39,62.401,162.28
463,2.5698,39.197,212.66,58.711
464,2.6621,161.7,105.64,34.95
465,2.8046,210.55,22.235,114.19
466,2.8907,132.13,206.02,71.697
467,2.7332,40.008,85.042,152.21
468,2.9116,58.867,196.55,99.33
469,2.8036,142.07,143.92,66.656
470,2.8038,4.5308,199.36,30.989
471,2.8877,148.11,207.47,83.765
472,2.6397,215.77,55.893,13.959
473,2.7577,46.27,56.283,221.41
474,2.758,202.59,150.09,20.234
475,2.6132,32.702,60.163,76.294
476,2.8691,191.52,45.064,201.21
477,2.802,113.91,201.22,163.72
478,2.8423,193.29,25.071,32.045
479,2.8127,77.966,32.726,185.65
480,2.6809,171.95,67.994,151.53
481,2.8247,157.49,7.5584,26.599
482,2.7035,142.83,19.643,130.66
483,2.8123,222.87,136.35,46.669
484,2.9186,114.72,194.7,146.59
485,2.9111,116.6,186.36,177.44
486,2.7551,14.03,196.51,222.75
487,2.6644,17.921,202.44,178.7
488,2.6788,26.4,213.56,13.713
489,2.9275,6.2232,20.373,73.663
490,2.8039,25.34,98.355,128.2
491,2.7201,71.231,220.81,211.24
492,2.5999,70.306,70.589,150.96
493,2.5799,81.381,208.15,86.468
494,2.8128,211.69,32.687,179.24
495,2.8379,9.1839,192.16,54.268
496,2.6827,99.824,76.798,202.77
497,2.8111,32.155,25.908,149.99
498,2.9111,78.111,74.143,169.38
499,2.8256,112.21,199.43,99.613
500,2.8376,215.08,93.174,89.287
501,2.7809,3.5037,148.6,152.07
502,2.8171,213.2,144.17,29.146
503,2.6762,163.68,186.9,133.21
504,2.7475,55.912,134.18,34.111
505,2.5897,92.956,3.5568,224.83
506,2.5785,35.496,25.612,216.07
507,2.8122,223.74,118.75,223.28
508,2.5836,62.968,48.807,130.87
509,2.8316,119.42,174.2,50.448
510,2.8393,186.71,179.14,111.96
511,2.8883,27.991,98.227,102.22
512,2.9116,188.48,138.38,25.904
513,2.755,12.224,191.16,149.36
514,2.8087,63.106,128.07,207.55
515,2.6134,10.066,223.44,52.466
516,2.6178,108.57,40.044,214.96
517,2.9275,96.5,44.514,123.67
518,2.8319,74.715,24.514,36.424
519,2.8029,51.636,110.37,201.07
520,2.5983,193.68,104.86,211.26
521,2.6959,38.405,21.425,145.89
522,2.6243,84.776,39.205,192.91
523,2.8398,52.57,87.894,76.69
524,2.9006,17.479,36.787,200.96
525,2.9111,17.26,194.7,27.026
526,2.802,95.795,174.19,150.84
527,2.9111,164.7,69.904,48.534
528,2.8064,170.25,150.84,214.36
529,2.6209,60.735,47.655,174.47
530,2.8034,73.429,79.675,179.7
531,2.8719,164.39,59.71,53.627
532,2.8086,141.89,103.86,70.044
533,2.81,73.978,63.395,20.823
534,2.6993,89.33,156.12,119.34
535,2.7845,185.59,114.57,158.35
536,2.6305,137.15,195.95,70.872
537,2.5685,94.674,181.25,111.08
538,2.6014,62.421,206.15,48.227
539,2.5651,35.223,29.583,12.593
540,2.6939,76.034,128.09,216.86
541,2.6311,114.42,212.11,105.98
542,2.5978,102.87,25.07,171.38
543,2.819,145.57,216.39,218.76
544,2.913,34.97,205.46,145.18
545,2.6941,131.14,131.67,208.46
546,2.8131,143.1,72.728,217.77
547,2.7713,148.27,19.374,58.682
548,2.8229,105.31,184.48,160.59
549,2.8355,148.29,219.12,146.13
550,2.7716,212.64,213.13,13.472
551,2.8692,16.417,50.873,22.007
552,2.8768,18.675,215.5,149.39
553,2.818,148.2,198.81,217.06
554,2.802,96.362,81.784,127.49
555,2.9111,160.46,31.127,38.347
556,2.9087,212.88,172.07,115.72
557,2.803,63.262,157.91,74.005
558,2.8318,211.27,77.539,2.1896
559,2.7874,218.79,45.715,117.8
560,2.8111,15.672,36.51,207.57
561,2.8174,201.68,104.14,123.27
562,2.6692,50.29,48.289,211.82
563,2.768,200.4,167.62,218.31
564,2.8742,76.005,33.711,25.473
565,2.9145,17.43,218.76,23.209
566,2.8148,190.93,111.5,92.117
567,2.6976,198.84,56.418,139.44
568,2.6612,178.45,215.77,5.8597
569,2.9298,161.87,153.42,7.0416
570,2.7547,19.903,10.432,201.64
571,2.7099,87.655,178.94,194.55
572,2.6228,50.558,148.7,53.912
573,2.5916,6.0735,39.48,173.36
574,2.6313,64.372,37.251,92.147
575,2.655,18.005,8.8646,36.921
576,2.6767,91.594,174.48,194.34
577,2.8494,211.12,34.187,30.124
578,2.6813,79.112,51.931,28.368
579,2.7461,132.03,94.934,9.9385
580,2.7776,205.06,143.68,52.955
581,2.859,177.02,55.796,167.25
582,2.6737,194.32,17.404,176.79
583,2.6602,33.561,181.6,10.905
584,2.8197,214.51,42.016,128.86
585,2.9131,210.43,71.03,137.82
586,2.8047,66.791,126.66,179.56
587,2.9111,164.28,181.41,144.61
588,2.849,219.27,159.76,10.468
589,2.8722,63.395,44.748,221.16
590,2.8094,132.32,164.14,18.229
591,2.847,83.978,133.95,3.6762
592,2.5909,215.8,37.756,57.581
593,2.8113,93.959,155.52,137.36
594,2.8869,182.53,6.5387,126.12
595,2.6511,81.373,188.29,75.45
596,2.8037,210.98,183.95,194.83
597,2.616,184.95,88.745,173.65
598,2.7562,218.85,145.8,210.75
599,3.0062,69.332,179.7,26.599
600,2.7597,165.59,69.759,120.46
601,2.8399,147.44,45.741,204.68
602,2.5692,130.89,36.945,148.14
603,2.8081,222.33,61.408,25.612
604,2.819,68.233,201.03,85.521
605,2.7073,93.024,194.88,32.345
606,2.7387,84.373,51.944,154.64
607,2.7026,53.947,204.73,196.19
608,2.637,175.65,217.78,42.038
609,2.9202,13.581,115.47,9.8071
610,2.6278,37.174,177.86,163.69
611,2.686,108.79,84.249,90.37
612,2.5909,111.63,87.046,30.696
613,2.8179,25.08,174.33,133.68
614,2.6944,62.719,15.149,2.1963
615,2.8212,47.547,170.53,52.263
616,2.8121,79.048,86.103,188.73
617,2.6197,91.818,53.023,32.404
618,2.6415,27.924,101.19,45.717
619,2.8266,113.11,25.01,14.719
620,2.6173,176.49,15.15,178.13
621,2.6895,122.64,55.959,174.49
622,2.6278,110.83,70.618,41.713
623,2.701,96.718,74.611,124.96
624,2.7402,94.307,219.25,156.32
625,2.7599,67.201,129.92,199.67
626,2.9135,193.17,173.19,51.786
627,2.9705,65.064,87.444,113.48
628,2.8723,79.809,181.65,117.02
629,2.8547,165.84,199.12,84.279
630,2.8568,176.59,215,191.09
631,2.6369,50.798,80.272,108.84
632,2.803,85.891,40.755,168.82
633,2.8151,105.41,37.07,210.93
634,2.7492,58.685,45.618,20.01
635,2.8678,73.452,221.3,122.5
636,2.8234,134.61,177.18,206.53
637,2.9111,185.65,45.138,145.18
638,2.9115,211.25,46.975,36.793
639,2.5899,106.86,94.946,86.749
640,2.7767,162.26,104.89,59.117
641,2.9115,88.447,94.236,25.75
642,2.9117,51.786,169.1,12.449
643,2.773,134.81,20.276,216.18
644,2.8134,54.872,56.387,118.21
645,2.9274,5.3742,126.7,21.511
646,2.692,24.235,127.47,114.41
647,2.8221,174.15,15.002,79.991
648,2.6918,26.129,179.79,144.16
649,2.6562,92.448,162.57,132.55
650,2.799,116.13,34.742,127.67
651,2.8595,104.76,188.91,73.86
652,2.746,131,123.53,180.11
653,2.7717,173.73,158.11,200.49
654,2.8816,198.98,43.579,63.544
655,2.8061,73.708,127.75,173.76
656,2.8252,17.543,60.661,96.686
657,2.6572,36.06,148.49,68.072
658,2.7503,22.237,202.94,4.0871
659,2.8102,90.716,13.581,212.36
660,2.8896,122.28,39.52,215.65
661,2.8089,85.639,141.64,194.71
662,2.653,111.98,32.13,72.293
663,2.6928,185.85,195.74,9.4455
664,2.8425,33.019,177.47,48.993
665,2.8032,130.32,37.925,88.734
666,2.8027,198.82,39.057,187.77
667,2.7614,222.46,115.91,81.351
668,2.7327,26.177,158.24,156.04
669,2.7001,83.379,74.629,80.281
670,2.8026,88.164,57.307,209.99
671,2.8033,2.8272,83.33,155.51
672,2.7208,123.15,60.419,191.45
673,2.649,5.5757,19.954,128.61
674,2.5725,146.46,115.6,172.76
675,2.815,96.783,96.918,169.14
676,2.648,160.33,44.609,213.57
677,2.8229,78.772,183.56,129.62
678,2.8484,109.17,123.11,142.82
679,2.7898,101.49,172.26,142.66
680,2.7033,176.69,25.402,109.4
681,2.8052,29.026,97.505,138.11
682,2.7595,19.557,109.93,209.3
683,2.9278,209.7,192.72,62.178
684,2.8465,143.67,179.07,59.993
685,2.7571,140.62,97.494,146.14
686,2.8454,126.4,112.92,98.834
687,2.7497,205.91,1.9474,45.148
688,2.9143,62.829,59.716,94.355
689,2.6355,204.21,81.328,80.199
690,2.8174,81.501,96.059,188.29
691,2.6824,91.502,104.79,118.72
692,2.7983,166.05,87.821,169.48
693,2.8089,59.71,138.81,177.33
694,2.827,184.96,128.56,214.23
695,2.7657,169.76,135.15,47.628
696,2.561,176.17,60.149,186.92
697,2.9723,24.901,207.41,150.84
698,2.7604,183.53,50.974,63.578
699,2.8137,114.9,187.53,76.822
700,3.0383,111.97,225.27,87.336
701,2.6254,132.89,116.74,165.45
702,2.708,1.8513,9.4616,55.413
703,2.6786,134.06,179.86,174.14
704,2.7317,81.412,190.93,145.25
705,2.6806,171.11,76.768,2.1225
706,2.8144,111.22,180.42,38.671
707,2.7509,185.26,111.06,47.222
708,2.8153,222.15,149.89,198.54
709,2.8252,31.614,66.502,134
710,2.6503,126.11,222.6,224.8
711,2.8242,22.637,140.57,91.834
712,2.6631,191.73,21.41,174.8
713,2.8233,70.841,196.17,186.47
714,2.8212,140.19,170.18,84.614
715,2.9949,17.543,204.04,95.934
716,2.9111,182.82,14.008,61.974
717,2.6929,72.023,108.56,112
718,2.8171,160.18,210.72,145.08
719,2.8029,31.555,150.69,93.959
720,2.8053,16.283,21.788,167.7
721,2.7653,89.821,77.851,49.667
722,2.8181,218.19,141.9,200.55
723,2.5981,126.33,166.26,63.545
724,2.8487,165.46,36.51,179.92
725,2.9704,103.86,86.625,28.297
726,2.7295,213.73,40.612,175.39
727,2.6886,222.81,13.668,63.27
728,2.6976,196.21,29.871,199.59
729,2.9115,141.78,165.99,166.68
730,2.8059,205.06,24.901,15.988
731,2.705,144.44,189.43,43.512
732,2.9111,23.065,200.65,192.72
733,2.8032,44.428,177.58,219.2
734,2.7888,222.97,213.27,79.027
