node, diameter, xcor, ycor, zcor, component, path_density, path_diameter, path_radius, shorest_path_length, path_local_efficiency, path_global_efficiency, degree, strength, triangle, clustering, weighted_clustering, knn, weighted_knn, degree_centrality, closeness_centrality, betweenness, weighted_betweenness,eigenvector_centrality, weighted_eigenvector_centrality
17,   5.54160000, 160.14000000, 217.86000000,  74.60700000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  10.00000000,  20.47948000,  17.00000000,   0.37777778,   0.15701000,   8.70000000,   8.48540979,   0.00103167,   0.06910786,   0.00055248,   0.00033801,   0.00000706,   0.00000001
18,   5.46950000,   8.35740000, 183.50000000, 210.80000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  15.00000000,  26.71370000,  24.00000000,   0.22857143,   0.07590249,   7.20000000,   7.07276791,   0.00154751,   0.05394020,   0.00146209,   0.00037656,   0.00000118,   0.00000000
19,   5.54470000, 163.36000000, 143.56000000, 103.91000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  20.00000000,  43.58090000,  40.00000000,   0.21052632,   0.09537890,  10.00000000,  10.19070281,   0.00206334,   0.08787931,   0.03666930,   0.01552003,   0.00274389,   0.00002663
20,   5.41740000, 155.19000000,  63.57000000,  76.15600000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  11.00000000,  23.17870000,  13.00000000,   0.23636364,   0.09932784,   8.27272727,   8.71737846,   0.00113484,   0.08313036,   0.00955258,   0.00570475,   0.00086281,   0.00806281
21,   5.50700000, 197.89000000, 172.38000000, 153.07000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  17.00000000,  33.37256000,  29.00000000,   0.21323529,   0.08497033,  10.00000000,   9.37841958,   0.00175384,   0.07233582,   0.01346706,   0.01634851,   0.00184123,   0.00000012
22,   5.55350000, 141.97000000, 217.86000000, 115.44000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   7.00000000,  12.12087000,   7.00000000,   0.33333333,   0.13188043,   7.00000000,   6.62850604,   0.00072217,   0.07185269,   0.00287535,   0.00364345,   0.00001225,   0.00000002
23,   5.40430000,  88.64400000,  82.70400000,  90.84100000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  14.00000000,  31.94501000,  25.00000000,   0.27472527,   0.12686297,   9.64285714,   9.48890641,   0.00144434,   0.09183325,   0.00888844,   0.00823988,   0.00784004,   0.09718421
24,   5.47480000, 119.79000000,  73.34600000,  56.58500000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  12.00000000,  28.43443000,  21.00000000,   0.31818182,   0.15314978,   9.75000000,  10.26808872,   0.00123801,   0.08574006,   0.01424954,   0.00556172,   0.00113745,   0.15844958
25,   5.30330000,  62.28200000, 157.97000000,  84.61100000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  14.00000000,  27.94109000,  21.00000000,   0.23076923,   0.09530011,  10.71428571,  11.13394324,   0.00144434,   0.08335412,   0.00318291,   0.00170937,   0.00067367,   0.00003960
26,   5.30060000,  48.89200000, 153.83000000, 127.44000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   9.00000000,  19.79399000,  11.00000000,   0.30555556,   0.12858709,   9.33333333,   9.45856848,   0.00092851,   0.08105803,   0.00765977,   0.00321053,   0.00024787,   0.00004419
27,   5.48280000, 194.39000000,  38.77300000, 193.20000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  12.00000000,  29.90220000,  19.00000000,   0.28787879,   0.14234862,   9.41666667,   9.17768927,   0.00123801,   0.06182707,   0.00395782,   0.00014311,   0.00246066,   0.00000014
28,   5.37000000, 180.25000000,  40.55200000,  77.01200000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  15.00000000,  32.76375000,  32.00000000,   0.30476190,   0.13200810,  10.53333333,  10.88371752,   0.00154751,   0.07553890,   0.00993050,   0.00181369,   0.00037458,   0.00052562
29,   5.28820000,  38.57900000, 100.65000000, 194.71000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   7.00000000,  19.37880000,  10.00000000,   0.47619048,   0.23963739,   8.57142857,   8.54395525,   0.00072217,   0.06976945,   0.00162528,   0.00007826,   0.00026485,   0.00000565
30,   5.34980000,  14.09100000,  10.70800000, 150.56000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  12.00000000,  27.00462000,  18.00000000,   0.27272727,   0.11852234,   7.08333333,   7.21219554,   0.00123801,   0.05934865,   0.00137509,   0.00021960,   0.00006378,   0.00000030
31,   5.38350000, 112.97000000,  15.42500000, 200.88000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  17.00000000,  36.22588000,  32.00000000,   0.23529412,   0.10180937,  10.70588235,  10.75207172,   0.00175384,   0.06310424,   0.00276345,   0.00427757,   0.00301623,   0.00001256
32,   5.42190000,  85.22500000,  48.56300000, 118.46000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  16.00000000,  34.46194000,  31.00000000,   0.25833333,   0.11320404,  10.56250000,  10.57805045,   0.00165068,   0.08504571,   0.01613489,   0.00166773,   0.01666353,   0.00943997
33,   5.26150000, 107.23000000,  70.65100000,  57.08800000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  15.00000000,  38.69620000,  34.00000000,   0.32380952,   0.17414319,  10.00000000,   9.82615864,   0.00154751,   0.09000167,   0.03518551,   0.02285354,   0.00240358,   0.28732312
34,   5.42450000, 192.58000000,  66.98900000, 190.46000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  19.00000000,  41.30882000,  52.00000000,   0.30409357,   0.12968493,  11.36842105,  11.62373653,   0.00196018,   0.06453911,   0.00180959,   0.00049810,   0.01589866,   0.00000023
35,   5.19040000, 214.32000000, 163.92000000, 207.00000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   5.00000000,  10.55718000,   4.00000000,   0.40000000,   0.18255153,   6.80000000,   7.48974631,   0.00051584,   0.05900292,   0.00007915,   0.00010649,   0.00002632,   0.00000000
36,   5.35100000,  28.64000000,  67.97900000,   8.09760000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  17.00000000,  35.78600000,  29.00000000,   0.21323529,   0.08939867,   7.94117647,   7.97050802,   0.00175384,   0.06293788,   0.00149515,   0.00140745,   0.00001701,   0.00002367
37,   5.20740000,  60.64000000,  63.31500000,  87.58400000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  21.00000000,  42.62047000,  56.00000000,   0.26666667,   0.11127048,  10.71428571,  10.79521835,   0.00216651,   0.08657247,   0.02577206,   0.01616732,   0.01393002,   0.05126674
38,   5.33300000, 176.18000000, 179.55000000, 120.34000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  15.00000000,  31.62118000,  26.00000000,   0.24761905,   0.10634444,   8.13333333,   8.07644623,   0.00154751,   0.07644141,   0.00635730,   0.00323186,   0.00050635,   0.00000069
39,   5.40700000,  16.62000000,  43.95900000, 215.47000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   6.00000000,  15.52220000,   7.00000000,   0.46666667,   0.20568997,   7.16666667,   6.97950677,   0.00061900,   0.05804678,   0.00093014,   0.00000000,   0.00001533,   0.00000015
40,   5.19190000, 162.28000000, 134.48000000, 176.48000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  11.00000000,  20.76155000,  18.00000000,   0.32727273,   0.12873596,   9.45454545,   9.89600969,   0.00113484,   0.07568399,   0.00321139,   0.02054290,   0.00429798,   0.00000005
41,   5.38900000, 158.38000000,  29.27900000,  97.30100000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  16.00000000,  36.95218000,  27.00000000,   0.22500000,   0.11058843,   9.81250000,   9.93538784,   0.00165068,   0.07618067,   0.01038987,   0.00679849,   0.00140990,   0.00154618
42,   5.28370000, 104.57000000,  88.75700000,  79.18700000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  12.00000000,  30.06950000,  21.00000000,   0.31818182,   0.17358593,   9.91666667,   9.69921681,   0.00123801,   0.09324227,   0.02236326,   0.00635112,   0.00736653,   0.19957976
43,   5.28820000,   6.59980000,  96.32800000, 197.92000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  16.00000000,  35.15470000,  31.00000000,   0.25833333,   0.11989949,   8.68750000,   9.07098909,   0.00165068,   0.06488647,   0.00126750,   0.00079519,   0.00014528,   0.00000968
44,   5.57450000,   6.26030000,  23.16500000,  28.10200000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  11.00000000,  26.58220000,  18.00000000,   0.32727273,   0.16874002,   8.72727273,   8.72247594,   0.00113484,   0.05911808,   0.00134345,   0.00073803,   0.00001202,   0.00005564
45,   5.18460000,  21.35300000,  80.55000000, 108.61000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  15.00000000,  33.53817000,  26.00000000,   0.24761905,   0.11038085,   8.93333333,   8.94895637,   0.00154751,   0.07780668,   0.00750733,   0.00321462,   0.00083600,   0.00419946
46,   5.28250000, 109.39000000,   1.51970000, 148.79000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   7.00000000,  15.99490000,   8.00000000,   0.38095238,   0.16019017,  10.14285714,   9.73464667,   0.00072217,   0.06744927,   0.00114680,   0.00002689,   0.00131609,   0.00015611
47,   5.09930000, 213.78000000,  82.70400000, 166.04000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  11.00000000,  26.50360000,  13.00000000,   0.23636364,   0.12298021,   8.54545455,   8.63344602,   0.00113484,   0.06817223,   0.00799276,   0.00089459,   0.00242817,   0.00000009
48,   5.09670000,  33.96000000,  97.67900000, 186.29000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   8.00000000,  24.30950000,  10.00000000,   0.35714286,   0.21611660,  10.62500000,  10.71779757,   0.00082534,   0.07211302,   0.00299023,   0.00000654,   0.00033170,   0.00002188
49,   5.17110000, 111.95000000,  63.07000000,  79.15100000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   8.00000000,  21.85320000,  14.00000000,   0.50000000,   0.26950578,  10.50000000,  10.46682866,   0.00082534,   0.08822726,   0.00069764,   0.00015777,   0.00299901,   0.11192580
50,   5.21450000,  56.45300000,  39.90800000,  57.29900000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  16.00000000,  26.87676000,  26.00000000,   0.21666667,   0.07167607,   9.81250000,   9.14034876,   0.00165068,   0.07715514,   0.01572053,   0.03282714,   0.00175994,   0.00411975
51,   5.17440000, 206.45000000, 142.05000000, 191.10000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   9.00000000,  21.70730000,  20.00000000,   0.55555556,   0.26391049,   9.77777778,   9.98770920,   0.00092851,   0.06474993,   0.00019245,   0.00000004,   0.00017840,   0.00000000
52,   5.07850000, 157.15000000, 172.64000000, 108.57000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  13.00000000,  29.54030000,  22.00000000,   0.28205128,   0.13049862,   9.15384615,   9.14689763,   0.00134117,   0.08145926,   0.00942620,   0.00129447,   0.00041276,   0.00000290
53,   5.15920000, 211.28000000, 166.83000000, 187.86000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   6.00000000,  16.57590000,  10.00000000,   0.66666667,   0.36801248,   9.83333333,   9.96969697,   0.00061900,   0.06159017,   0.00003845,   0.00000000,   0.00006534,   0.00000000
54,   5.09010000, 154.42000000, 139.73000000, 174.79000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  13.00000000,  31.21404000,  22.00000000,   0.28205128,   0.12025897,  10.53846154,   9.82080564,   0.00134117,   0.07726276,   0.02502468,   0.00058730,   0.00581971,   0.00000008
55,   5.05750000, 170.72000000, 213.30000000, 110.83000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   8.00000000,  20.26370000,   9.00000000,   0.32142857,   0.16693681,   6.87500000,   7.07954125,   0.00082534,   0.06848241,   0.00140034,   0.00031325,   0.00001797,   0.00000002
56,   5.02510000, 111.90000000,  78.38500000,  61.76500000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  11.00000000,  23.85967000,  21.00000000,   0.38181818,   0.18166074,  10.27272727,  10.10249052,   0.00113484,   0.08849307,   0.01597697,   0.02477529,   0.00191016,   0.20175488
57,   5.17940000, 117.92000000,   6.76320000, 196.77000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  17.00000000,  41.47830000,  35.00000000,   0.25735294,   0.12494570,   8.58823529,   8.62802960,   0.00175384,   0.06094961,   0.00087653,   0.00020599,   0.00181219,   0.00000971
58,   5.06080000, 151.57000000,  26.07700000, 109.14000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  10.00000000,  23.63800000,  16.00000000,   0.35555556,   0.17387680,  10.80000000,  10.99319316,   0.00103167,   0.07480725,   0.00062617,   0.00000513,   0.00115291,   0.00112654
59,   5.04700000, 205.70000000, 102.86000000,  75.89000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  16.00000000,  31.42021000,  29.00000000,   0.24166667,   0.09755248,   8.75000000,   8.76315340,   0.00165068,   0.07728309,   0.00771016,   0.00282763,   0.00045356,   0.00003490
60,   4.92320000,  13.48800000,  78.34900000, 208.63000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  14.00000000,  30.18099000,  27.00000000,   0.29670330,   0.12985946,   8.07142857,   7.96185513,   0.00144434,   0.06124112,   0.00053213,   0.00045161,   0.00008597,   0.00000316
61,   5.12000000,  43.60300000, 108.07000000, 138.86000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  11.00000000,  24.95690000,  19.00000000,   0.34545455,   0.14810647,   9.36363636,   9.30400410,   0.00113484,   0.08097203,   0.00490390,   0.00013636,   0.00071634,   0.00036326
62,   5.12390000, 213.27000000,  15.80800000, 121.14000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   8.00000000,  19.59011000,  12.00000000,   0.42857143,   0.21995305,   8.50000000,   8.73580700,   0.00082534,   0.06310588,   0.00024746,   0.00028259,   0.00007986,   0.00010272
63,   5.09250000, 120.54000000,  27.85200000, 152.66000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  12.00000000,  27.17760000,  24.00000000,   0.36363636,   0.16070703,  12.00000000,  12.14255490,   0.00123801,   0.07205674,   0.00494591,   0.00097624,   0.00366450,   0.00029729
64,   5.08670000, 191.73000000,  46.55700000,  91.90600000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   6.00000000,  17.83820000,   9.00000000,   0.60000000,   0.34582839,  11.33333333,  11.61860502,   0.00061900,   0.07026153,   0.00004280,   0.00000019,   0.00017139,   0.00030070
65,   5.16350000, 116.76000000,  84.79800000,  96.73500000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  18.00000000,  36.37240000,  35.00000000,   0.22875817,   0.09620953,  10.11111111,  10.11538694,   0.00185701,   0.09423946,   0.04560871,   0.02084301,   0.02353552,   0.10121691
66,   4.98020000,  52.67000000, 106.66000000, 202.61000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  13.00000000,  30.78278000,  17.00000000,   0.21794872,   0.10376963,   8.38461538,   8.14189622,   0.00134117,   0.07037120,   0.00682232,   0.00628270,   0.00151792,   0.00000212
67,   5.03580000, 187.42000000,   7.20150000, 215.91000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   5.00000000,  11.05390000,   6.00000000,   0.60000000,   0.26296329,   6.60000000,   6.94335031,   0.00051584,   0.05362982,   0.00010641,   0.00009506,   0.00002534,   0.00000000
68,   5.08420000, 211.68000000, 138.32000000, 155.00000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   8.00000000,  18.07680000,  13.00000000,   0.46428571,   0.20110932,   9.37500000,   9.30374292,   0.00082534,   0.06718885,   0.00063335,   0.00048435,   0.00029258,   0.00000002
69,   5.01490000, 137.82000000, 148.64000000, 194.66000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  13.00000000,  27.68722000,  20.00000000,   0.25641026,   0.11375919,   8.92307692,   8.93079190,   0.00134117,   0.07271241,   0.00250860,   0.00649863,   0.00167369,   0.00000001
70,   4.92440000, 104.23000000,  87.64100000,  72.34000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   6.00000000,  16.58870000,   9.00000000,   0.60000000,   0.34482189,  10.66666667,  10.73222133,   0.00061900,   0.09046366,   0.00351011,   0.00579636,   0.00206435,   0.15009313
71,   5.00790000, 154.03000000,  18.39400000, 122.73000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  12.00000000,  31.45510000,  17.00000000,   0.25757576,   0.13662094,   9.83333333,   9.99063427,   0.00123801,   0.07290108,   0.00557419,   0.00178116,   0.00136427,   0.00095363
72,   5.03340000, 110.73000000,  29.33700000, 201.04000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  15.00000000,  35.84587000,  26.00000000,   0.24761905,   0.11731786,  10.46666667,  10.35753938,   0.00154751,   0.06577903,   0.00305053,   0.00251255,   0.00357990,   0.00001402
73,   5.06880000,  14.53300000,  88.13400000, 198.89000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  10.00000000,  21.75860000,  26.00000000,   0.57777778,   0.24983472,  11.60000000,  11.46390852,   0.00103167,   0.06295996,   0.00011353,   0.00027082,   0.00010369,   0.00000551
74,   4.93770000, 212.44000000, 139.95000000, 194.41000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  10.00000000,  21.32812000,  15.00000000,   0.33333333,   0.15333838,   7.60000000,   8.22877216,   0.00103167,   0.06240705,   0.00090276,   0.00177933,   0.00013274,   0.00000000
75,   5.03770000, 214.70000000, 107.77000000, 161.21000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   9.00000000,  19.43569000,  13.00000000,   0.36111111,   0.14537956,   8.44444444,   7.93829856,   0.00092851,   0.06750987,   0.00053100,   0.00012348,   0.00040063,   0.00000003
76,   4.97590000, 178.90000000, 169.28000000, 115.40000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,   9.00000000,  19.25601000,  12.00000000,   0.33333333,   0.13960807,  10.33333333,  10.23376857,   0.00092851,   0.07905103,   0.00460393,   0.00110248,   0.00052471,   0.00000146
77,   4.97940000, 103.63000000,  34.77500000, 200.65000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  10.00000000,  25.43290000,  15.00000000,   0.33333333,   0.16325124,  10.60000000,  10.55244585,   0.00103167,   0.06464327,   0.00150659,   0.00002678,   0.00183130,   0.00000620
78,   4.92500000, 190.89000000, 201.85000000, 116.72000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  12.00000000,  23.81695000,  24.00000000,   0.36363636,   0.14580943,   9.41666667,   9.85999047,   0.00123801,   0.06784537,   0.00052876,   0.00025764,   0.00011200,   0.00000006
79,   5.01400000,  18.34000000, 115.52000000, 148.64000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  14.00000000,  25.98713000,  25.00000000,   0.27472527,   0.10534224,  10.42857143,  10.11061245,   0.00144434,   0.07523693,   0.01031881,   0.00905822,   0.00032379,   0.00005442
80,   4.88010000, 203.47000000, 183.82000000, 182.44000000,   1.00000000,   0.00087431,  36.00000000,  19.00000000,  14.52366324,   0.68188729,   0.08299689,  12.00000000,  28.70179000,  23.00000000,   0.34848485,   0.15576967,  10.16666667,  10.18691447,   0.00123801,   0.06217327,   0.00054059,   0.00002218,   0.00021607,   0.00000001
