1. Degree distribution
0    0.00000000
1    0.00121433
2    0.01092896
3    0.03157256
4    0.07346691
5    0.11171828
6    0.13904068
7    0.14632665
8    0.14329083
9    0.11414693
10    0.09350334
11    0.04675167
12    0.03278689
13    0.02185792
14    0.01578628
15    0.00971463
16    0.00303582
17    0.00182149
18    0.00121433
19    0.00121433
20    0.00000000
21    0.00060716
2. Degree triangle
0    0.00000000
1    0.00000000
2    0.72222222
3    1.88461538
4    3.72727273
5    5.67391304
6    7.76855895
7    9.71784232
8   11.89830508
9   13.69148936
10   15.95454545
11   18.67532468
12   20.46296296
13   23.61111111
14   24.11538462
15   28.68750000
16   30.60000000
17   29.33333333
18   31.00000000
3. Degree clustering coefficient
0    0.00000000
1    0.00000000
2    0.72222222
3    0.62820513
4    0.62121212
5    0.56739130
6    0.51790393
7    0.46275440
8    0.42493947
9    0.38031915
10    0.35454545
11    0.33955136
12    0.31004489
13    0.30270655
14    0.26500423
15    0.27321429
16    0.25500000
17    0.21568627
18    0.20261438
4. Degree weighted clustering coefficient
0    0.00000000
1    0.00000000
2    0.25515303
3    0.23416363
4    0.22915612
5    0.21892527
6    0.19990304
7    0.18065543
8    0.17234314
9    0.15684976
10    0.14527234
11    0.14572302
12    0.12469357
13    0.13511390
14    0.11444218
15    0.12062379
16    0.10234722
17    0.09950179
18    0.08145123
5. Degree rich club coefficient
0    0.00463747
1    0.00464728
2    0.00472425
3    0.00492527
4    0.00535722
5    0.00604481
6    0.00696261
7    0.00814143
8    0.00964312
9    0.01165957
10    0.01381925
11    0.01494253
12    0.01562882
13    0.01818182
14    0.03448276
15    0.05128205
16    0.03571429
17    0.00000000
18    0.00000000
6. Dergree connectivity
13    8.97222222
10    8.88636364
17    8.88235294
7    8.61173681
16    8.91250000
14    8.65384615
18    8.69444444
11    9.08382527
21    8.42857143
19   10.07894737
15    8.99166667
9    8.74408983
8    8.72722458
3    6.96794872
12    8.84104938
6    8.53639010
5    8.07500000
4    7.74793388
2    6.61111111
1    3.50000000
7. Dergree weighted connectivity
13    9.15079576
10    9.01570247
17    8.98197593
7    8.72289242
16    9.35342217
14    8.76226361
18    8.77987002
11    9.20692441
21    8.42634901
19    9.95617286
15    9.13857923
9    8.82545573
8    8.80034285
3    7.15398659
12    8.94322473
6    8.65897031
5    8.18760919
4    7.87383015
2    6.89903042
1    3.51164027
