#ID, Diameter,  Xcor,  Ycor,  Zcor
87,2.9952,53.814,52.094,154.96
88,3.0395,173.06,32.903,176.06
89,3.1023,43.556,156.04,10.911
90,3.0394,86.031,43.468,172
91,3.1088,17.097,23.386,186.39
92,3.0408,62.45,74.901,160.21
93,3.1338,66.025,84.15,51.396
94,3.0163,212.59,1.2513,108.28
95,2.9882,211.73,88.798,165.81
96,3.2203,134.76,155.33,175.97
97,3.0251,80.481,81.287,9.9242
98,3.1675,206.55,81.585,115.8
99,2.9851,216.94,6.2548,63.524
100,3.0989,144.42,179.17,191.3
101,3.0438,155.26,168.3,87.088
102,3.072,164.14,130.99,2.9207
103,2.9861,190.58,221.11,101.89
104,3.0546,28.534,85.189,162.7
105,3.0644,21.219,171.44,62.172
106,2.9749,25.744,213.94,103
107,3.0033,85.754,205.35,39.884
108,2.9514,85.752,210.85,191.98
109,3.0155,103.04,79.912,98.233
110,3.191,3.9259,21.372,79.656
111,3.0479,80.52,62.46,209.23
112,3.2015,158.92,61.243,100.91
113,3.1318,35.484,81.762,192.54
114,3.0741,21.315,110,215.37
115,3.0166,203.3,152.22,15.162
116,3.0375,53.535,171.11,186.33
117,3.0881,218.84,219.52,140.51
118,3.1665,217.81,188.62,200.16
119,3.0996,68.75,64.849,6.4776
120,3.1128,36.485,129.91,78.756
121,3.1133,210.85,158.22,14.616
122,3.1722,65.467,211,93.518
123,3.0681,46.288,15.791,187.23
124,3.0845,6.7273,132.51,96.606
125,3.0402,213.99,213.07,142.18
126,3.0265,94.648,177.54,29.377
127,3.0674,19.839,58.577,191.91
128,2.9382,46.832,15.151,208.09
129,3.1355,98.539,106.5,58.845
130,3.0516,210.07,111,68.239
131,2.9427,69.361,222.26,67.095
132,3.1197,100.36,44.075,146.1
133,3.0117,144.09,218.98,106.89
134,2.8876,76.855,220.31,202.25
135,3.014,12.984,114.13,121.4
136,3.1404,14.259,37.249,124.96
137,2.9339,172.25,15.123,21.833
138,2.9971,79.344,128.08,84.965
139,2.8976,175.57,21.81,34.044
140,3.0441,84.872,188.42,18.209
141,2.9771,148.06,82.694,79.149
142,2.986,188.13,132.47,2.3732
143,3.0017,70.692,43.738,17.653
144,3.2249,14.175,178.75,139.42
145,3.1399,109.53,86.654,60.454
146,3.1591,198.71,42.531,114.96
147,3.1601,1.1936,194.4,45.595
148,2.9066,205.86,137.5,69.362
149,3.0364,162.16,138.8,42.915
150,2.8967,81.58,36.267,183.63
151,3.1186,181.26,35.99,80.202
152,2.9684,155.26,60.187,31.773
153,3.1584,52.949,35.644,177.92
154,2.8896,42.684,148.03,4.5756
155,2.9765,2.364,75.453,208.42
156,2.9103,116.07,8.5025,67.124
157,2.9788,147.14,121.32,153.3
158,3.0003,27.152,120.52,52.902
159,3.0144,103.27,33.164,76.646
160,2.9269,204.47,0.139,211.48
161,2.9583,3.9825,222.26,210.64
162,2.9335,56.237,0.139,35.187
163,2.8901,192.85,222.26,66.279
164,2.7711,138.03,222.26,87.431
165,3.0841,86.004,47.819,179.54
166,2.9255,18.451,157.55,10.382
167,3.0311,140.53,211.83,104.07
168,2.9501,24.083,217.62,130.56
169,3.0676,81.427,126.28,77.051
170,2.9762,118.83,71.851,132.63
171,2.9342,214.28,1.8372,216.96
172,2.9566,180.65,199.69,192.5
173,2.9886,176.58,73.501,181.32
174,2.8651,37.91,183.34,3.7952
175,2.9741,136.91,93.838,187.12
176,2.921,62.062,48.231,156.7
177,2.9977,124.89,132.7,90.861
178,2.9578,49.881,176.21,70.154
179,3.0304,217.45,143.62,161.82
180,3.0488,23.883,159.69,63.145
181,2.9558,138.51,9.3703,205.63
182,2.9216,145.74,196.96,121.85
183,2.9756,45.455,211.31,92.699
184,2.9117,154.93,183.38,22.338
185,2.9307,7.3296,101.12,55.418
186,2.8858,209.74,102.39,221.11
187,2.8471,142.77,70.195,96.006
188,3.0443,8.4086,83.191,157.88
189,2.9333,104.6,103.85,104.89
190,2.8245,6.2545,121.93,39.357
191,2.9282,6.6059,66.812,140.83
192,2.9159,124.64,38.225,54.277
193,2.9304,199.41,98.551,216.49
194,2.8685,162.48,128.57,7.979
195,3.0377,125.42,168.33,16.428
196,2.968,13.997,221.25,208.1
197,2.9747,16.542,2.2506,17.113
198,2.886,57.999,84.886,99.626
199,2.9503,12.286,74.956,220.63
200,3.0274,77.631,154.87,188.67
201,2.8595,47.955,31.88,30.183
202,2.8706,199.49,38.46,150.5
203,2.9264,31.506,61.02,122.38
204,2.9006,111.65,201.37,164.21
205,3.0208,27.797,49.644,70.751
206,2.9804,50.345,196.38,207.54
207,2.9968,119.96,15.93,58.075
208,2.8439,24.603,96.564,19.338
209,2.9584,62.092,130.24,214.38
210,3.0911,5.5635,93.961,175.22
211,2.8678,2.1445,84.373,5.0851
212,3.0214,158.88,60.095,140.67
213,2.9712,102.14,36.971,114.67
214,2.98,46.985,180.56,12.691
215,2.891,96.07,34.591,56.204
216,2.8428,141.64,204.23,124.74
217,3.086,171.71,55.597,95.357
218,3.0039,136.99,220.17,76.049
219,2.9891,6.2532,177.37,50.4
220,3.0857,204.61,49.574,48.653
221,2.9701,66.312,113.58,167.08
222,2.7979,159.45,210.82,6.2726
223,3.3271,92.402,96.747,126.49
224,2.9913,2.1417,26.407,189.2
225,2.7544,92.436,10.129,181.97
226,2.8186,62.446,155.8,155.31
227,2.7809,166.11,121.6,127.43
228,2.7367,83.524,17.374,182.79
229,2.7942,43.49,196.65,10.687
230,2.9163,24.676,74.7,115.29
231,2.765,25.416,112.71,118.56
232,2.8315,197.8,152.55,196.96
233,2.9026,166.2,155.82,58.749
234,2.8395,190.34,153.86,10.195
235,2.9785,105.54,110.51,104.25
236,2.9918,215.17,208.34,32.608
237,2.8122,174.71,133.61,80.243
238,2.7984,21.565,144.41,196.36
239,2.8893,39.034,213.7,114.88
240,2.8937,21.3,191.77,194.49
241,2.9969,85.627,18.509,202.31
242,2.8696,122.97,193.67,108.78
243,2.8572,215,152.18,64.145
244,2.9073,24.555,68.714,135.82
245,2.8238,24.923,190.83,25.954
246,2.7245,171.39,191.97,170
247,2.8148,102.72,7.8676,30.173
248,2.7672,146.66,71.297,202.55
249,2.836,102.66,99.097,41.595
250,2.8313,207.02,209.45,191.36
251,2.7964,200.61,215.89,87.688
252,3.0245,205.39,9.1712,41.033
253,2.8717,63.722,199.46,133.27
254,2.8379,118.82,12.101,10.082
255,2.8248,214.8,151.63,155.85
256,2.8057,120.22,51.242,54.35
257,2.8415,69.125,114.43,160.04
258,2.9752,89.099,47.99,161.79
259,2.8437,219.69,135.52,10.703
260,2.8669,44.583,39.687,166.41
261,2.825,15.45,196.47,185.84
262,2.7615,195.56,28.773,125.22
263,2.8338,20.414,161.14,203.68
264,2.8794,60.703,177.17,218.71
265,2.8507,136.12,159.93,131.1
266,2.8558,92.68,185.08,200.32
267,2.9705,54.071,32.411,149.84
268,2.8776,152.96,81.612,28.53
269,2.9736,52.033,109.76,13.544
270,2.9783,103.04,216.7,88.679
271,2.9898,39.901,188.2,39.279
272,2.9916,142.17,133.16,69.973
273,2.9895,95.715,104.53,134.12
274,2.8109,37.112,163.56,185.81
275,2.8877,149.36,138.56,71.52
276,2.9686,69.622,40.448,103.69
277,3.0134,49.759,187.98,221.42
278,2.8776,220.6,144.68,186.59
279,2.8646,33.72,55.774,44.571
280,2.8497,199.53,88.812,209.71
281,2.7899,103.27,7.3831,129.37
282,3.0021,133.93,210.17,71.325
283,2.806,155.82,43.491,76.638
284,2.9911,11.679,180.24,167.25
285,2.8042,14.076,143.03,2.9538
286,3.0892,209.25,23.905,140.94
287,2.7812,5.1513,206.43,207.28
288,2.8676,107.14,144.18,96.114
289,2.9666,99.106,72.141,26.135
290,2.991,185.86,195.24,57.265
291,2.8918,85.541,48.733,208.3
292,2.9715,171.92,100.36,182.77
293,2.9759,213.96,126.62,100.08
294,2.9168,66.117,165.01,39.002
295,2.8237,45.41,52.644,136.38
296,2.9871,137.14,159.29,139.69
297,2.9692,165.56,198.09,14.731
298,2.7744,152.76,179.69,57.685
299,2.7523,77.145,149.69,128.87
300,2.8895,75.457,87.967,30.906
301,2.8944,75.453,132.83,160.03
302,2.8242,180.84,42.093,94.159
303,2.7827,3.7187,180.28,129.39
304,2.8175,141.36,65.763,54.015
305,2.971,131.49,169.16,195.32
306,2.8252,116.07,150.48,10.425
307,2.819,179.73,124.13,103.89
308,2.7714,183.9,38.814,196.96
309,2.7633,5.1637,85.773,130.54
310,2.8245,50.16,137.69,26.013
311,2.8261,87.717,186.34,30.433
312,2.7707,169.18,66.314,212.83
313,2.8703,96.945,124.96,113.62
314,2.8687,22.166,174.68,206.66
315,2.9673,202.79,83.54,70.053
316,2.7955,170.51,21.807,206.98
317,2.8123,67.452,81.626,31.252
318,2.8371,102.66,101.05,141.33
319,2.7709,147.18,36.577,213.66
320,2.9975,30.577,144.18,181.9
321,2.8433,148.85,113.78,90.45
322,2.8405,199.51,211.18,96.564
323,2.8392,116.83,159.16,179.47
324,2.9158,82.485,77.495,220.37
325,2.8268,46.344,1.2263,155.83
326,2.7986,10.997,183.3,142.18
327,2.8661,160.56,187.73,124.9
328,2.7839,148.03,177.19,116.33
329,2.9878,61.719,32.943,206.91
330,2.9809,84.509,29.01,190.59
331,2.8711,175.04,75,23.491
332,2.8145,214.77,42.971,115.18
333,2.977,101.65,1.529,148.17
334,2.9766,117.87,61.336,85.475
335,2.7801,166.66,69.655,54.037
336,2.7433,142.2,152.77,141.9
337,2.8124,36.24,130,125.23
338,2.9101,195.35,110.55,199.39
339,2.8772,181.45,130.03,29.585
340,2.821,134.45,92.981,55.782
341,2.97,165.28,91.181,187.53
342,2.8839,191.18,77.629,67.703
343,2.8603,69.401,29.632,185.22
344,2.9666,131.36,83.817,90.075
345,2.7987,78.257,5.1908,203.08
346,2.8821,24.139,30.16,125.24
347,2.7924,145.52,166.98,133.87
348,2.7565,18.78,206.41,183.32
349,2.7928,29.904,138.31,100.54
350,2.9827,76.638,27.383,119.82
351,2.8196,23.171,104.97,17.898
352,2.856,30.932,207.85,188.08
353,2.9932,148.03,95.907,104.6
354,2.7863,162.21,154.17,103.8
355,2.8362,42.443,124.73,4.587
356,2.8992,219.26,178.26,196.16
357,2.9117,142.66,7.1453,72.43
358,2.8619,164.44,185.07,212.2
359,2.871,46.287,21.63,102.73
360,2.8804,180.23,91.395,218.09
361,3.0808,99.243,15.843,190.88
362,2.7543,117.45,204.48,15.962
363,2.8646,151.43,138.3,201.63
364,2.8378,118.58,75.235,6.8686
365,2.7541,96.597,71.84,159.99
366,2.8868,8.4403,16.575,80.958
367,2.8587,20.772,216.11,201.09
368,2.8455,129.99,65.707,137.81
369,3.0012,66.59,195.43,181.6
370,2.972,62.153,203.22,155
371,2.9887,69.304,43.093,57.407
372,2.7884,169.72,48.55,211.96
373,2.8546,133.34,162.46,160.32
374,2.9767,208.22,34.856,36.576
375,3.0988,108.14,70.267,66.717
376,2.776,62.132,200.06,145.54
377,2.8797,206.97,173.15,159.71
378,2.9041,141.03,179.47,163.41
379,2.8155,161.6,179.74,22.936
380,2.8838,75.706,217.05,59.936
381,2.757,105.22,133.04,167.76
382,3.0004,81.243,66.859,189.6
383,2.9097,194.85,0.139,69.591
384,2.8994,5.2134,222.26,174.63
385,2.7566,42.075,0.139,119.12
386,2.8549,187.42,222.26,197.8
387,2.8982,184.13,222.26,139.83
388,2.7033,83.261,222.26,135.49
389,2.7093,141.6,0.139,139.4
390,2.8986,195.71,0.139,137.43
391,2.8048,217.17,0.139,53.218
392,2.8864,151.23,222.26,100.22
393,2.7433,118.03,222.26,90.153
394,2.7033,150.85,0.139,98.551
395,2.8049,194.65,0.139,55.441
396,2.7203,148.89,0.139,47.635
397,2.708,14.595,222.26,129.64
398,2.8808,69.816,85.577,60.141
399,2.8611,18.951,62.621,201.76
400,2.8582,200.36,89.995,54.249
401,2.8665,43.434,194.07,101.02
402,2.7829,62.351,141.88,175.06
403,2.7439,73.772,149.7,90.426
404,2.8428,156.32,156.56,100.28
405,2.682,4.5564,195.55,115.79
406,2.8891,71.449,126.89,55.954
407,2.7837,157.18,125.61,64.913
408,2.8798,76.806,130.06,124.03
409,2.9597,69.156,141.26,199.88
410,2.7952,209.66,215,2.0858
411,2.7943,132.43,32.955,59.447
412,2.7274,203.09,138.87,204.13
413,2.7966,198.39,100.4,38.793
414,2.7849,65.455,116.63,191.31
415,2.8869,81.143,166.38,163.15
416,2.8063,4.1365,136.64,142.46
417,2.672,213.9,82.177,56.283
418,2.7487,64.079,206.17,188.69
419,2.7601,135.78,156.9,198.98
420,2.7141,205.05,162.26,106.86
421,2.6892,5.7275,72.678,5.1731
422,2.7399,36.278,200.78,38.503
423,2.871,107.31,66.012,205.55
424,2.7082,119.99,27.147,35.989
425,2.9146,92.548,142.85,218.02
426,2.8083,107.73,137.36,187.81
427,2.9091,91.369,63.417,181.84
428,2.8851,75.521,63.707,89.206
429,2.8363,185.36,138.66,201.62
430,2.8434,114.79,88.265,199.24
431,2.7366,141.86,102.2,89.377
432,2.7512,165.03,133.52,207.55
433,2.8145,107.79,212.9,131.35
434,2.8139,196.69,71.408,115.83
435,2.7297,198.11,126.94,82.94
436,2.6868,193.08,39.856,0.9936
437,2.8023,170.06,21.329,199.25
438,2.7529,48.825,161.32,123.53
439,2.6841,23.793,48.788,199.71
440,2.9749,112.59,6.9472,198.32
441,2.8683,95.518,92.806,152.58
442,2.7546,76.795,129.69,134.93
443,2.7935,163.88,10.668,21.917
444,2.746,77.954,162.99,52.922
445,2.7964,117.53,41.353,221.45
446,2.7766,209.5,171.91,181.75
447,2.8071,42.384,103.09,5.3641
448,2.7422,36.762,133.58,53.237
449,2.7295,81.569,175.28,184.67
450,2.7403,35.148,9.313,11.051
451,2.8617,52.539,98.548,221.43
452,2.8161,12.66,4.2145,30.103
453,2.6219,36.825,83.54,109.12
454,2.7751,83.025,206.42,190.49
455,2.6371,18.195,211.43,207.53
456,2.7003,57.975,63.765,101.09
457,2.7945,82.464,1.4352,43.228
458,2.838,161.1,187.61,157.84
459,2.6988,200.27,2.3475,33.743
460,2.869,138.05,142.57,92.258
461,2.8681,7.6757,10.147,107.31
462,2.7334,92.76,129.95,212.21
463,2.8597,194.35,217.19,43.23
464,2.8761,140.18,216.22,157.31
465,2.7171,41.548,44.294,117.7
466,2.8389,128.75,5.6285,146.07
467,2.6703,189.42,29.327,214.47
468,2.724,27.091,105.84,180.02
469,2.8913,51.861,3.5878,199.09
470,2.8144,19.008,155.03,112.82
471,2.8565,77.978,60.281,47.494
472,2.8832,29.157,61.342,66.397
473,2.7228,9.869,133.88,152.42
474,2.7824,197.52,44.992,27.383
475,2.7195,155.8,99.165,49.344
476,2.8204,83.445,51.906,9.8389
477,2.8715,99.498,119.17,85
478,2.7953,18.859,29.642,203.9
479,2.7931,128.55,119.43,16.447
480,2.9027,1.7158,221.83,66.096
481,2.8745,27.322,52.798,43.124
482,2.8716,125.67,165.55,156.21
483,2.8812,5.3253,54.441,193.79
484,2.9462,163.8,203.21,154.85
485,2.8149,139.18,132.56,166.76
486,2.8328,24.44,210.31,157.86
487,2.912,142.1,177.04,186.82
488,2.8341,27.378,219.1,113.18
489,2.8984,137.32,10.456,75.604
490,2.8399,13.438,204.38,52.514
491,2.8583,210.95,140.95,4.8659
492,2.8434,124.92,213.27,73.416
493,2.8773,137,72.526,54.454
494,2.754,113.84,18.296,213.03
495,2.8705,13.654,202.99,85.299
496,2.9181,47.263,135.34,60.365
497,2.857,114.48,36.971,98.577
498,2.8473,84.452,165.91,209.92
499,2.8784,8.3798,188.52,127.92
500,2.867,13.677,209.93,198.74
501,2.887,160.71,159.01,67.971
502,2.8826,210.77,43.344,74.827
503,2.7956,75.87,72.36,191.4
504,2.7644,184.18,125.24,31.944
505,2.9171,149.96,129.83,75.342
506,2.9111,148.45,150.09,219
507,2.8928,108.73,144.32,121.73
508,2.7038,58.994,46.841,137.47
509,2.9233,89.282,17.239,196.3
510,2.7518,2.3167,60.28,109.37
511,2.8206,30.926,93.073,179.26
512,2.7605,198.91,48.547,130.14
513,2.9367,92.258,105.94,162.63
514,2.836,114.49,221.2,129.02
515,2.9395,188.49,180.18,138.97
516,2.8373,69.135,18.036,184.55
517,2.8321,202.72,88.429,196.92
518,2.899,8.1201,191.5,18.351
519,2.8396,178.71,54.567,107
520,2.6082,149.43,85.794,92.991
521,2.8362,169.06,54.071,200.46
522,2.8534,165.91,144.41,173.75
523,2.6987,144.73,188.67,171.72
524,2.8487,129.19,4.7288,151.15
525,2.7666,136.96,179.62,25.715
526,2.8047,150.72,48.77,110.04
527,2.7287,99.663,26.836,94.843
528,2.7749,71.833,213.02,219.02
529,2.7842,52.601,52.219,168.88
530,2.8282,108.84,143.75,8.0171
531,2.6761,56.316,180.85,83.602
532,2.8742,70.022,90.573,88.159
533,2.7835,66.915,150.04,23.397
534,2.6397,170.59,176.92,199.74
535,2.7308,185.61,90.987,33.439
536,2.6221,40.44,208.39,101.62
537,2.8,126.03,73.474,61.745
538,2.7444,210.03,209.84,91.092
539,2.7738,164.32,184.71,155.79
540,2.7118,8.3999,133.06,91.045
541,2.8089,110.52,48.427,78.429
542,2.6278,46.245,165.55,205.86
543,2.6674,154.21,199.19,62.15
544,2.6871,113.78,3.157,221.42
545,2.7284,102.54,10.703,170.01
546,2.7666,24.339,125.55,216.87
547,2.6046,106.08,57.674,120.25
548,2.7751,170,117.98,7.5312
549,2.6542,197.2,132.47,182.47
550,2.6542,91.626,10.435,119.35
551,2.9702,178.2,75.341,193.8
552,2.8485,89.109,183.26,204.61
553,2.8425,165.65,76.632,62.521
554,2.8226,122.54,5.239,65.264
555,2.6787,17.979,154.96,147.71
556,2.83,36.114,35.91,195.82
557,2.8977,206.55,150.04,3.3654
558,2.7612,54.566,100.23,3.8465
559,2.7311,46.193,146.66,39.6
560,2.8707,94.239,211.15,38.047
561,2.7227,77.398,165.8,219.01
562,2.8228,161.13,9.4186,53.053
563,2.6384,36.239,70.776,111.34
564,2.8112,94.738,94.546,137.46
565,2.8202,178.2,26.313,206.13
566,2.7253,128.59,211.5,93.236
567,2.8205,152.25,215.45,12.661
568,3.1568,35.577,79.511,169.58
569,2.7882,135.99,185.03,121.26
570,2.8099,196.75,6.9049,121.7
571,2.7726,217.99,139.48,2.9193
572,2.7688,202.46,145.62,199.5
573,2.6837,168.82,92.147,110.47
574,2.5983,62.387,62.699,171.39
575,2.7101,73.489,96.105,87.938
576,2.8585,159.85,48.59,77.937
577,2.769,33.5,16.576,157.6
578,2.8194,191.67,110.47,25.851
579,2.7777,144.19,135.53,203.19
580,2.7459,133.54,88.171,207.54
581,2.5672,14.039,158.32,62.123
582,2.7714,114.01,39.361,105.2
583,2.8158,33.005,2.7337,25.244
584,2.8251,118.12,207.06,96.925
585,2.8317,73.667,178.28,76.867
586,2.7364,181.95,34.517,70.226
587,2.8761,149.01,93.442,44.063
588,2.7306,142.46,136,219.16
589,2.8348,171.62,214.87,170.64
590,2.7817,33.89,176.62,101.87
591,2.8281,193.72,79.575,106.43
592,2.6135,94.126,57.938,197.24
593,2.712,12.696,34.65,179.11
594,2.7483,181.02,71.554,124.13
595,2.5833,91.619,76.589,175.84
596,2.723,29.957,148,170.51
597,2.8862,215.48,13.854,95.315
598,2.7776,215.55,213.33,103.66
599,2.8025,198.59,142.94,192.43
600,2.7427,69.099,28.689,82.205
601,2.8792,10.597,54.213,195.55
602,2.8888,196.54,85,69.453
603,2.6335,193.64,152.24,73.237
604,2.7508,94.635,126.65,208.82
605,2.8174,220.67,90.318,183.66
606,2.7907,114.73,189.07,181.69
607,2.7606,15.258,83.847,9.8565
608,2.8238,48.647,113.61,100.79
609,2.8836,1.9123,46.749,194.91
610,2.7963,160.57,207.32,100.39
611,2.5941,119.14,65.766,37.669
612,2.7226,137.46,181.31,147.17
613,2.8089,159.17,221.55,157.72
614,2.6828,186.62,42.972,193.04
615,2.6904,175.89,62.409,185.8
616,2.8353,217.12,43.567,209.22
617,2.6378,106.89,146.32,84.095
618,2.6773,74.685,10.401,117.69
619,2.7104,218.01,22.687,24.057
620,2.5887,85.503,54.359,112.73
621,2.8266,115,80.901,162.8
622,2.9532,30.021,84.515,86.41
623,2.6346,13.217,8.7974,128.87
624,2.6734,26.034,110.76,97.393
625,2.6038,184.43,58.534,104.39
626,2.8748,3.3098,183.79,1.042
627,2.8407,90.758,21.338,6.9472
628,2.8126,13.306,109.91,124.04
629,2.6367,221.44,194.42,27.383
630,2.7822,220.12,147.02,78.827
631,2.8012,178.52,208.46,47.677
632,2.7712,68.283,147.84,38.146
633,2.8603,15.698,88.685,173.24
634,2.8192,83.261,55.36,74.744
635,2.8753,166.41,151.23,74.466
636,2.8236,30.299,194.48,130.29
637,2.6231,69.387,35.151,42.976
638,2.7643,114.15,166.94,28.605
639,2.6597,72.975,199.15,210.91
640,2.6714,112.19,214.52,58.193
641,2.8605,208.75,125.88,14.789
642,2.7656,49.345,7.4727,96.092
643,2.7443,206.78,130.26,46.621
644,2.9302,103.06,123.15,176.25
645,2.8583,129.3,38.027,20.062
646,2.8141,96.581,190.15,136.34
647,2.7634,173.78,10.147,188.34
648,2.8113,60.607,55.726,96.586
649,2.626,152.22,155.82,42.634
650,2.7612,50.258,91.958,219.2
651,2.6138,69.094,2.0653,143.84
652,2.6589,169.77,113.53,145.24
653,2.8348,150.79,10.005,214.26
654,2.824,9.4548,76.889,180.24
655,2.7503,201.59,123.81,76.283
656,2.7677,107.83,168.65,213.06
657,2.6537,54.309,169.48,176.67
658,2.8703,73.471,60.885,7.2864
659,2.8266,131.65,192.62,36.106
660,2.6697,198.1,77.991,198.96
661,2.7531,46.65,218.86,111.04
662,2.7508,113.52,113.52,12.842
663,2.8155,201.16,168.74,214.73
664,2.7318,170.87,76.615,156.29
665,2.7263,24.265,153.05,111.69
666,2.7085,180.07,78.257,15.927
667,2.7544,2.8247,166.9,159.95
668,2.6672,192.5,187.73,70.77
669,2.8233,101.22,26.734,101.04
670,2.8809,182.89,173.19,141.92
671,2.8403,192.98,99.186,186.86
672,2.8394,99.495,7.2611,103.54
673,2.8849,28.052,142.62,44.341
674,2.8681,175.93,195.71,82.674
675,2.7228,220.88,21.267,154.24
676,2.6287,34.649,205.56,130.24
677,2.7303,165.82,140.72,57.728
678,2.8613,199.1,122.47,182.64
679,2.7591,18.581,83.581,82.746
680,2.8048,74.407,7.532,20.929
681,2.7534,194.68,195.28,218.83
682,2.7939,214.01,205.21,195.86
683,2.632,69.374,194.78,19.861
684,2.7033,186.76,13.186,197.52
685,2.6973,58.844,195.79,69.942
686,2.8112,170,39.234,81.501
687,2.6375,119.1,66.816,123.29
688,2.8014,78.314,71.973,206.92
689,2.7266,45.469,63.166,120.47
690,2.7606,70.236,199.83,78.595
691,2.5667,14.604,81.593,121.35
692,2.7625,94.324,48.558,83.732
693,2.9076,50.549,148.17,185.94
694,2.6518,141.64,220.35,111.85
695,2.6537,155.22,176.91,20.434
696,2.8864,2.4066,107.55,5.0068
697,2.67,19.647,18.529,139.14
698,2.8704,162.05,137.84,16.172
699,2.81,1.4688,104.05,50.069
700,2.6522,190.88,9.591,73.295
701,2.7579,9.5617,105.78,23.941
702,2.6003,155.82,185.55,58.778
703,2.7283,186.42,218.32,104.75
704,2.8732,105.18,132.88,189.27
705,2.8501,203.74,27.424,28.94
706,2.7558,20.626,2.046,197.85
707,2.6676,142.17,83.039,181.13
708,2.7517,185.58,7.0982,25.543
709,2.8947,67.736,117.01,132.33
710,2.6499,80.221,206.43,71.911
711,2.7694,5.0522,144.38,136.85
712,2.7402,163.25,161.32,173.63
713,2.8322,55.183,57.19,70.615
714,2.7758,119.07,108.61,150.07
715,2.6363,215.05,83.28,178.58
716,2.8472,10.918,14.086,39.479
717,2.7856,209.39,194.09,172.22
718,2.7801,50.285,59.97,9.5906
719,2.7889,113.88,201.24,144.36
720,2.8229,43.506,42.903,142.89
721,2.6927,195.07,37.099,70.799
722,2.8573,120.19,109.28,160.65
723,2.7592,191.98,25.136,122.91
724,2.8995,128.21,210.44,45.646
725,2.6281,192.24,195.28,151.13
726,2.7627,199.8,26.271,55.277
727,2.8915,15.046,124.78,44.228
728,2.7325,12.661,155.3,115.7
729,2.767,94.103,101.87,68.64
730,2.6452,161.89,102.18,57.962
731,2.7958,165.75,185.61,162.03
732,2.7438,80.952,20.696,128.24
733,2.5938,52.142,24.88,211.4
