#I, J,  Distance,  diameter
1274,1308,12.074,3.4169
148,1727,16.662,2.8636
691,2262,10.327,1.7256
284,5253,7.3142,1.827
284,2874,10.395,1.9711
148,266,15.72,2.8234
720,4504,14.198,1.9885
1730,5797,13.439,1.1172
91,1245,12.124,2.7837
91,3805,11,2.4812
580,1441,9.1761,2.4229
845,1245,7.359,2.4208
2071,3827,14.224,2.403
3827,6604,7.4367,1.841
1166,3518,8.6035,2.1725
1341,3956,19.481,0.49345
663,1361,9.5791,2.883
1166,3956,13.329,2.4789
145,4680,14.788,1.6127
1648,2744,6.4498,2.9718
1524,2850,6.5006,2.4852
4515,5067,10.425,1.6323
1557,2508,9.1096,2.1415
3492,6275,10.275,1.7536
3456,4062,14.904,1.8886
231,2290,13.173,2.7026
813,1833,12.434,2.1081
4456,6973,13.816,1.7812
2398,2460,19.278,0.27302
914,5650,7.9939,2.6046
1605,3634,11.423,2.1204
236,1039,19.314,2.0982
215,4644,11.389,1.692
1435,8800,9.1269,1.4301
363,3849,13.62,2.4031
964,1113,14.83,2.1535
6528,8830,20.84,0.97468
2275,4661,11.815,1.8109
6344,8382,5.7629,1.6192
6359,8662,9.0001,1.4888
5309,9649,6.6407,1.1866
4960,5309,11.922,1.2085
9109,9196,4.9212,1.414
7350,9196,12.804,1.1156
5583,8995,10.798,1.3066
7209,7336,5.5615,1.6066
6591,7336,15.099,1.0038
5697,6010,14.244,1.1076
7,5921,18.322,1.6348
8200,9155,4.9006,1.664
1393,8080,14.226,1.1878
1709,1727,9.2066,2.9638
811,5797,12.135,2.4044
159,266,10.569,3.6663
932,4504,13.262,2.627
620,845,15.085,2.328
91,5810,14.034,1.8342
2071,2100,5.0207,2.5088
3298,7253,11.293,2.2025
2744,4290,12.976,1.7333
1524,1919,7.7123,2.5743
1919,2508,9.3919,0.91833
28,2104,16.553,1.6526
686,2104,15.883,2.2161
2290,2398,7.6994,2.4219
4870,6785,10.623,1.3507
3792,4400,6.7023,1.4769
2654,3095,11.984,1.9794
5624,6963,10.489,1.4823
1302,6963,12.845,1.6191
715,1118,10.899,2.0132
7875,8382,9.0183,0.85375
7,2709,13.542,1.7132
432,1078,13.815,2.2332
6345,7425,11.189,1.3244
4960,5498,5.4408,1.8022
5583,7209,11.449,1.3712
7,2158,11.753,1.4996
1079,6325,10.607,1.9054
3645,8940,10.234,1.5257
1727,5928,11.501,1.6787
170,1308,17.177,1.8417
405,1308,13.549,1.7078
1372,2527,8.9484,2.4913
845,1424,8.8411,2.0891
811,7494,13.832,1.6156
843,4402,22.884,1.8135
7185,7253,8.2924,1.7321
4300,4578,10.51,1.2159
2293,2809,11.733,0.51184
1557,1919,8.3164,1.6669
769,3795,16.649,2.2249
864,3539,13.878,1.8161
864,2189,6.489,2.7737
5619,8153,11.019,1.6436
892,4062,14.002,2.4722
892,3156,17.355,2.0685
892,1918,8.3583,2.0965
1209,2121,8.8859,1.9726
988,1918,13.099,1.6821
1350,7430,8.7316,1.6781
1016,1933,7.0006,2.1045
2275,2654,13.56,1.5164
2054,4830,8.9237,1.7361
363,1302,13.586,2.1167
1077,3281,10.732,2.0488
2153,4661,15.524,1.9374
7693,7875,9.5656,1.7092
5498,8662,8.1353,1.8328
8290,9196,8.4911,1.0676
7,3137,8.8286,3.0299
7056,7336,11.4,1.2319
50,1159,23.989,2.0529
1159,1299,19.086,1.7585
8131,8345,9.8427,1.7181
712,3645,12.413,2.5289
125,2330,16.527,1.879
1508,8659,11.842,1.3085
1393,4122,7.6902,1.9605
4122,8964,10.981,1.198
461,1372,8.6555,2.2833
6419,8819,6.1856,1.3508
720,932,6.9654,2.8003
153,7984,14.297,1.5816
170,1445,10.079,2.5938
153,3518,18.925,2.1507
835,1424,11.668,2.1629
3381,3805,7.6669,1.6824
3455,3623,17.474,1.3398
1166,3623,18.286,1.5075
3547,6849,13.389,1.3429
5184,6849,8.3544,1.3452
2820,6399,12.416,1.6434
730,7222,15.943,1.3383
2303,3236,16.488,1.2237
2159,2478,9.2055,2.2068
2478,5221,10.934,2.0401
4071,4300,12.094,1.9622
498,1557,11.803,2.462
2850,3456,15.276,1.6192
2391,4071,9.7189,2.1689
2460,3795,16.704,1.7514
5165,5619,16.74,1.4351
2189,3257,7.2169,1.3459
988,3154,14.276,1.6661
892,1019,8.5028,2.8129
4723,9671,4.2358,1.0124
4335,9671,10.091,1.1522
2731,4335,17.683,1.6709
5821,5949,8.0638,1.955
5821,6785,10.223,1.2489
3634,5949,19.739,1.1484
216,326,20.193,2.0061
487,1039,10.685,2.8156
5562,5985,6.6498,1.713
1970,3750,13.666,1.7052
4400,6676,8.4055,1.225
5608,6676,5.8582,2.1616
243,583,22.001,2.0475
1113,4964,12.54,2.0788
4830,5628,12.877,1.5013
7785,8830,7.0657,1.3274
1716,5800,8.4758,2.3043
1716,7718,12.098,1.9391
7693,8852,6.8164,1.0762
7386,8852,11.954,1.3004
376,6317,18.325,2.0149
5309,8773,8.9889,1.0157
8646,9196,11.372,1.0188
3137,3995,12.559,2.0205
6317,8560,6.5224,1.828
8290,9386,8.9005,0.67199
6277,9381,9.9803,1.0637
5599,7336,10.062,1.9278
6325,8493,10.59,1.1275
1428,3995,10.786,1.7696
1311,6320,12.255,1.7423
5661,8138,15.529,1.6728
5449,8659,12.209,1.6529
461,1681,9.4243,2.277
266,1727,9.0852,2.3521
1308,2161,8.2572,2.7541
2874,4501,8.705,1.5693
1441,5797,11.151,1.3001
4504,5810,16.159,1.5679
198,381,10.008,1.782
845,1617,15.134,1.9178
3547,4666,13.185,1.0316
5184,5326,7.1885,1.6455
1197,6399,10.585,1.7583
2744,3313,12.094,1.727
5067,7165,6.4616,1.5839
754,2809,8.6819,2.3609
3492,5165,10.995,1.8217
5165,6137,12.357,1.9813
4456,4723,6.4286,1.8679
182,538,17.976,2.0296
215,1039,9.7867,2.7526
1605,5985,11.618,1.846
1818,5035,18.3,1.944
3792,6725,9.5154,1.8199
3849,4609,8.4689,2.2843
715,964,10.881,2.0433
7264,7785,14.869,1.484
413,3281,11.529,2.2448
315,1078,5.9764,3.5212
7167,9109,6.4428,1.208
6345,8773,11.673,1.1845
5583,6558,8.002,1.7705
8502,9056,9.1857,1.2184
8502,9111,2.6714,1.257
8290,9232,8.2417,1.0626
8502,9232,6.6204,0.83837
7209,9381,9.2846,0.93648
7350,9386,11.682,1.202
8131,8502,10.991,0.2705
5661,8310,11.522,1.0899
7991,8743,7.8581,1.7695
1709,9155,7.2773,1.4326
8063,8080,6.1178,0.80465
1793,3794,11.863,1.9386
1439,3794,15.564,0.27059
405,2161,11.212,2.6499
202,2161,9.8534,1.4679
4501,7984,6.4941,1.9394
811,6215,14.294,1.5113
1730,6215,11.893,1.6812
4148,7494,5.1386,1.7716
2100,3381,6.2549,2.4932
549,4402,12.042,1.6348
1617,3381,14.486,1.649
580,3623,17.116,1.3079
1166,3455,15.645,2.0479
162,247,9.0793,2.8184
162,663,9.854,3.1117
247,1361,11.094,3.0061
1166,1341,14.153,2.7241
3558,6399,10.691,1.6606
498,6083,12.588,2.2489
2391,2809,12.432,2.3757
3795,4071,7.912,2.1038
2809,3257,8.9003,1.695
5129,6973,7.2946,2.001
2121,4723,16.112,1.7392
201,824,10.428,2.285
182,486,12.661,2.6691
625,686,14.654,2.4229
182,1294,13.794,3.1433
1953,3750,19.018,2.0118
5035,5608,10.834,1.6426
332,2329,9.4032,3.3459
315,2329,11.437,2.3813
1716,7875,11.451,1.137
5624,8852,13.073,1.4188
50,1599,20.78,2.1266
4960,9393,9.3245,1.0038
494,1299,13.974,2.3303
9111,9232,7.6898,1.064
1907,5172,18.867,1.5266
1907,8493,12.373,1.6342
1428,2158,6.6134,2.93
6010,7339,8.4856,1.7257
1079,7991,11.121,1.6934
6027,8743,11.425,1.5248
3645,4449,13.967,2.0474
5661,6027,11.703,1.2104
1393,5449,16.108,1.1001
1289,7648,10.13,1.995
1727,7648,14.348,1.744
6419,6517,10.355,1.4871
381,405,7.0758,3.4051
4501,8687,12.112,1.627
580,8687,9.6331,2.0095
3285,4077,10.065,1.9954
247,835,12.348,2.3852
2647,5184,17.644,1.7825
1312,2760,13.418,1.7147
3558,4680,11.575,1.2766
2303,3298,14.833,1.2552
4323,7185,10.39,0.89302
3298,4323,8.8402,1.5153
126,2744,17.245,2.1053
1511,1524,10.721,2.0875
2028,4290,18.59,1.1653
813,892,13.843,2.261
2624,6973,13.979,1.3511
64,824,6.4482,3.0534
2121,9671,14.285,1.0466
257,5650,12.316,1.4871
210,1580,15.303,1.6914
217,2380,17.324,2.7332
1716,7202,11.096,0.79633
234,1945,14.201,1.8048
1302,4609,15.434,1.7818
590,3281,11.276,2.0594
1078,1118,8.169,2.9698
5559,7386,11.501,1.0672
4960,7395,7.1231,1.161
8502,9393,5.3272,0.91874
7,1428,7.8021,2.8303
8502,9386,4.957,0.63739
1854,3995,12.559,1.8133
8256,9381,6.2292,1.1497
6027,7339,13.401,1.3766
125,3726,15.595,1.7389
5661,7991,7.3325,0.93012
1393,4449,15.144,1.3422
2211,2874,10.72,1.6678
720,5810,13.201,2.1628
4148,8819,12.631,1.5455
159,461,15.939,2.9264
7049,7494,9.4955,1.5244
3455,8687,12.326,1.4165
835,845,13.205,3.3405
1341,3623,18.254,1.7258
4402,7786,13.589,1.9582
4680,6722,11.002,1.5706
2159,6722,10.829,1.6041
126,6651,16.437,1.2659
2478,5067,9.6392,1.424
2478,5854,15.393,1.0226
4548,7636,8.0506,1.6954
2050,4071,8.7713,2.1039
1557,1833,11.958,1.6539
3539,4018,15.937,1.7204
892,1350,16.406,2.1882
1294,2398,14.228,1.509
1605,5949,25.771,1.7797
257,914,8.6363,2.791
1605,5562,11.483,1.6043
1605,1933,9.8318,2.3134
5035,6676,7.2919,1.4296
3792,5035,10.497,1.2091
363,4830,11.669,1.7133
1945,3281,13.573,2.1035
964,2329,6.8834,2.6476
1061,1636,10.995,2.8301
590,1945,13.655,2.6201
1716,7693,11.678,1.4476
6351,7693,11.989,1.5322
1078,2153,12.914,2.1699
5559,6351,6.9188,1.7686
7167,8852,7.762,1.3511
1775,7056,18.129,1.5566
5498,6359,6.2752,1.1101
6558,9649,11.922,1.0673
8662,9056,4.727,1.093
4960,9111,11.558,0.50806
3809,8748,11.509,1.6033
8131,8659,8.6667,1.2043
4827,9155,10.786,1.3727
125,5111,14.976,1.3627
471,3645,14.341,1.639
5661,5928,6.3617,1.6229
8080,8659,4.5188,1.7546
2211,5253,8.0253,1.6781
266,830,12.516,0.40181
691,1372,9.6982,2.5336
5797,6215,12.193,2.0917
845,5810,10.994,2.2199
4313,6517,7.4342,2.1884
3827,6858,9.2467,1.2659
843,7786,20.112,1.7276
2647,7786,17.413,2.0887
1166,1312,16.544,2.0132
5221,9112,9.5562,1.2759
4300,5576,7.7105,1.9048
126,1196,18.952,0.89213
4548,6083,8.7526,1.6049
2520,5129,12.577,1.6696
6137,8153,8.6522,1.591
1833,3156,18.123,1.9976
625,824,12.68,2.3702
8483,8800,8.3035,1.7793
6676,6725,7.0509,1.3264
3792,6676,6.5054,1.6636
749,1893,16.577,2.1147
3792,4830,10.578,2.0349
4830,5624,19.198,1.6346
964,1559,7.8581,2.9498
4609,5632,9.4761,1.7164
5632,6871,12.876,2.1549
315,715,16.412,2.2783
1302,5624,15.648,1.2915
1716,8382,9.7587,1.4343
97,2709,8.276,2.1264
6345,6359,9.6357,1.6183
6351,7167,5.7545,1.0872
4960,8773,9.6196,0.8573
5054,6010,7.8733,1.7559
1428,3137,7.7397,1.9247
8646,8748,6.683,1.5221
1079,1907,15.582,1.9039
9232,9386,5.681,1.0991
7336,9381,7.9104,1.478
8345,9386,7.8282,0.98134
6320,7336,12.119,1.6709
7336,8256,11.823,1.6883
1079,4827,9.6368,2.0504
5661,6010,13.221,1.421
1311,1793,16.278,1.6621
461,1289,11.783,2.4607
1441,2367,11.745,1.4627
1441,8687,11.367,1.8588
6215,7494,7.1285,2.1198
1372,3285,13.885,2.0141
561,3343,17.795,1.8951
4077,4402,9.0751,1.4045
3547,4402,16.443,1.7445
2760,4020,9.3997,2.0059
2647,6535,12.496,1.8309
730,3062,13.123,1.7365
7165,9112,6.9439,1.4538
2028,4193,15.815,1.6823
615,710,20.799,1.3993
2520,3657,17.171,1.8513
4456,5949,12.866,1.2442
216,422,14.405,2.5852
257,1067,12.75,2.2608
1320,1953,15.85,1.8967
215,487,15.387,1.9568
215,1933,16.049,2.3282
583,635,20.342,1.9228
1893,4964,16.139,2.0898
3792,7785,8.0856,1.5213
2275,8262,10.165,2.2699
97,146,7.6267,3.0356
7167,7386,11.157,0.93631
4239,5972,16.622,0.52885
485,2153,14.897,1.9303
6098,7336,8.2842,1.7034
1428,3064,13.041,1.2015
707,1163,18.596,1.7296
1854,3137,6.7607,3.0072
3809,4449,12.157,1.768
2330,4898,11.799,1.6743
5449,8345,12.18,1.2115
5686,8131,11.423,1.7727
5449,5686,12.659,1.3844
2330,2415,9.2513,2.5968
471,3726,14.224,2.1798
7991,9155,4.7957,0.89624
2874,7984,7.0986,1.4753
202,405,12.766,0.95769
1296,5810,10.555,3.0117
91,1296,13.717,2.9553
202,381,17.796,2.2874
156,4504,23.277,1.4322
156,2100,18.28,1.7939
162,877,14.599,2.9141
2933,3827,14.808,1.6382
1312,3062,6.7802,2.0746
2303,4323,14.34,1.6117
4726,9112,9.1417,2.4922
4193,6651,9.9795,1.467
4448,7165,12.437,1.6848
1148,7253,14.028,1.5123
4448,4515,12.478,1.7047
231,2037,16.855,2.2265
4814,5854,17.456,1.3406
864,4018,10.323,2.0013
2731,4723,10.8,2.0418
5949,8828,14.9,1.7325
209,625,8.9114,3.0394
142,1580,8.512,2.627
210,593,13.071,2.4757
142,1970,14.316,2.2627
1330,1827,9.7992,2.2963
635,1435,10.073,1.7342
2275,5632,18.181,1.8484
1716,5624,9.7965,2.3072
7693,8382,10.763,1.2654
7,97,13.377,2.5187
7167,9623,5.4036,0.93403
8500,9623,5.5501,1.0965
8646,9623,6.14,1.0162
7395,8773,7.0173,1.1953
8500,8646,10.375,1.2604
4955,6317,12.038,1.6987
5498,9393,5.8559,1.1258
9111,9393,2.964,1.1391
485,4898,9.6626,2.0886
1079,8493,6.8181,1.89
1159,2099,13.191,2.3883
1160,2415,8.5006,2.3465
5661,8743,5.6236,1.2688
5686,8659,8.9147,1.5194
3726,5111,5.6663,2.51
1709,5661,9.3353,1.5283
1543,5520,10.782,2.0315
1393,8659,13.45,1.2529
4806,7648,6.0995,1.9243
1543,1681,7.6022,2.3598
2183,2262,8.3198,2.4677
32,244,12.201,3.3014
2367,5253,13.648,1.2402
2367,5797,8.5027,1.8562
32,156,26.767,2.2753
7984,8687,5.7773,1.7626
935,4077,14.597,1.7345
198,877,15.257,0.87093
580,1166,16.364,1.9962
91,3381,9.771,2.444
3547,4077,13.083,1.5692
498,1511,10.945,2.572
2159,9112,10.909,1.4933
4448,5067,14.124,1.8729
3465,3795,9.4123,2.2066
3795,3876,10.976,1.6111
5165,8153,10.726,1.5447
2789,3292,15.706,1.5947
2731,6785,13.321,1.3218
209,1320,14.566,2.3963
2743,5035,7.7285,1.8193
4830,5035,10.065,1.5164
5624,7785,16.62,1.2285
1113,1559,10.495,2.8017
1118,2275,13.574,1.698
391,1373,12.844,2.2263
97,1373,16.523,1.7767
5559,7693,5.1741,1.3047
1599,1636,9.8118,2.1339
5559,7167,6.246,1.5555
146,4239,7.8251,2.7229
1599,4574,10.871,2.2269
50,4574,16.715,1.6823
707,2153,12.389,2.4313
5498,6345,5.4613,1.3677
7167,8500,9.5169,1.2651
6351,8578,7.0908,1.122
8578,9109,8.2698,1.6128
6558,7395,14.475,1.3504
8578,9196,9.1526,1.2252
485,4015,9.2452,2.5886
6010,8560,10.223,1.6371
494,1159,14.449,2.2359
1163,9550,9.3279,1.1616
5599,6320,6.6588,1.3371
4449,5686,5.7631,2.195
725,2158,12.044,2.5606
725,3691,15.238,0.27141
3691,3886,13.255,0.27251
1793,3886,10.444,2.1689
1932,2415,11.001,1.6651
2099,5520,9.3751,1.633
4122,8080,9.6546,1.4078
1289,1727,21.032,2.1229
244,1393,15.479,2.2373
1296,4504,11.312,1.8303
381,845,17.877,2.0385
1166,3105,7.4048,2.1344
3105,3359,9.6024,1.8811
677,2760,18.251,2.1677
3062,7222,10.872,1.4256
2744,4193,12.126,1.7514
2028,2744,16.034,0.84915
1148,2037,17.02,2.2008
3456,4256,11.401,1.6453
2050,3876,10.81,2.021
3795,5815,11.974,0.78483
2050,5815,9.8278,1.9819
2624,5129,14.502,1.6535
1605,6911,20.146,1.2672
4870,5949,16.213,1.5954
1605,4870,14.998,1.9895
216,1251,16.645,2.5866
210,257,14.051,2.1513
142,1067,13.972,2.6647
3969,5608,7.6769,2.1129
749,1435,15.459,1.6672
234,2381,13.372,2.2937
1302,5628,17.577,0.93817
715,2329,14.077,3.0667
6344,8578,10.218,1.5711
8578,8662,6.9552,1.9311
6558,8995,13.541,1.2063
8290,8578,9.6349,0.92775
8290,9056,10.49,0.93731
8646,8651,9.1998,1.3436
1079,5172,11.005,1.7658
2158,4760,13.269,2.0022
5686,8345,6.1576,1.7646
471,3531,18.979,1.6731
279,1932,10.732,1.0911
3794,4775,13.638,1.7809
2211,7984,10.48,1.6856
932,1296,8.6718,2.7438
2367,8687,8.1523,1.5475
4313,6808,9.0432,1.1916
91,1617,17.342,1.0842
2071,3381,8.6737,1.838
561,3359,20.666,1.8327
2159,4680,6.6239,2.3775
770,3313,15.202,1.173
1196,4193,10.48,2.4361
5067,6410,9.6725,1.6328
5854,6410,13.895,0.73077
1019,3456,13.878,1.4672
2460,5815,13.476,1.1319
4018,6137,5.8159,2.202
422,864,10.663,2.8292
2121,7393,10.461,1.83
4723,7393,6.6166,2.4023
2624,8828,15.973,1.6951
6911,8828,8.2761,1.5687
1294,1458,10.672,2.6471
326,1251,9.9072,2.7401
487,1996,17.176,2.586
1893,8483,10.39,1.7806
1330,1818,8.5414,2.2894
2654,3849,9.2344,2.1185
5624,5628,17.742,1.0652
1716,8830,9.6087,1.5159
3410,4609,20.538,1.2759
3410,6871,15.198,1.6938
707,1078,17.103,1.4712
6558,8773,12.42,2.0108
494,4955,15.174,1.9287
5054,8560,8.6963,1.6225
9056,9232,6.3027,1.3826
8345,8651,13.447,0.91476
5583,9381,7.7156,1.0234
8345,9232,11.22,1.1143
494,2099,9.0078,2.9583
725,5921,15.694,0.26871
7339,8493,9.4933,1.2584
8493,8743,7.9786,1.7132
5661,7339,6.9778,1.2864
471,5111,15.836,1.5308
725,3886,6.9384,2.2614
279,1274,13.155,2.8674
1289,4806,11.013,2.0923
4276,4775,9.8003,1.1654
4276,4501,11.511,1.2521
2367,7984,11.783,1.5183
153,4276,20.667,1.9939
6419,7940,13.055,0.8549
156,932,24.683,2.0813
1795,2527,9.7864,2.5275
6059,6305,8.5234,1.9424
6305,6399,5.448,2.3047
3558,8633,7.9796,1.2137
770,4680,7.947,2.2103
2809,4300,13.885,1.7151
607,2850,9.7676,2.0686
3465,3876,7.5312,2.4049
615,4989,10.793,1.8844
615,2104,17.254,1.8051
2460,5282,13.729,2.2266
1019,1833,7.0849,2.2065
892,1833,9.61,1.9971
8153,8311,7.7837,1.1438
6137,8311,7.2828,1.3046
2731,5821,9.0925,1.4861
216,415,13.211,2.1408
5407,6785,12.332,1.5004
269,3789,13.446,3.0154
921,3789,12.99,1.6692
326,2380,13.07,3.0126
269,2380,11.61,2.0242
3969,6725,11.642,1.6232
1302,7710,7.3635,1.7945
4609,7710,12.143,1.5046
8382,8778,4.6569,1.5498
574,2709,11.73,1.0703
7,574,15.749,2.4251
7563,8852,6.401,1.3244
1775,7336,14.495,2.0171
9056,9393,3.4917,1.2163
1428,4760,12.473,2.1373
1079,8743,8.1172,1.7026
2637,3645,7.8564,1.7564
279,1163,7.7324,2.3611
32,471,16.758,2.3402
32,2732,10.454,1.6388
882,1018,17.485,1.8333
1308,4550,16.489,1.5856
241,7984,8.312,2.2133
4745,8819,9.4931,1.7325
4276,7937,10.923,1.6219
241,4501,15.226,2.1077
170,2260,20.109,2.305
91,845,14.04,2.2537
162,381,12.596,1.2562
381,877,14.406,2.2486
935,4402,9.7906,1.6783
935,3285,17.285,2.0327
3547,5184,10.983,2.1599
3359,4020,8.089,1.5744
6722,9112,11.857,1.6745
2328,2744,15.013,1.509
2328,6651,8.2987,2.0581
770,2744,15.429,2.2075
498,1919,11.201,1.0786
2037,7253,13.893,2.7343
1579,2028,18.457,1.8038
710,4989,9.4547,1.4005
3657,4814,14.079,1.8669
2624,8311,11.855,1.1677
1350,6666,8.458,2.0463
209,1953,12.436,2.2938
487,1251,14.707,2.8069
559,6120,13.023,2.2422
210,1067,16.693,1.6172
3965,5608,13.121,0.76137
1435,8483,6.7669,1.2151
1330,2654,10.567,2.3529
3818,5035,8.3972,1.7743
243,635,9.1066,2.4065
3849,5632,9.4648,2.3797
1113,1636,11.887,2.0134
4145,5624,20.604,1.8102
1716,8778,10.189,1.5252
6344,8778,10.693,1.7261
6344,8624,10.98,1.8307
6359,8624,7.5145,1.4571
8624,8662,11.65,1.1945
1775,4239,9.7788,2.0942
7167,8646,9.4217,1.063
9056,9111,6.114,1.0923
1775,5599,15.774,1.6608
834,886,12.533,1.7218
707,1160,14.735,2.0102
2592,6320,11.719,1.4954
4898,5111,6.3548,1.4708
8138,9221,18.036,0.5815
1163,2415,11.412,1.9444
1710,8138,23.655,0.27224
691,2183,12.419,2.6751
1308,2333,13.799,2.0411
5253,5797,11.556,1.7223
2211,2367,10.613,1.6509
241,2874,9.5624,2.2797
4148,7940,10.663,1.6978
241,8687,9.2187,2.0517
170,639,17.59,1.6767
5350,6808,5.1951,1.4121
6399,8633,6.502,2.0482
491,794,25.875,2.3152
4886,6722,8.3346,1.7144
4323,7253,9.4647,1.4798
607,1524,8.6639,2.8005
2478,6410,8.6174,1.9271
3876,4071,5.0971,2.6488
4814,6410,9.0786,1.6634
710,6447,11.58,1.6752
486,5815,12.17,2.2808
4456,5129,7.4093,1.3119
2624,6729,15.661,1.6819
1908,2398,6.6679,1.9454
415,422,7.6165,3.1051
5801,6911,8.7238,2.0523
559,1458,9.8473,2.6411
209,824,15.202,2.8197
1605,5801,8.3355,2.0417
559,3789,12.93,2.6832
583,1045,17.777,2.2614
3792,3818,7.3262,2.1643
363,1440,16.238,1.9056
1440,4609,15.711,1.9569
1061,2329,8.6559,2.5878
97,574,8.9767,3.6966
7563,8500,6.2919,1.4094
660,1907,15.679,1.9503
376,660,9.4197,2.8208
5930,8500,14.139,1.7746
8651,9196,10.31,0.89679
3809,7958,8.9477,1.1723
8651,8748,7.8293,1.1239
2503,5599,5.0733,2.3448
599,886,16.871,1.8509
50,834,23,0.74377
834,1159,13.093,2.4559
3995,4760,10.538,1.3617
2637,3531,12.447,2.1247
5661,9221,7.2383,1.4652
1710,7648,10.965,1.2015
1274,2415,13.199,2.0534
4339,8659,6.4164,1.9762
712,2732,15.258,2.0419
2183,5520,7.5901,3.1128
1473,1727,15.76,1.7196
2161,4550,7.4804,2.7613
241,2211,8.1999,2.3133
241,4276,10.845,1.9514
4148,6592,7.9724,1.6631
2100,4348,9.2106,1.9445
4077,7786,17.18,1.4086
2071,6059,11.54,1.6819
3547,7786,13.286,2.2497
2760,5556,13.434,1.9936
1511,2241,9.7651,1.7474
498,1524,9.829,2.8388
2744,6651,11.391,2.2362
770,2159,8.8051,2.1839
607,3456,12.558,1.4235
769,5282,11.18,1.4127
754,864,12.658,1.6982
1557,5541,8.5587,2.0191
3876,5815,7.2477,2.3664
5282,5815,5.8691,2.353
824,2121,17.158,1.7698
5407,5821,7.9267,1.9247
209,686,14.649,2.788
215,1996,10.9,2.3766
210,2895,16.459,2.3966
2385,4790,10.368,1.1233
635,749,8.4952,2.9515
749,4964,10.525,2.1229
2654,8262,9.6953,1.6166
413,2381,12.048,2.2836
682,1113,8.1564,2.4575
1945,2381,6.2737,2.6503
97,391,14.674,2.0768
1716,5559,11.567,1.063
660,1278,18.821,0.97936
886,1599,17.164,1.5284
2153,4015,9.5036,1.5371
9196,9622,6.0256,1.1985
5583,7336,11.141,1.1487
4015,4898,8.5022,1.8492
6010,8493,7.6785,1.585
7,2503,14.188,3.0027
1311,2592,10.525,2.092
741,1311,14.472,1.8658
461,1727,19.86,1.77
202,4550,14.228,1.7801
4745,6517,6.2722,2.2368
4313,5350,10.721,0.83862
580,3518,12.073,2.1025
3827,6808,9.9134,1.2226
3827,6059,7.3543,1.6942
1341,2760,16.529,0.89589
677,4020,13.475,2.0619
4680,4886,12.363,1.023
498,2234,9.9216,2.1086
1557,4548,8.367,0.85023
3456,5890,5.9728,1.6638
1019,2850,17.553,1.7506
4256,5890,8.4917,1.7637
231,1423,11.17,2.4979
3657,5129,8.5982,2.4987
1209,8499,14.733,1.5818
6729,8311,8.4442,2.0794
4456,5821,9.3808,1.1544
2398,6173,9.1825,1.7578
1908,6173,10.066,2.5823
1953,1970,13.926,1.7689
155,326,20.931,3.5032
2932,4790,9.6468,2.2923
1045,1435,8.9872,1.9342
2743,6676,11.988,1.3193
234,243,22.095,2.2981
715,8262,7.7991,1.7254
1302,4830,18.249,1.3445
1373,1558,15.914,2.2765
2381,3281,14.786,1.8021
1302,1440,13.412,1.5938
1302,4145,7.1356,2.2732
6344,9104,7.6241,1.6613
1775,6098,17.22,1.3208
5930,7958,13.024,1.853
8578,9622,6.7412,1.1417
5211,6010,7.8826,1.9475
3137,4760,9.8387,2.0883
8168,8748,6.4065,1.7145
8168,8345,6.9262,1.8089
3531,5111,6.364,2.2047
1709,8743,10.79,0.96961
1393,6627,10.677,1.8664
4339,8080,9.8119,0.27134
1543,2183,11.872,2.3869
1710,1727,15.505,2.3917
284,4775,16.711,1.4161
170,2333,15.859,2.0996
266,1473,10.059,2.373
170,882,19.447,2.3431
7940,8819,12,1.0511
153,241,20.903,1.9898
2388,6215,11.496,1.4842
2388,5797,9.1383,1.6839
845,1296,15.543,2.001
6592,7494,6.4371,1.2972
5350,6517,11.858,1.6676
1441,7108,8.4937,1.1648
877,1445,9.7848,1.8544
2911,7108,12.163,0.97672
3359,4034,10.465,2.1881
1166,5556,10.508,1.7199
4020,5556,9.836,1.7372
1312,4020,14.932,2.3555
1511,5750,12.85,2.1434
2478,9112,9.6703,1.9844
2037,3298,15.449,0.39814
1579,2744,12.023,2.5285
5890,6375,9.7297,1.671
3154,6447,14.132,1.5196
1833,5541,11.042,1.7891
3154,9350,11.697,1.1389
988,9350,11.857,1.2069
4018,8726,19.213,2.2722
8311,8726,16.2,1.7575
2731,4456,9.1974,2.3023
1294,1908,15.348,1.447
625,2070,10.679,2.9752
1458,6173,13.585,1.7824
422,1996,17.829,2.2892
142,210,19.198,0.80414
519,583,19.768,1.2761
1558,2932,18.192,1.1917
1330,3849,10.222,2.1766
39,1558,16.451,2.4589
3792,6634,11.744,1.4826
4830,6634,12.279,1.5254
6634,7785,11.242,2.1196
6634,8830,11.049,1.637
1440,3849,14.768,1.1352
260,3281,13.963,1.9559
1061,1559,9.3673,1.9348
3410,7710,10.348,1.2466
2329,3115,9.2138,2.7598
1078,3115,6.2692,2.4776
6345,8624,6.6895,1.3472
4175,8662,7.8515,1.1429
5054,7490,11.961,1.2998
8578,9056,10.075,1.2525
660,8493,15.241,1.1219
4898,8640,11.136,2.5685
5211,8493,5.8863,1.5539
599,9550,8.8211,0.99432
2637,3809,8.1977,1.394
7,725,19.704,2.3373
1160,9550,5.1142,1.1667
2592,7336,11.659,1.6842
3645,3809,13.85,1.6599
1079,1709,14.309,1.1316
2330,3726,13.095,1.4369
1710,9221,10.754,1.2532
4449,6627,7.3409,1.5992
1727,4806,14.746,1.8843
