1. Degree distribution
0    0.00000000
1    0.00032452
2    0.00438098
3    0.01719942
4    0.03861756
5    0.07674834
6    0.11796203
7    0.13256531
8    0.14846666
9    0.12850884
10    0.11147169
11    0.07642382
12    0.05549245
13    0.04234951
14    0.01979555
15    0.01395424
16    0.00649035
17    0.00405647
18    0.00194710
19    0.00129807
20    0.00081129
21    0.00081129
22    0.00032452
2. Degree triangle
0    0.00000000
1    0.00000000
2    0.62962963
3    1.96226415
4    3.92016807
5    5.96405920
6    8.09215956
7   10.22399021
8   12.42185792
9   14.70580808
10   16.89519651
11   19.30573248
12   21.73976608
13   24.06513410
14   26.70491803
15   28.32558140
16   31.82500000
17   33.08000000
18   36.41666667
19   37.00000000
20   38.80000000
21   42.80000000
3. Degree clustering coefficient
0    0.00000000
1    0.00000000
2    0.62962963
3    0.65408805
4    0.65336134
5    0.59640592
6    0.53947730
7    0.48685668
8    0.44363778
9    0.40849467
10    0.37544881
11    0.35101332
12    0.32939040
13    0.30852736
14    0.29346064
15    0.26976744
16    0.26520833
17    0.24323529
18    0.23801743
19    0.21637427
20    0.20421053
21    0.20380952
4. Degree weighted clustering coefficient
0    0.00000000
1    0.00000000
2    0.15014443
3    0.19475633
4    0.21262119
5    0.19542678
6    0.17320208
7    0.15764761
8    0.14459801
9    0.13527710
10    0.12499328
11    0.11729491
12    0.11072380
13    0.10203872
14    0.10131690
15    0.08979610
16    0.09482938
17    0.08198457
18    0.07495953
19    0.07508483
20    0.07028624
21    0.06397238
5. Degree rich club coefficient
0    0.00138107
1    0.00138186
2    0.00139134
3    0.00142397
4    0.00149047
5    0.00161251
6    0.00180625
7    0.00203784
8    0.00234088
9    0.00267352
10    0.00307958
11    0.00347275
12    0.00393383
13    0.00424935
14    0.00444364
15    0.00579897
16    0.00626566
17    0.00403226
18    0.00526316
19    0.00000000
20    0.00000000
21    0.00000000
6. Dergree connectivity
17    9.44235294
11    9.57035321
8    9.56338798
12    9.57163743
13    9.58237548
10    9.54759825
16    9.72500000
6    9.30215497
14    9.72248244
5    9.07695560
15    9.43798450
7    9.49431719
9    9.57912458
18    9.36574074
19    9.46052632
20    9.80000000
22    9.00000000
4    8.55882353
21    9.38095238
3    7.64465409
2    5.87037037
1    3.00000000
7. Dergree weighted connectivity
17    9.48200313
11    9.59628773
8    9.60948753
12    9.59761750
13    9.58827094
10    9.57758779
16    9.75139934
6    9.36893785
14    9.76635064
5    9.17534279
15    9.46081974
7    9.56648496
9    9.60807618
18    9.36395470
19    9.40807230
20    9.72682636
22    8.94882843
4    8.68773559
21    9.14504832
3    7.79938098
2    6.17485474
1    3.28338594
