#I, J,  Distance,  diameter
386,467,12.476,6.9832
19,1290,22.663,5.6895
386,1423,16.002,3.0295
510,1423,10.166,4.84
659,1064,26.005,4.438
19,74,30.312,4.7511
19,138,24.432,8.1046
824,1423,16.093,2.6886
510,824,9.0055,5.8248
74,1079,17.535,4.919
510,989,13.365,6.678
19,636,32.787,6.2739
659,1222,15.342,4.7192
138,636,13.267,7.1316
253,1079,19.291,1.9536
74,253,12.965,9.2478
636,1118,27.513,3.2561
1101,1222,9.7866,3.8946
659,1101,17.542,3.9822
659,1118,24.149,2.5152
558,1118,14.013,4.8305
558,569,23.51,2.4431
589,1249,16.447,5.2087
1132,1578,17.017,2.8811
91,558,16.463,5.3871
350,509,18.654,4.0139
350,487,15.684,5.9061
589,1132,17.797,3.5925
425,1126,12.194,6.3161
79,91,23.312,5.5081
307,509,12.721,6.5562
322,509,22.928,3.9598
136,425,21.811,6.1757
91,488,12.39,7.4456
535,1170,14.5,5.1821
136,317,38.081,2.8326
322,1183,21.156,4.2545
146,565,23.78,5.5261
79,146,14.737,4.5842
322,464,13.085,7.1261
348,568,27.548,5.3012
881,1183,12.449,5.7943
464,881,22.986,4.535
146,1361,17.856,4.6408
79,1361,14.29,2.9989
332,1200,9.6802,5.2018
136,1411,22.091,3.8642
1361,1600,7.3528,4.4045
1200,1613,11.755,3.097
1309,1505,11.952,5.0576
298,1573,17.898,4.7763
65,1184,15.451,3.6997
853,1325,11.713,4.3018
298,1492,31.227,4.492
181,763,30.699,3.1177
10,763,34.375,3.6379
928,1167,13.507,5.7254
1014,1222,13.652,4.1911
824,1123,17.473,4.5511
558,659,30.823,1.9817
348,569,35.479,3.3411
136,1126,19.126,3.8597
317,332,24.579,4.8852
1170,1613,18.366,1.6603
164,1542,18.281,3.0832
963,1492,19.026,4.3892
511,763,19.501,6.5728
10,511,28.84,5.1413
3,1017,22.037,5.3652
843,1216,13.911,4.4054
1123,1578,11.196,3.7143
1014,1587,20.568,2.299
535,1132,11.382,4.2384
568,748,18.293,4.7625
79,1600,15.564,3.308
1240,1325,10.534,5.0723
1179,1435,22.471,4.3047
19,253,36.326,3.2122
138,252,28.96,3.8721
350,1587,19.632,2.7808
589,1578,21.746,2.8218
146,336,17.555,7.2851
79,336,10.75,7.4532
734,1309,22.004,3.4361
963,1573,15.831,3.8951
298,1240,14.277,5.5895
181,511,19.522,7.2025
3,66,21.514,5.8152
10,831,25.709,6.6955
1179,1629,19.398,3.5159
307,487,18.777,5.47
535,730,20.453,3.732
181,395,21.688,5.8935
395,831,18.784,6.5287
1216,1263,12.205,5.4741
586,1587,23.988,4.4464
79,371,20.319,4.9043
730,1505,17.593,4.0164
1534,1642,10.739,3.306
527,1423,21.799,4.6733
317,1126,30.965,3.2601
146,371,25.883,6.1342
425,565,23.258,3.77
332,1528,17.078,4.3807
961,1345,14.643,4.5953
8,106,27.209,6.4642
401,1025,16.42,4.3672
391,928,28.066,4.0717
535,589,27.82,4.6738
164,828,15.249,4.1889
423,543,24.139,2.5182
843,1064,18.704,4.2303
350,586,31.041,5.0894
348,748,21.934,5.287
730,1309,16.982,4.5335
336,1361,14.294,4.1847
1562,1582,10.491,3.4636
828,1542,14.876,3.4952
542,1345,20.678,4.9032
1080,1435,15.127,4.8284
1170,1528,11.656,2.2025
82,1513,23.676,3.5717
510,1219,15.883,4.5773
636,1005,18.555,4.5522
734,1170,21.379,3.7688
419,1573,15.938,4.6734
65,853,23.056,5.3428
394,923,10.039,5.6637
12,19,13.089,10.375
1342,1423,20.121,1.0202
824,1342,14.456,2.2786
243,253,18.449,7.3048
1005,1585,13.678,2.9073
488,569,19.337,4.3642
568,1143,16.124,5.036
15,421,25.341,7.336
54,543,19.455,5.5742
298,963,28.237,4.928
703,1025,10.402,6.001
424,1060,12.552,5.4574
424,1263,19.471,4.6501
824,1219,13.914,4.0541
243,1079,17.48,3.967
407,1162,19.369,5.6849
164,1489,16.341,4.6781
96,1489,21.595,3.5549
543,637,12.135,5.2025
181,413,24.143,4.3211
372,1060,18.791,3.572
74,243,15.132,8.1345
371,374,14.061,6.1339
488,748,14.587,5.0069
336,1600,14.9,3.9599
377,766,21.591,6.3856
54,423,22.051,7.6361
65,637,22.843,5.8876
82,106,24.763,4.87
283,298,22.237,7.7631
928,1492,21.671,4.642
12,138,17.686,6.7528
350,407,23.931,6.0738
730,1170,23.103,2.3532
730,734,10.23,6.4747
1159,1200,20.171,2.7105
763,1025,20.891,5.691
394,467,17.809,7.1316
527,1342,19.293,5.1445
243,989,17.078,5.762
423,766,13.698,6.442
138,227,17.911,7.6343
227,253,32.089,5.9891
91,371,18.507,7.9627
348,488,30.177,2.4589
197,1325,22.814,2.2656
413,1146,33.633,2.8988
65,333,23.04,3.346
10,395,28.016,6.4122
467,885,12.818,6.7536
386,885,18.938,4.1204
386,527,20.38,3.3562
371,558,22.086,2.9801
91,374,20.181,3.8981
423,828,13.474,5.1338
413,861,26.87,3.9211
963,1191,16.496,5.1122
10,181,30.478,3.2824
386,624,10.143,4.9769
961,1384,12.723,4.6204
197,298,22.098,6.387
413,1339,21.14,4.4423
703,963,18.858,2.337
703,928,19.69,4.2875
139,532,17.891,5.2648
23,405,22.852,3.5108
405,1629,20.505,1.6081
989,1219,19.562,4.7574
227,636,16.39,6.0823
535,1349,14.234,4.5993
307,348,22.022,6.4822
818,1469,21.624,1.1018
1384,1534,12.204,3.9118
82,515,28.159,6.1153
65,131,14.694,7.3947
10,394,30.974,7.0397
139,1263,22.368,4.3227
19,1060,28.651,4.82
12,74,26.609,6.2533
1123,1219,14.214,5.4785
374,1118,23.426,3.6217
1132,1349,10.608,5.4722
307,464,22.987,4.3426
322,881,23.6,4.8786
515,818,26.134,3.1711
131,853,18.964,5.8048
703,1191,12.301,5.9058
467,624,15.119,3.6333
636,827,18.281,5.4574
252,1126,20.736,3.124
565,1411,21.724,2.0098
15,377,26.417,5.0252
298,419,26.16,6.1577
861,1339,13.595,4.596
527,624,13.419,7.0071
1080,1179,18.101,4.7422
307,350,25.839,7.0878
332,734,26.406,3.5745
332,1159,22.587,4.3932
413,831,18.521,5.7183
395,413,20.438,6.0693
12,372,27.696,4.4772
424,1216,12.978,5.5519
220,1118,30.405,4.675
227,252,33.364,2.3019
924,1578,14.682,2.8099
924,1132,18.421,2.5729
542,961,25.401,5.0855
1191,1492,18.339,4.6254
405,1179,19.253,6.1188
349,1064,16.932,6.3349
349,659,31.665,3.6123
1219,1342,16.965,4.7863
827,1005,13.378,5.5616
827,1585,20.052,3.012
827,1118,26.965,3.016
477,565,26.238,5.5649
96,572,24.099,4.9427
15,1562,31.189,2.9195
515,1513,15.823,3.8602
197,423,27.959,3.1462
197,283,26.378,4.0153
145,353,31.413,3.8009
168,763,20.68,5.8379
624,885,14.438,4.2808
12,1060,31.271,3.9194
659,1005,30.592,0.97766
977,1014,24.055,4.7198
977,1101,26.466,4.5631
220,636,29.754,1.7479
1117,1578,11.346,3.7997
348,350,24.803,5.7808
1126,1302,12.375,4.8255
293,317,22.066,6.7635
293,332,31.577,4.7906
532,1586,18.777,3.0995
134,424,24.022,5.2487
134,1060,19.7,5.1226
624,923,11.378,5.3882
1219,1423,22.677,1.29
74,989,21.75,3.6147
317,1302,17.494,4.7108
317,1528,11.829,4.5701
348,1143,26.112,5.1265
164,572,19.298,5.1923
131,333,15.935,5.4822
1017,1586,13.771,3.7262
977,1222,24.828,2.439
535,1352,17.371,5.1778
164,1442,17.21,4.7877
637,809,14.496,4.6367
419,1191,30.788,4.5661
6,145,14.638,8.1515
1349,1352,7.0171,4.9558
565,670,24.446,5.9846
828,1442,15.067,4.3628
82,323,13.322,7.8631
65,197,26.901,6.4094
527,885,15.358,5.0408
527,1219,25.26,1.5173
336,371,17.456,5.6764
572,828,11.797,6.791
106,108,31.372,4.58
576,763,25.297,3.5674
139,843,31.116,4.9913
12,1290,29.501,1.8159
1423,1591,19.598,1.3713
510,1591,16.984,1.8587
425,477,31.23,3.5848
146,670,29.793,3.2015
298,1191,30.212,4.4099
349,843,17.718,6.4847
349,1005,21.257,5.1546
1123,1342,13.818,4.3153
220,227,23.755,5.337
407,586,22.96,4.3144
924,1123,17.086,4.9353
589,1117,12.112,4.754
220,374,22.418,5.7734
136,293,26.29,5.1791
15,766,22.177,6.5216
66,254,25.381,4.8669
3,8,19.621,9.4536
168,1025,17.021,4.3839
168,576,12.176,6.0579
10,576,26.684,3.9574
10,1119,23.906,5.2464
1117,1123,11.989,4.9832
589,1352,15.758,4.5606
348,530,23.44,6.4871
136,670,24.677,6.3116
617,637,11.266,7.3929
197,637,31.587,3.1742
106,254,16.691,8.5021
134,1263,27.51,1.7503
885,923,17.569,0.86233
530,748,10.568,6.8144
488,530,14.382,6.3098
421,766,24.713,3.2773
54,637,27.501,3.0145
8,323,26.809,5.9504
542,1339,16.516,5.7412
108,188,29.164,3.1949
65,108,32.394,4.9334
391,1060,27.478,2.1927
74,227,34.854,4.7236
220,565,34.474,4.8041
293,1159,20.149,4.8626
670,1411,32.789,2.2084
188,637,23.09,5.5335
65,617,15.452,7.1888
511,576,15.681,4.4042
134,139,24.83,6.8353
227,827,22.423,5.743
586,977,25.07,4.5535
1159,1411,25.289,0.98339
268,515,26.476,3.5629
54,197,23.024,5.136
8,254,24.226,8.4275
66,108,28.825,6.1953
924,1117,9.5587,5.2654
589,1349,17.292,4.0619
220,477,32.555,5.2454
108,333,35.159,3.3564
349,424,16.679,6.3748
349,1216,19.241,3.6062
12,227,29.789,6.1132
1171,1349,16.374,4.3635
136,477,12.529,6.7856
515,1469,33.849,1.0611
572,809,23.062,4.2447
181,546,10.936,6.4431
134,391,21.828,2.347
527,1591,19.187,3.9582
15,419,29.875,6.4697
15,283,33.469,3.1451
395,546,10.227,7.8754
1240,1492,21.838,1.3245
394,624,14.003,4.9349
989,1591,15.769,4.7065
1064,1222,21.985,2.2108
220,827,21.354,6.6437
293,1411,31.359,2.9742
54,828,21.315,5.8062
928,1191,20.141,3.4412
139,1586,25.535,4.1979
1219,1591,14.224,3.6177
1309,1419,8.1583,5.5251
572,1489,17.296,4.2386
533,1513,20.278,0.45585
268,533,27.665,4.6521
82,533,25.595,5.8821
530,568,28.035,2.5952
530,1143,26.361,3.5156
188,254,24.055,6.2902
546,861,18.092,3.4083
139,1216,21.066,2.1836
556,1080,16.477,4.6368
407,556,33.14,5.2782
924,1349,12.948,3.7718
572,1442,13.875,4.6937
54,572,20.567,7.8599
395,511,19.546,3.8847
168,511,19.421,3.1898
530,569,33.706,2.2666
730,1419,16.679,3.2429
413,546,22.646,4.1081
257,391,15.474,5.8936
394,885,20.092,5.1681
527,655,13.907,6.3881
543,572,25.584,3.4315
65,272,24.441,5.7429
188,272,24.174,6.4193
20,333,44.556,3.446
928,1025,21.517,1.8477
655,885,8.34,6.0635
588,989,24.629,4.9299
243,588,18.004,7.1702
243,1219,19.88,2.4421
241,881,27.452,3.936
332,1631,22.001,3.3475
1143,1462,15.15,4.4392
1529,1562,12.052,3.6107
15,298,34.655,4.1993
20,298,47.224,4.0836
390,1025,13.142,5.209
3,108,21.562,8.6644
134,257,14.267,9.0228
372,629,19.554,2.3117
307,452,18.438,4.8685
322,452,10.174,7.4076
317,1159,27.841,3.4734
464,741,18.993,4.9058
188,617,18.989,5.9584
391,629,13.227,6.7614
12,391,34.917,2.7626
1326,1534,18.549,2.6971
54,766,26.551,5.1522
108,254,11.486,7.8307
511,546,20.243,2.3834
168,390,13.409,7.9948
928,944,24.995,4.3248
1342,1591,16.999,2.387
924,1171,12.174,5.95
317,1171,25.18,4.4593
403,961,11.396,6.3388
403,542,26.592,4.0186
166,809,25.36,1.8401
944,1025,19.611,3.3304
139,424,26.261,1.2118
12,629,29.204,4.4902
74,588,20.959,7.1272
1326,1384,10.603,4.4376
15,1529,30.878,4.0454
166,543,21.17,4.7146
542,546,26.231,6.2816
546,1339,19.446,4.3598
885,1507,15.671,4.5178
241,464,23.717,5.7829
1307,1562,19.059,2.9236
166,572,28.997,3.2771
257,928,31.974,3.3601
12,798,22.369,5.4867
589,924,14.18,5.8046
498,569,35.517,3.235
166,637,11.482,7.6479
131,197,24.486,3.5975
629,798,13.529,5.1682
609,1302,17.37,3.4681
678,730,25.368,4.5283
243,609,27.473,5.6575
146,477,36.988,1.3052
241,322,24.974,6.0213
54,617,25.767,1.7732
542,839,22.2,6.0732
272,617,11.246,5.6233
131,617,18.16,5.791
391,798,23.549,1.9781
556,1179,19.11,4.4191
348,498,30.024,2.9337
350,452,30.26,4.7813
1143,1327,10.313,5.1999
108,131,30.413,3.9588
395,751,16.236,6.0201
511,751,14.719,3.9372
452,464,17.905,5.319
678,1419,26.828,3.5776
678,734,25.343,5.4582
317,1631,24.577,2.4031
1327,1462,9.4844,3.582
108,272,32.327,6.2923
8,145,34.745,7.1329
576,1119,19.428,5.0405
293,1126,26.774,2.1124
293,1302,17.297,2.826
1159,1631,17.219,1.2899
403,1384,16.8,2.1772
54,166,23,6.6321
390,703,19.898,5.4214
511,791,12.257,4.2453
576,791,22.952,5.9288
498,977,18.096,5.3443
498,530,27.62,4.9034
336,408,23.968,3.7022
371,408,17.026,5.4161
477,670,11.425,6.4762
317,910,14.85,4.7157
394,527,24.715,2.6954
1048,1171,17.784,4.2217
317,1048,19.001,5.5309
332,910,24.528,3.7499
166,617,12.352,7.22
839,1339,17.339,4.9487
20,134,24.338,7.2466
202,1064,13.467,5.5934
348,586,26.248,1.2504
980,1384,19.44,1.9896
515,533,17.887,4.3314
131,272,28.658,4.3918
10,791,27.628,4.3293
20,139,25.709,7.1557
132,405,17.205,7.4278
655,1507,14.455,4.942
924,1048,21.849,2.9967
317,609,22.008,5.8534
730,974,21.255,2.9296
910,1631,14.077,3.2005
210,1339,21.148,3.8703
390,1191,21.856,5.3874
145,823,31.752,5.5469
139,161,39.804,6.2283
254,272,22.432,6.4149
298,331,14.55,6.6607
161,843,20.168,4.8652
629,1060,23.493,2.0772
624,1214,23.262,3.236
374,501,27.846,4.9298
980,1326,22.205,3.9287
403,980,19.691,5.1945
546,751,16.688,5.9343
257,629,17.399,5.8312
394,1507,23.178,2.4965
527,1214,25.035,4.5233
202,843,20.982,1.9708
589,1294,28.205,1.5812
336,1536,35.55,1.7795
515,1524,13.788,4.5543
1307,1529,9.8394,4.7722
131,1104,14.09,5.4709
617,1104,16.723,5.1731
6,221,39.433,3.7114
102,1179,18.265,4.4805
220,501,16.191,7.1205
1037,1352,12.613,3.3976
394,1119,28.196,5.0079
134,632,14.322,7.1949
678,1631,20.347,1.452
241,741,27.144,2.779
961,1326,19.477,2.4701
210,839,14.545,6.3671
298,878,24.911,5.3981
395,791,22.697,5.0515
632,1060,25.288,1.728
102,556,19.232,6.733
293,910,15.633,6.3975
272,637,17.852,5.0607
546,839,21.745,5.159
168,791,18.94,3.8723
390,944,12.906,5.5825
629,632,15.385,5.7406
588,1591,23.17,1.8619
89,586,18.034,6.7709
1117,1294,23.11,3.2632
678,974,17.433,6.3047
974,1419,17.589,2.5042
910,1159,18.892,2.6343
1032,1419,14.312,4.5824
197,1104,21.481,4.8904
20,257,23.284,6.0376
977,984,17.997,3.8022
609,1048,12.197,6.1504
589,1037,21.314,3.2988
322,1576,25.812,2.8927
336,803,25.548,0.39883
286,828,27.274,2.6657
54,286,31.163,5.9066
323,385,27.47,4.4674
394,1214,24.353,3.9885
307,586,32.235,1.6541
241,452,25.684,3.253
371,488,28.526,3.2802
488,816,25.929,5.1717
408,803,11.604,5.933
197,331,23.797,5.0197
210,413,22.527,5.7609
546,562,13.298,6.067
751,791,11.735,5.5957
620,928,32.18,2.2057
257,620,28.494,4.8864
102,405,22.771,1.8293
161,202,11.798,6.034
498,586,18.631,3.4719
350,441,39.254,3.56
286,1442,26.649,0.39338
419,878,31.203,2.7063
395,562,10.38,7.1583
161,349,20.159,5.0623
407,441,18.997,6.0739
317,1333,16.921,4.62
1302,1333,17.38,2.96
530,816,21.697,3.3903
15,286,30.082,5.8746
15,197,39.721,4.6571
298,799,17.364,5.6312
562,839,23.426,5.0176
202,984,29.08,0.89591
589,1421,21.327,2.1924
403,1326,17.181,3.8763
132,221,38.192,3.3099
89,407,23.33,5.2492
217,227,20.665,5.1627
217,220,18.907,4.0592
217,827,18.674,6.8041
464,1189,22.019,3.4951
741,1462,24.35,2.7892
168,751,23.769,4.4734
394,655,25.409,3.5582
1048,1139,12.137,4.0742
317,1139,25.91,3.1853
670,803,22.825,4.3552
15,54,45.408,2.427
82,385,33.397,2.222
131,1187,15.737,5.365
8,108,26.074,6.7173
102,132,11.439,9.4216
1214,1591,24.918,1.6291
12,594,31.021,4.9132
202,349,18.02,5.8872
655,1306,17.558,4.8343
74,1242,26.234,4.4999
609,1333,14.396,3.8274
290,322,23.967,2.4094
293,477,29.583,3.4312
803,1536,16.319,4.6959
670,905,24.748,2.8961
166,272,16.273,3.4457
15,799,28.221,5.8723
197,799,28.747,4.011
617,1187,16.983,3.6956
272,1187,15.868,5.4415
257,632,18.952,5.7524
366,407,22.079,3.226
441,452,28.883,3.8851
1139,1171,13.386,4.4245
371,816,28.438,2.9557
241,290,15.584,6.9597
974,1037,19.863,5.0062
678,910,27.841,5.5658
1358,1529,19.321,3.3057
15,1358,24.443,4.9841
15,878,30.629,4.9991
413,562,25.059,4.3005
797,1119,20.149,4.7721
394,797,30.335,4.9884
477,501,30.734,4.3774
530,727,16.511,5.7319
290,452,16.655,4.0761
727,816,11.245,5.4554
166,1104,14.96,5.7473
331,799,16.28,6.5702
333,1176,32.04,1.7431
20,1176,37.04,6.2975
88,202,16.989,8.7122
366,556,23.567,6.7874
655,1294,26.426,2.77
243,1242,22.363,4.6965
1302,1415,16.122,2.188
293,1415,13.24,4.701
54,1104,27,1.9088
1104,1187,10.023,5.0954
878,1191,28.042,1.6001
298,1176,33.444,1.5547
588,594,20.438,5.4016
88,984,18.939,4.9515
1294,1421,13.767,4.5914
366,441,19.77,6.1546
371,1273,17.544,3.5055
1037,1171,18.316,4.321
488,727,23.398,1.5578
241,1576,17.108,3.9482
6,422,31.346,2.1635
145,221,19.154,4.8239
1117,1421,24.995,2.3614
317,1373,19.45,3.2437
741,1189,16.304,3.7389
1307,1358,14.661,5.1427
385,533,13.326,6.6412
166,411,9.8491,7.5776
272,411,8.965,7.1885
3,422,26.454,7.9844
655,1214,31.076,4.6847
589,1329,24.735,0.79604
1139,1333,25.528,3.453
8,385,50.232,4.6165
411,617,11.918,4.0176
131,1176,22.038,3.1558
145,259,12.847,8.0419
32,349,24.707,6.8549
286,1529,28.693,2.0438
323,533,26.184,2.0821
331,1176,18.852,5.368
556,1177,18.925,4.4155
1294,1306,19.558,2.8116
89,977,21.939,4.0583
1329,1421,20.521,4.566
1333,1415,9.4008,4.3432
1333,1373,10.411,4.2548
408,816,23.836,5.0788
974,1032,13.334,5.85
562,751,17.425,5.7436
145,422,27.718,4.4054
3,145,38.447,1.8279
1117,1329,29.228,3.0395
1037,1329,19.803,4.6656
501,1273,20.244,3.8169
498,727,23.021,5.1207
241,1189,13.601,5.3432
504,1307,29.057,3.9428
8,852,24.957,5.5464
44,139,52.051,1.2845
407,1177,22.801,0.93331
905,1536,11.56,4.5618
1326,1362,29.447,2.979
8,533,49.293,4.0685
168,944,23.973,1.401
44,161,22.887,9.3521
620,629,30.835,2.6155
594,798,24.986,3.3035
32,202,27.659,6.4838
441,586,21.909,3.342
924,1037,23.793,2.8473
286,766,26.529,5.1061
411,1104,14.267,5.1809
197,1176,28.637,2.8183
588,1242,17.326,4.2261
1048,1373,10.083,4.0226
1139,1373,11.964,4.1431
408,1273,13.504,5.1556
530,1327,26.974,0.86056
254,852,18.659,6.9158
944,1371,12.491,4.4027
620,944,25.052,2.8595
257,635,16.156,6.9517
227,675,18.685,6.4755
290,1576,15.257,3.8811
799,878,12.485,6.3811
20,331,44.506,4.3555
259,823,27.275,5.4978
94,161,51.444,1.1027
632,635,11.156,7.3972
629,635,10.354,6.5327
436,556,22.785,4.949
501,827,25.005,4.6107
609,1373,15.584,4.0459
290,464,26.765,1.2592
462,542,30.328,3.1345
462,839,24.935,5.6667
576,797,29.128,3.7642
3,94,48.778,5.0868
89,1177,27.232,3.59
89,441,22.259,5.9838
924,1329,26.8,1.0947
1037,1139,18.995,3.7202
12,723,29.541,3.7813
411,1187,20.247,6.3844
797,1214,21.042,2.7234
217,501,21.652,4.7367
403,462,25.906,5.1456
221,422,16.869,6.8429
3,221,36.834,2.915
394,1152,24.316,3.407
588,1556,18.771,3.3073
227,723,27.633,3.3646
210,562,22.147,5.7307
620,1371,17.977,4.4529
797,1152,19.751,3.9466
1152,1214,10.523,5.5698
32,424,39.14,1.3802
12,712,40.385,5.0478
441,1002,10.725,5.7409
317,1415,20.039,1.7128
670,682,19.302,5.5169
290,1189,18.141,3.0418
712,723,14.497,6.1215
693,827,27.734,0.26946
290,441,33.609,2.3479
145,1322,17.972,3.8071
32,134,48.273,7.206
134,349,37.574,2.6025
217,693,20.845,5.9508
89,498,25.804,3.5959
1037,1082,18.906,3.8779
477,682,22.601,4.081
15,1239,21.087,5.8006
272,560,24.262,5.4265
221,1322,24.608,5.9108
44,94,29.517,8.2697
1082,1421,15.577,3.3497
1082,1329,7.5313,5.0096
1176,1187,22.233,3.6868
729,797,17.516,6.4364
729,1214,15.195,4.7321
366,1177,16.646,3.3722
227,1242,36.422,0.80784
290,1002,31.019,3.2178
108,560,23.343,4.8373
32,161,29.735,5.7414
594,1556,16.449,3.1882
366,436,15.493,6.6513
572,1236,19.051,4.5086
390,1052,17.747,5.406
132,1322,29.178,3.057
556,615,21.932,5.8803
1112,1242,12.389,4.3783
227,1112,40.426,1.1135
910,1259,21.98,2.6302
1327,1420,21.763,4.3248
562,791,26.356,2.3955
134,161,51.852,4.3732
1270,1507,19.554,3.1803
655,1270,28.189,4.5495
1270,1306,12.103,4.2915
217,430,19.63,6.1751
430,501,21.665,6.9471
803,905,15.724,5.5221
54,1236,27.076,3.4471
8,422,32.515,3.8453
620,635,32.338,4.6073
501,803,31.856,3.4204
1368,1371,9.0573,5.0731
132,1604,17.114,3.4496
675,723,9.8619,6.1528
366,1002,10.85,5.6098
1104,1176,22.501,0.83769
791,1335,16.174,5.4495
635,798,15.502,3.0836
729,1556,16.348,3.2153
594,712,32.305,4.0091
609,1523,14.509,2.8304
293,901,25.537,4.0442
722,839,25.405,5.2393
210,462,19.819,4.8663
259,1322,12.493,3.8572
797,1368,27.196,3.7864
20,632,23.666,4.2413
102,615,22.611,3.8512
1333,1523,14.171,3.3505
1037,1510,19.471,4.1442
727,950,22.169,3.2791
109,572,40.526,2.2257
675,1112,28.576,3.3314
901,1415,14.267,4.5505
345,408,31.395,5.7915
5,878,42.116,2.904
751,1335,16.298,4.7631
88,161,20.411,6.0887
408,501,29.913,1.6063
1139,1259,18.002,4.8202
504,1362,19.689,3.1647
633,751,20.357,3.3761
615,1177,16.026,4.7092
32,693,19.783,4.806
609,1242,31.201,1.677
974,1510,19.04,3.9913
533,1363,23.476,4.0822
15,496,33.418,6.1998
210,722,21.595,5.503
496,878,16.732,6.5597
620,1368,19.67,4.9485
217,675,19.369,3.2504
504,1358,27.655,4.4978
246,403,25.019,5.1685
588,1112,18.672,4.3465
1373,1523,15.809,3.9617
441,1445,20.372,4.5925
678,1259,20.103,4.2653
241,796,25.931,2.9138
3,118,43.105,5.4425
729,1152,17.847,3.8848
1415,1523,16.736,4.4257
385,1280,18.485,5.0166
108,118,27.494,7.7017
108,422,33.647,3.4113
562,1335,22.891,3.8248
594,1317,18.028,3.9243
1317,1556,15.063,3.3166
153,217,11.003,7.4002
498,686,21.666,4.26
452,1445,19.376,1.5196
1259,1510,10.668,4.6773
293,596,36.986,0.26924
1196,1358,16.669,4.9049
166,1236,25.989,2.843
462,722,9.5309,7.2712
411,560,27.836,5.7294
594,1354,21.634,3.3874
712,798,27.619,2.0768
1002,1445,19.949,4.0007
498,1353,23.567,3.1466
727,1353,14.847,4.0891
477,596,32.297,0.26924
241,761,23.47,3.903
403,722,30.827,1.7093
5,1052,26.039,6.2513
8,118,39.98,8.5412
118,422,29.269,5.7556
635,1106,17.46,5.8803
257,1106,23.378,3.9858
655,1152,32.623,3.1917
202,284,17.644,5.5385
504,1196,16.893,4.9941
172,1239,22.496,4.8827
385,1363,26.507,3.6637
562,633,26.85,4.2305
620,1106,32.311,4.0657
620,1354,16.322,3.9743
594,1112,18.322,5.1522
153,675,17.159,7.1872
974,1082,29.963,3.6441
345,816,21.24,4.1086
172,1358,23.547,4.8295
15,172,30.534,6.0395
272,695,24.879,4.248
32,284,13.024,7.8782
686,1353,12.518,4.8988
596,901,11.636,5.3376
950,1420,18.224,4.4044
293,1464,27.177,4.0108
761,796,21.943,5.7446
515,1363,29.05,0.84859
411,695,28.614,5.9842
823,1280,27.341,3.9908
221,706,15.061,5.9246
712,1112,32.315,3.7531
88,538,22.269,5.9435
538,984,15.613,6.4497
816,950,14.899,5.0306
678,1510,20.99,3.5474
403,643,24.176,4.2349
221,259,21.318,4.5745
44,134,51.664,4.4775
556,902,20.597,3.0573
436,902,22.258,5.2655
290,1445,14.558,4.4671
596,682,22.351,2.6298
682,803,28.681,1.13
761,1189,23.837,2.203
462,643,13.833,6.3178
496,799,19.994,5.2853
44,88,21.883,6.2243
102,469,22.284,3.2716
132,615,27.61,1.6701
686,977,28.484,3.5888
682,905,28.016,3.3823
803,1144,25.631,4.4978
1502,1524,23.727,2.3668
