#I, J,  Distance,  diameter
246,722,19.397,5.1938
210,1461,18.862,4.5293
633,1052,24.95,4.1396
469,615,17.223,5.686
501,682,24.991,4.5693
341,1239,24.284,4.4026
15,341,31.752,5.5573
385,852,42.657,2.9756
799,1239,20.965,2.4202
341,496,10.914,6.825
413,1461,29.209,3.1342
594,840,26.385,4.0833
840,1317,8.827,5.8478
132,469,18.351,7.3916
88,284,15.258,6.1714
153,693,23.046,6.5591
1071,1082,9.6842,5.6724
408,1144,28.491,3.1652
341,878,15.624,4.9837
259,422,27.459,2.6528
1354,1368,22.309,3.3179
161,284,20.571,4.3618
109,1236,25.807,5.7756
797,1354,33.33,3.9277
840,1354,18.095,4.7945
816,1353,15.449,5.1512
172,341,15.938,8.2828
134,155,57.249,4.7101
723,1112,23.171,3.486
153,501,25.848,4.2116
166,695,27.889,1.5259
560,695,23.596,5.8864
44,155,31.744,6.5179
635,973,25.272,4.5025
902,1177,14.91,2.5496
89,686,33.336,4.0807
974,1071,25.414,4.1909
1144,1536,20.256,2.5738
172,1196,24.056,6.2755
496,1239,18.057,3.3522
254,416,40.687,0.84211
562,1461,27.17,3.7149
206,1176,29.93,3.707
738,1322,16.345,4.3816
738,1604,18.511,3.1551
729,1354,22.324,5.4556
25,32,19.875,7.6576
883,1037,23.194,5.0889
883,1139,16.775,4.865
796,1189,15.48,5.891
741,796,27.744,3.4684
416,852,28.963,4.292
20,206,27.608,6.1034
259,738,18.881,5.8182
25,161,29.817,6.5826
615,902,11.986,6.4049
883,1259,13.564,4.8713
643,722,16.105,4.8093
272,416,37.59,3.2866
5,341,37.141,3.6568
89,258,36.068,3.9403
901,1523,19.791,3.9345
633,1335,20.338,4.1072
206,331,35.289,4.5348
729,840,16.275,5.3079
44,284,25.16,7.8211
258,984,27.075,1.7369
408,1258,31.593,3.6446
345,1258,26.333,4.1718
345,950,14.478,5.7886
345,803,28.715,2.5847
345,1144,15.066,5.2756
910,1464,23.924,1.7787
286,455,21.504,7.076
246,643,12.024,6.3944
1163,1371,11.192,4.3278
1163,1368,13.097,4.4794
25,134,44.513,5.5472
840,1556,15.498,2.3816
883,974,39.858,3.7881
620,1163,15.466,4.8448
388,1421,22.137,2.0683
883,1082,31.044,0.93432
883,1329,22.348,4.0543
678,699,33.051,3.7558
118,560,18.161,6.0686
922,1368,11.472,4.4203
366,902,19.195,2.0174
153,430,18.346,7.2594
699,910,31.235,0.68572
258,615,42.41,3.2741
430,693,14.181,5.1187
1229,1523,17.079,4.5434
883,1510,15.894,4.5684
695,1187,22.755,1.9264
922,1354,23.24,3.4244
25,44,32.466,8.2521
632,973,23.937,2.5551
388,1329,16.608,4.0514
388,1082,13.764,5.7154
501,1033,20.293,5.7246
1071,1329,13.436,1.8
290,796,28.464,3.0948
469,706,29.671,0.63607
675,894,15.841,5.9496
388,1294,32.719,2.6024
682,1033,18.621,3.9011
1199,1420,12.097,5.2483
32,44,33.905,6.58
88,258,19.646,7.5794
1329,1510,18.902,2.1888
905,1377,21.843,4.1042
1363,1530,15.193,2.8671
695,1236,30.643,0.27174
797,922,30.437,3.8657
373,469,12.091,7.6334
373,615,19.36,4.6523
1112,1229,34.353,3.2986
94,234,21.363,8.0411
44,234,19.322,7.2354
153,894,12.22,7.2302
430,862,11.857,6.2942
883,1071,27.575,3.758
416,695,23.369,3.5734
603,722,24.287,4.2672
7,1371,30.636,3.2327
195,706,15.786,4.5084
516,594,18.836,2.4743
516,1317,9.6801,6.461
723,894,20.082,4.5426
501,862,28.985,4.2171
388,1071,13.316,6.4009
901,1229,20.762,4.2856
816,1258,17.642,4.8804
293,406,39.947,2.8438
5,633,30.921,6.1929
195,469,26.364,5.4144
1152,1495,14.893,2.7967
1112,1323,30.695,2.217
430,1033,22.226,3.2124
153,1033,27.073,4.8558
795,1523,26.583,2.7322
442,1362,20.256,3.323
246,442,25.065,5.2642
561,1236,36.861,4.5722
411,1151,26.47,6.1616
954,1335,15.147,4.8118
7,1368,29.85,2.2143
516,1112,20.11,6.3043
1112,1317,20.866,2.85
754,1362,14.438,4.6812
561,695,14.497,4.5023
1151,1187,21.846,2.3873
922,1371,18.575,1.754
94,195,29.321,6.1826
797,1495,21.073,2.9296
712,973,16.902,5.5816
862,1273,30.716,0.63678
795,1373,32.623,2.7291
950,1199,18.413,5.7788
7,922,16.613,6.011
922,1163,7.8561,5.3597
620,702,22.04,3.2626
158,682,25.319,4.3174
158,1033,20.416,5.7022
265,816,22.621,3.2059
1280,1544,14.683,4.1178
246,603,22.395,5.7176
973,1040,13.576,5.1763
25,1040,19.945,6.0231
406,1464,24.998,4.3719
699,1464,11.435,4.6019
1502,1530,12.251,3.0317
603,633,25.795,4.1469
118,852,29.41,2.9163
88,234,23.743,3.3274
436,1002,24.226,3.2093
441,1135,21.777,4.6131
1258,1353,15.486,2.7293
265,1353,21.139,3.2655
504,754,18.504,5.5189
633,954,19.816,3.8079
259,1004,27.394,3.7449
7,1163,25.717,3.3639
94,422,38.342,0.8142
20,155,43.095,1.4322
702,1354,26.895,2.0099
258,538,24.121,6.1869
862,1033,18.669,5.6974
406,901,23.557,3.8817
345,1199,16.718,4.4454
455,1236,25.051,3.1193
149,172,13.942,8.4374
172,496,12.466,6.7378
341,1009,18.245,4.7473
5,1009,31.198,6.5951
221,1004,13.675,6.4072
702,1163,23.28,3.3713
1229,1323,18.275,3.5914
686,1277,16.42,4.2188
89,819,31.182,4.9278
682,1165,13.285,5.4537
560,1151,17.607,3.7984
702,1106,19.452,5.8252
712,894,18.906,6.5709
566,862,15.658,6.5563
265,950,18.06,4.9284
406,596,26.512,4.3311
385,1544,21.246,4.2159
206,567,18.414,6.219
7,1052,38.305,1.6859
797,1607,23.508,3.6755
284,676,13.333,3.223
442,754,12.926,6.284
149,1196,19.009,5.7059
416,560,28.659,5.6629
331,567,38.181,1.3372
284,538,17.772,4.8608
538,1277,23.745,4.1958
911,1139,26.309,1.156
883,911,13.129,6.3108
596,1165,18.259,5.4092
234,258,13.764,7.893
258,373,34.805,5.4899
675,1553,20.29,2.3701
795,901,25.187,2.8015
290,485,30.439,4.4534
109,455,27.976,6.9126
118,416,35.018,5.7051
37,799,38.532,0.8479
37,331,41.895,0.27015
32,676,15.386,6.9983
441,819,29.937,1.7788
795,1229,20.463,4.2802
682,1244,26.871,0.71324
905,1244,25.752,2.5791
149,1009,17.734,5.0885
206,240,11.266,8.3517
706,1004,14.281,5.4052
797,813,34.676,3.3115
195,234,23.545,8.4298
538,587,11.963,6.5649
290,761,30.846,2.9732
1165,1244,12.532,4.9094
1244,1377,7.9394,5.1273
30,422,26.087,3.3673
954,1407,15.841,4.6892
13,1354,33.748,2.4868
729,1495,21.171,2.5659
516,840,13.313,5.4642
385,1483,38.849,2.2948
30,118,11.389,9.3885
195,373,25.408,6.1345
274,1002,26.861,3.0185
854,1353,21.395,4.8915
686,854,17.514,5.466
388,883,30.175,3.5013
905,1165,29.213,0.61678
37,878,38.433,1.6208
37,496,36.854,5.6962
214,567,17.664,6.3153
13,922,32.409,4.8165
25,155,29.06,6.9659
584,615,15.29,6.5661
258,587,20.861,7.106
499,819,12.073,4.8726
89,499,27.028,1.7918
566,1258,23.053,3.9965
485,761,13.919,6.4748
695,1151,20.124,4.142
813,1495,23.813,3.3869
538,676,14.83,4.1826
274,436,23.82,4.9992
153,1553,16.087,3.4983
905,1144,27.739,2.3627
37,341,37.999,2.3061
422,1004,17.781,4.4979
1407,1607,8.6219,3.9216
983,1106,13.532,5.3373
702,922,30.259,1.7122
973,1106,24.997,2.6884
32,1040,28.228,3.3756
5,991,27.261,5.0443
819,1135,14.461,5.661
430,566,21.407,5.0604
153,158,24.991,5.2746
854,1258,21.583,4.1972
504,884,16.113,6.6186
416,1483,28.687,2.3113
603,991,17.128,4.444
5,7,38.895,6.4931
430,894,21.382,2.8177
114,290,31.737,3.4206
114,796,19.369,7.3198
1363,1483,19.571,2.9102
416,561,10.86,6.9465
633,991,19.465,2.7745
239,633,22.074,5.2707
1028,1461,14.43,4.4851
469,584,17.743,5.6582
373,584,11.855,7.5944
693,894,25.397,1.5761
676,693,26.414,2.1141
1002,1135,19.851,1.9043
265,345,16.403,6.1809
884,1362,19.961,2.3681
214,1151,24.448,4.7722
195,258,33.954,3.8511
592,819,25.744,3.5536
1135,1445,20.262,1.6875
265,854,19.899,4.3916
504,1405,24.083,3.7514
442,603,28.654,4.2008
5,239,36.225,6.0133
37,567,29.602,7.7597
13,840,27.065,6.5939
1039,1270,21.353,4.1571
1323,1553,11.476,3.6561
265,1258,13.117,4.5688
158,596,32.101,3.4489
1196,1405,22.944,2.8082
712,1040,22.108,5.5613
795,911,17.851,5.4046
172,1009,19.298,4.8694
5,37,51.93,3.6528
258,584,40.623,5.9297
894,1040,28.023,4.1053
584,902,20.562,5.516
911,1259,23.608,0.63593
406,1271,22.862,4.6565
396,1420,22.241,2.7018
149,1077,10.868,5.7438
239,603,22.757,4.9524
653,706,14.528,5.9328
854,1453,27.534,4.1952
396,950,24.953,4.6469
1165,1377,23.245,2.3087
442,1077,31.738,4.1642
5,476,15.426,6.6265
13,702,36.065,2.303
195,653,12.482,6.6767
1106,1166,17.706,3.5594
973,1166,22.697,2.3701
592,1277,15.265,5.9663
345,1107,24.994,3.229
1446,1502,14.834,4.7217
286,908,35.855,0.95687
455,908,9.2194,6.5126
1009,1077,16.248,4.946
695,978,17.827,3.3688
476,633,27.501,4.9564
1287,1495,25.714,0.39892
1277,1453,8.4516,4.2949
114,761,28.198,3.9299
406,699,22.388,5.1182
643,1226,18.615,4.6235
462,1226,29.755,4.7956
476,991,18.682,6.3078
206,841,20.062,5.7977
158,1553,20.911,3.0464
153,862,25.191,5.2021
15,645,41.838,1.7549
172,645,22.572,5.3626
7,1607,24.222,2.332
155,240,29.312,5.0499
258,499,38.701,3.5158
566,693,30.349,0.99254
396,1199,18.947,5.0243
1446,1530,14.972,3.5927
286,412,40.494,0.38405
15,412,48.028,0.49142
55,1236,38.686,4.3326
991,1009,27.839,2.2547
978,1151,21.148,3.8734
954,1028,23.12,5.2904
894,1553,18.166,3.2751
596,1271,20.093,3.4968
485,796,22.621,4.5868
476,1009,36.107,4.6684
841,983,16.038,4.6423
653,1004,19.72,4.3905
1125,1495,18.585,3.7865
44,258,28.995,3.9629
274,902,16.858,5.4137
114,485,21.338,5.245
754,884,9.4427,6.9886
30,94,31.881,3.3596
813,1607,16.224,3.283
94,155,34.187,3.3946
156,1166,16.604,4.923
156,973,16.763,5.8746
1039,1287,12.133,4.8331
676,1380,16.261,4.0201
158,1165,26.8,3.7939
1107,1199,17.267,3.6617
412,645,13.286,7.1054
1483,1530,17.026,1.7153
538,1380,21.559,1.8082
566,1380,21.731,3.7308
406,795,14.867,6.9623
579,722,37.488,3.2707
210,579,43.412,1.8284
239,476,24.768,7.275
44,100,14.113,8.0563
88,100,25.523,3.926
100,258,25.025,6.8579
55,109,35.584,6.0116
560,978,25.286,3.0839
13,516,26.616,4.0479
517,840,14.7,5.4854
156,712,19.751,4.6422
382,516,20.211,4.8427
1380,1453,20.636,4.5081
406,911,21.52,5.2282
950,1107,24.985,2.3668
884,1405,15.658,5.0774
596,1521,17.061,4.2541
126,1502,31.156,2.0631
239,991,15.33,5.8471
702,1264,11.854,5.5085
132,261,43.226,1.5787
469,1255,17.313,3.755
969,1229,28.709,3.3501
265,396,30.115,4.3378
702,983,17.806,5.6698
13,1264,15.966,6.0592
1116,1495,19.465,2.165
382,712,26.741,2.7939
35,516,26.359,5.3035
1165,1521,9.0579,4.2097
1394,1502,18.455,4.3942
1394,1530,15.893,4.6338
412,908,14.795,6.3193
109,561,37.67,3.9417
462,579,42.328,3.0299
560,561,27.431,1.6941
37,206,32.777,8.0746
240,567,21.993,4.7644
94,216,12.556,7.0532
13,517,17.391,5.962
1125,1287,11.865,5.6202
100,234,19.409,5.4512
516,517,14.336,5.4873
158,1323,23.429,3.3702
1135,1192,18.616,4.453
1530,1623,13.955,3.2014
561,978,11.326,6.8439
499,592,21.207,4.9665
1363,1545,34.177,2.928
156,1106,30.149,2.9978
156,1040,18.218,5.0206
1271,1521,20.203,3.2138
109,908,30.531,4.5024
149,645,24.971,6.1931
813,1116,20.609,5.3832
94,100,27.482,6.0451
373,1255,14.663,4.9793
584,1255,11.149,3.8576
1433,1553,10.951,3.0677
158,862,22.006,2.9628
345,1188,25.532,5.0696
1144,1188,20.02,5.0947
126,1446,13.862,5.2186
416,978,29.613,1.3604
7,702,31.049,4.9436
94,429,22.613,4.5871
702,1166,21.474,3.7711
44,429,26.383,5.5826
813,1125,26.751,4.6212
466,1135,23.572,3.8682
55,455,29.813,1.166
55,561,42.173,4.1116
567,920,10.377,6.2675
5,11,26.105,8.3754
738,1160,26.012,5.604
7,580,17.583,7.3262
155,429,19.49,6.9174
1323,1433,13.919,4.7549
109,126,31.547,5.8167
204,455,26.632,5.0983
55,908,25.609,5.5803
214,920,11.2,6.455
580,813,25.513,6.1378
538,582,20.102,1.924
582,587,10.408,6.7008
587,1277,22.712,0.88234
582,1277,14.367,4.2031
204,908,19.858,6.046
240,920,14.158,4.9038
580,1607,20.165,1.6302
7,13,27.962,6.3029
517,1198,16.155,5.5149
538,626,23.797,1.6582
969,1323,13.711,5.1623
114,1192,24.431,3.7187
345,544,21.636,4.1583
1244,1521,12.126,3.1995
1144,1377,36.085,1.0867
126,1483,24.471,4.1457
246,451,37.439,4.6206
30,1150,18.592,4.2389
1116,1198,8.3477,5.2022
25,100,29.729,5.8649
587,626,14.806,6.0238
158,1433,18.444,3.6883
109,204,41.437,3.7344
1394,1446,18.43,3.713
1545,1623,29.864,2.8794
126,1530,30.503,2.0138
1498,1544,19.978,3.192
5,171,23.039,8.5288
94,1150,22.224,3.1516
216,429,17.824,5.3435
933,1255,15.196,5.8248
25,676,32.127,2.7592
265,544,20.315,3.8648
184,345,25.022,1.0611
107,1151,38.7,2.3618
1347,1433,16.018,4.1362
894,1347,25.562,4.6377
1347,1553,19.622,1.3123
274,466,24.522,3.9275
1144,1478,32.414,1.0867
579,1028,13.994,5.2946
7,11,30.772,7.6033
100,155,28.777,3.7327
184,265,10.98,8.7465
1019,1377,13.062,4.2501
246,667,35.644,1.9932
37,171,40.85,7.2301
107,214,40.922,3.4621
216,1150,16.683,5.3693
100,429,22.17,7.7903
626,676,25.075,3.9112
587,676,22.626,1.2848
184,1107,22.756,5.6761
1271,1465,10.384,4.9251
1344,1521,10.363,4.8529
1019,1244,12.119,4.7805
442,451,18.115,5.8587
603,667,30.621,3.9548
951,1028,12.644,4.8335
1250,1407,11.335,3.5435
402,1004,19.188,3.9284
983,1166,15.302,2.6478
156,382,26.591,5.63
61,388,41.849,3.799
854,859,12.34,5.1444
1344,1465,10.544,3.3484
30,107,15.089,7.7791
738,1136,29.241,0.73998
1136,1160,12.261,5.6414
1250,1607,14.586,1.3174
402,653,18.201,5.0791
155,216,28.547,4.52
100,587,26.379,5.0268
819,1192,17.271,4.8213
592,859,23.145,5.0937
1271,1344,19.755,3.1123
396,1107,22.844,5.9383
1377,1478,31.764,1.0869
1483,1545,31.963,3.1083
94,717,24.573,1.3174
274,584,26.523,4.1071
1232,1446,13.483,4.5317
954,1250,21.227,3.8479
580,1407,16.417,4.0243
813,1250,16.405,4.3292
30,717,21.733,2.8768
258,582,27.517,3.3541
35,969,24.687,6.1526
466,819,15.214,5.9056
1244,1344,18.572,3.3634
406,1465,28.66,3.3401
396,715,22.829,4.2649
246,1226,26.411,1.1581
451,667,15.192,7.5223
42,712,38.317,3.6089
35,382,15.174,7.0433
566,1383,16.723,4.3881
396,854,30.968,1.8619
1377,1476,14.062,2.759
149,539,20.129,5.7893
894,1433,24.41,3.778
158,894,30.498,1.5474
466,499,18.483,4.568
544,1188,10.948,4.9529
1232,1394,13.892,4.3681
5,1077,32.185,4.4813
708,1004,23.383,4.4323
216,717,19.863,5.2481
155,1150,33.32,2.8826
653,1193,10.211,5.4907
25,429,34.572,6.5214
25,626,32.966,4.7527
894,1324,23.353,2.3367
158,1324,16.93,4.9616
1324,1433,9.1589,3.9318
184,544,15.291,6.9999
114,715,33.72,1.7675
1394,1623,8.5369,3.4938
451,603,35.115,3.3328
5,580,36.384,1.2346
1004,1193,17.739,2.4724
261,933,16.439,5.7944
25,1072,23.343,5.455
100,626,20.142,7.3552
61,1039,47.157,2.5372
859,1453,14.473,4.5518
406,1341,15.362,5.4708
1019,1344,17.951,4.0362
239,579,28.99,5.7793
107,920,38.728,3.5982
7,813,26.374,4.0546
35,517,24.716,7.2815
1258,1383,27.225,1.2155
184,854,20.797,4.7599
544,1107,19.316,4.9709
55,204,13.651,8.0709
539,1405,12.087,4.9165
11,580,24.672,6.2722
42,382,26.613,6.3616
732,1028,13.991,6.4774
37,240,37.594,4.8889
841,1251,15.92,5.6311
708,1136,15.75,3.8598
1116,1125,13.921,5.6605
126,416,29.413,3.5519
172,1543,22.981,4.238
496,1543,25.704,1.3077
133,978,21.106,4.25
133,1151,26.264,1.712
30,673,35.163,3.1343
206,1251,23.685,5.4415
584,652,35.149,3.1542
184,1258,29.338,1.1638
281,699,20.713,4.5325
281,406,21.039,5.6012
451,754,22.094,5.0044
156,1180,23.653,4.546
1040,1072,24.281,3.3079
184,1383,23.065,3.9617
717,1150,19.129,4.972
274,652,17.931,6.2711
969,1433,17.542,5.0229
1324,1347,7.6162,5.0594
388,1547,28.084,1.7331
184,396,27.228,6.3775
645,1560,15.24,3.6958
172,1560,21.078,2.6752
645,1543,11.573,4.2297
133,214,24.491,6.6251
432,567,16.476,5.2765
7,171,36.354,0.92394
402,673,22.003,6.6012
582,626,18.913,3.5107
351,1380,24.832,3.9246
1107,1188,18.659,2.9291
149,1560,16.959,2.6821
579,951,18.627,4.3134
107,1150,17.759,3.9539
11,702,43.458,3.8886
653,708,25.915,1.7202
195,216,33.189,1.7644
1040,1180,24.047,4.4143
351,1453,16.34,3.6146
862,935,23.995,2.9324
78,485,13.288,6.3189
496,1448,32.045,0.79541
37,1448,20.327,5.6166
983,1251,23.163,3.9453
240,841,19.56,5.0486
155,363,24.859,6.4034
216,363,11.653,7.2578
261,1160,18.475,2.5011
373,653,32.649,0.27233
1039,1186,12.012,5.8982
78,114,21.884,7.121
1271,1341,14.689,3.3738
149,319,21.521,4.435
431,462,38.69,3.9187
732,954,27.654,4.0034
402,708,13.26,4.8521
155,1072,18.24,4.5669
1166,1180,17.837,4.8722
1072,1180,14.924,4.5392
42,156,31.539,5.7107
582,592,18.631,4.648
859,1277,19.818,0.84904
114,747,17.563,4.5461
1188,1478,18.653,2.4257
451,884,22.534,4.9523
442,667,23.708,2.2044
149,237,23.049,5.9692
1498,1545,11.529,4.7038
431,1226,31.11,3.3368
431,579,21.947,4.7457
37,1251,23.519,5.8397
363,1150,21.54,4.349
158,935,18.839,4.6062
204,412,23.407,3.2144
237,1077,16.562,4.4006
939,1226,19.352,4.5841
1403,1543,10.08,3.3986
11,171,24.993,7.669
514,1250,14.557,5.4546
100,216,27.458,1.888
13,834,21.066,6.8105
382,517,18.425,1.6397
61,1547,28.128,3.8525
375,859,19.524,6.2252
14,911,29.611,4.6287
375,854,22.164,5.2996
375,396,36.38,5.8404
237,442,30.886,0.71232
514,732,17.096,6.7539
580,1250,17.767,4.4106
708,1193,13.286,4.1763
402,1193,11.941,4.2159
382,834,16.226,7.0711
388,691,27.248,2.9128
114,263,18.508,5.5627
319,539,10.893,6.1364
1483,1623,17.017,2.7042
37,432,24.287,6.3661
214,432,9.9228,7.0052
732,951,10.095,6.0391
732,1250,26.261,3.0924
673,717,15.83,6.1792
363,429,13.665,6.4856
35,1433,32.169,5.485
466,652,20.131,4.6778
466,1192,20.388,4.0015
281,1341,9.0368,4.7661
1476,1478,10.961,5.1271
412,575,13.508,6.5151
1226,1451,14.982,2.6555
499,1057,11.042,5.1053
263,715,20.375,5.5612
204,575,15.111,6.4454
319,645,19.119,5.2617
237,451,25.271,5.6656
412,489,8.5126,6.2105
489,908,18.699,4.4665
237,539,16.309,5.3616
170,1483,21.385,2.9128
1543,1560,11.384,3.5504
206,573,26.371,3.7189
154,240,27.275,6.4384
1186,1287,9.0761,4.8836
351,676,28.92,0.66923
35,1347,29.282,5.045
351,1277,18.738,1.0639
819,1057,13.939,5.9376
61,691,22.107,6.4159
14,795,20.728,5.8576
1244,1485,23.415,3.1855
1019,1485,16.569,4.9509
1019,1476,12.814,2.6023
575,908,22.582,3.2454
579,732,12.546,5.6415
514,954,32.003,3.734
7,1264,26.339,4.3027
834,1264,21.591,2.5534
351,626,24.966,4.1757
375,592,28.239,3.9832
747,1192,13.652,5.621
184,375,34.598,4.1962
109,201,31.578,7.7538
667,1451,25.089,3.8495
154,841,20.257,4.0913
42,1347,29.944,3.4158
351,582,17.6,6.5656
14,1547,29.44,3.2018
1476,1485,17.496,4.7907
126,201,30.914,3.5839
126,1232,18.75,5.0257
1226,1437,16.004,3.6451
107,717,19.142,6.0659
240,573,21.14,5.4313
573,841,12.486,5.8359
154,155,20.754,7.2709
1482,1483,19.354,3.945
118,860,40.993,2.2693
214,240,25.28,3.4506
573,1251,17.475,5.4495
37,573,31.481,5.5165
171,702,38.162,1.7338
351,566,31.782,1.8859
170,416,26.921,3.7004
1403,1448,14.452,4.3111
1039,1260,21.5,3.3319
35,42,19.62,8.9949
126,170,25.751,6.5307
78,747,31.256,6.2892
1482,1545,20.391,2.714
1498,1506,11.276,3.6039
431,939,21.563,4.2256
107,118,35.048,1.0611
107,673,17.658,5.3176
402,717,22.143,3.8933
1260,1287,16.249,2.0892
35,316,24.602,9.0985
592,1057,24.058,5.5042
78,1192,29.51,4.6557
263,747,25.288,4.5712
170,1482,22.224,4.124
316,517,17.946,6.4228
760,1344,11.083,4.9351
416,860,32.898,4.9541
171,1251,28.525,4.6417
154,1180,15.006,6.0106
1473,1545,17.197,2.7278
319,1560,14.137,3.6279
37,287,24.34,7.2195
316,382,17.454,4.2514
592,1453,19.478,1.6704
351,1383,29.535,1.9039
375,819,27.004,1.5658
225,579,20.711,4.7537
514,813,23.762,4.6775
261,1193,28.027,3.6146
541,859,13.83,5.1833
261,708,28.087,5.2458
13,35,36.071,4.4815
184,541,23.726,3.7175
557,1465,27.743,2.9409
225,239,27.687,4.6167
261,1136,20.952,4.4716
1125,1260,20.547,2.3352
466,534,12.412,6.7748
237,1560,24.499,3.4955
55,250,34.776,1.8067
240,432,26.688,1.6158
514,580,28.148,6.2067
154,573,22.241,3.974
154,1072,15.066,5.5821
13,1198,23.241,3.2087
4,155,30.062,5.7323
13,316,24.098,4.9797
429,626,33.037,2.3977
534,1192,17.32,4.747
760,1465,17.565,0.79728
760,1019,17.227,2.7929
1394,1473,18.426,3.3521
1437,1451,10.65,4.031
237,319,23.987,6.1437
939,1451,12.163,4.815
11,476,21.253,3.8991
1186,1555,11.34,3.1186
584,933,30.587,1.1293
466,1057,13.271,4.903
351,592,23.507,4.71
93,1485,23.975,4.9488
225,431,14.752,5.8983
1125,1555,13.926,3.4484
35,354,35.214,5.9789
93,935,19.667,3.8696
1344,1485,20.195,1.1988
1506,1545,9.9878,4.2389
133,250,25.301,7.9302
107,860,29.067,3.631
351,541,17.647,6.8833
378,935,24.492,4.7292
406,605,17.576,6.5984
489,575,16.283,7.2346
1125,1238,18.696,2.8135
4,25,46.17,6.2851
1238,1287,14.404,2.2326
316,834,13.028,6.7154
605,911,26.412,1.7682
375,715,28.578,3.1832
479,1188,20.891,4.368
417,645,24.897,1.7172
412,1543,22.362,1.2841
239,545,28.403,4.3421
239,1012,22.432,6.1002
1238,1260,10.492,4.4064
1186,1385,23.382,0.45287
61,1385,22.05,4.8647
269,1383,19.12,5.0935
479,1478,22.781,4.4266
204,489,14.381,3.9837
319,417,12.19,7.2786
1382,1545,14.849,2.5297
939,1437,14.294,4.5085
476,1012,22.131,4.8337
1186,1260,19.308,1.1369
584,1470,33.857,1.1965
600,1186,17.117,5.1357
269,351,32.54,3.7897
378,1383,19.899,4.1427
14,63,28.274,8.0568
55,648,22.691,7.0287
476,1007,9.7027,5.4537
5,1007,21.655,3.7495
287,432,24.58,3.2216
287,573,14.388,6.401
1186,1238,11.707,3.6347
933,1470,16.867,3.2068
63,1547,23.281,4.7748
14,605,17.428,5.0626
417,539,16.669,4.475
250,648,21.479,5.6256
534,652,14.936,5.3779
184,269,35.382,5.5261
184,859,26.55,2.3791
479,544,22.874,5.422
557,760,17.044,6.1852
451,773,14.842,7.5677
1382,1473,8.2303,4.1587
5,237,43.821,2.0932
420,1160,24.52,4.0077
261,420,17.983,7.0119
4,1072,23.158,4.8114
375,747,30.992,4.5535
24,78,24.797,6.989
760,1485,17.952,4.3162
412,417,28.728,4.5815
1394,1482,20.658,3.0706
1382,1506,13.949,4.1683
489,1543,24.284,0.8356
416,874,28.787,2.9113
52,171,32.502,8.0908
174,316,18.462,7.1089
652,1470,38.788,2.7475
42,437,19.282,7.0149
437,1347,17.796,4.7949
859,943,15.525,6.2499
24,747,20.714,6.8695
24,114,24.212,5.2101
55,489,22.284,4.3353
174,517,27.074,5.8417
600,1385,12.676,4.1726
35,174,24.836,5.8861
351,830,17.397,5.2862
691,1547,15.338,3.4271
294,1547,16.314,3.8196
605,795,20.053,2.8867
1478,1485,24.258,2.9501
667,773,12.323,6.3379
1403,1560,15.806,1.5676
170,874,13.528,6.1946
35,437,28.009,5.0514
935,1324,20.46,2.4055
78,534,34.83,4.2316
715,747,28.63,2.6916
281,605,18.147,6.1153
1545,1548,11.027,3.3115
133,148,10.416,8.7085
185,432,31.194,6.2401
1160,1480,16.557,4.0604
626,830,22.671,5.0156
375,943,16.807,4.901
201,1103,19.024,4.5092
126,1103,17.363,5.5354
1482,1548,12.935,3.8542
250,432,35.127,3.3448
185,287,37.27,6.7631
1136,1480,18.18,4.8291
42,834,26.828,6.0827
14,354,27.207,4.9948
55,201,26.462,4.3125
55,344,26.349,4.3301
489,648,29.784,5.0175
489,1403,27.805,1.8862
1230,1403,16.81,4.1568
133,432,26.686,1.4714
541,592,24.703,4.8371
24,263,14.828,7.8118
479,1476,26.23,3.3598
344,489,14.276,5.9183
1468,1498,14.776,3.9486
545,1012,17.684,6.3686
514,1195,17.811,4.6758
553,708,17.877,5.5216
553,1136,19.661,4.7272
7,721,20.478,7.0381
626,679,25.076,5.0206
582,830,21.135,3.3425
860,874,30.327,3.5549
225,545,16.379,4.998
432,996,17.117,3.7341
37,52,24.913,4.6253
11,1007,24.329,4.9828
70,673,16.858,7.3903
70,402,23.747,5.6913
420,1136,19.626,5.2434
100,679,25.747,3.2212
174,1198,25.042,2.3491
25,679,34.827,4.7966
592,943,18.386,4.6519
281,557,31.318,3.9692
1230,1448,11.705,5.2132
37,996,27.998,4.6981
37,185,37.602,4.75
732,1195,17.087,4.7346
11,721,33.927,4.579
1260,1305,18.391,4.0357
429,679,22.972,4.5891
600,1555,14.957,4.0156
269,541,25.257,5.9856
281,327,12.386,8.3477
545,667,30.303,4.9503
148,860,21.559,4.7903
1007,1012,13.835,4.76
250,996,24.079,6.2213
107,622,21.458,5.7842
951,1195,21.41,2.9647
680,717,18.056,6.5974
261,553,30.817,5.7023
294,691,17.628,6.1212
541,943,16.122,3.9509
204,344,17.464,4.597
1473,1482,15.776,3.123
140,1560,22.613,2.5685
708,1073,10.556,4.1696
417,575,28.631,3.4286
1021,1437,16.255,4.1831
1468,1506,10.43,3.6362
223,489,28.422,3.0763
239,1000,29.492,1.9492
673,680,14.938,7.7693
4,1180,24.936,4.3846
63,294,13.712,8.3661
184,479,29.499,4.8789
1394,1527,28.29,1.6127
1473,1527,18.127,2.0472
1382,1527,9.1255,4.2421
140,237,30.406,5.6737
545,579,26.587,4.382
239,1007,22.967,2.8849
11,52,31.763,7.182
